resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed_interstitial,MorrisHaderlie,epibiota_consumed,notes,link.ID,parasitic
756,Bacteria,microorganism,1,530,Petrolisthes manimaculis,porcelain crab,1,1,4,13,1,MAH,NA,NA,NA,NA,NA,NA,1737,n
756,Bacteria,microorganism,1,528,Petrolisthes rathbunae,porcelain crab,1,1,4,13,1,MAH,NA,NA,NA,NA,NA,NA,1732,n
756,Bacteria,microorganism,1,1009,Paguristes ulreyi,hermit crab,1,1,4,3,1,296,NA,low,pools,NA,yes,NA,4176,n
756,Bacteria,microorganism,1,365,Musculus pygmaeus,mussel,1,1,4,4,1,NA,NA,high,pools,NA,yes,NA,6827,n
756,Bacteria,microorganism,1,1957,Gregariella coarctata,mussel,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,6799,n
756,Bacteria,microorganism,1,1960,Modiolus modiolus,mussel,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6820,n
756,Bacteria,microorganism,1,2340,Acanthomysis sp.,mysid,1,1,4,4,1,306,NA,all,pools,NA,yes,NA,4262,n
756,Bacteria,microorganism,1,1482,Cercyon fimbriatus,insect,1,1,NA,3,1,Light & Smith,NA,high,exposed,NA,no,NA,3035,n
756,Bacteria,microorganism,1,1484,Cercyon luniger,insect,1,1,NA,3,1,Light & Smith,NA,all,exposed,NA,no,NA,3036,n
756,Bacteria,microorganism,1,1962,Crassadoma gigantea,scallop,NA,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7240,n
756,Bacteria,microorganism,1,2351,Aplysilla polyraphis,sponge,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7450,n
756,Bacteria,microorganism,1,499,Chondrochelia dubia,isopod,1,1,1,3,1,"Morris, Abbott, & Haderlie",NA,all,pools,NA,yes,NA,4511,n
756,Bacteria,microorganism,1,2353,Mytilus galloprovincialis,mussel,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6834,n
756,Bacteria,microorganism,1,385,Netastoma rostratum,boring clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4825,n
756,Bacteria,microorganism,1,973,Diadumene lighti,anemone,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4573,n
756,Bacteria,microorganism,1,1674,Eudistylia polymorpha,polychaete,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,7177,n
756,Bacteria,microorganism,1,443,Pseudopotamilla occelata,polychaete,1,1,4,4,1,"Morris, Abbott, & Haderlie; Light & Smith",NA,low,pools,NA,yes,NA,7191,n
756,Bacteria,microorganism,1,757,Free living ciliates,microorganism,6,1,1,4,1,Light & Smith,NA,all,pools,NA,yes,NA,10732,n
756,Bacteria,microorganism,1,796,Tubulipora pacifica,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5637,n
756,Bacteria,microorganism,1,797,Tubulipora tuba,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5644,n
756,Bacteria,microorganism,1,1695,Spirorbis marioni,spirorbid polychaete,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,7380,n
756,Bacteria,microorganism,1,1065,Harpacticus pacificus,copepod,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5966,n
756,Bacteria,microorganism,1,1066,Harpacticus septentrionalis,copepod,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5973,n
756,Bacteria,microorganism,1,1067,Harpacticus spinulosus,copepod,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5980,n
756,Bacteria,microorganism,1,1068,Harpacticus uniremis,copepod,1,1,4,4,1,NA,NA,middle,pools,NA,yes,NA,5987,n
756,Bacteria,microorganism,1,513,Heptacarpus carinatus,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1611,n
756,Bacteria,microorganism,1,514,Heptacarpus sitchensis,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1612,n
756,Bacteria,microorganism,1,876,Phidolopora pacifica,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5448,n
756,Bacteria,microorganism,1,2397,Harpacticoida,copepod,1,1,3,4,2,322,NA,all,pools,no,yes,NA,10326,n
756,Bacteria,microorganism,1,264,Crepipatella lingulata,slipper snail,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7282,n
756,Bacteria,microorganism,1,512,Heptacarpus pictus,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1610,n
756,Bacteria,microorganism,1,444,Serpula columbiana,polychaete,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7226,n
756,Bacteria,microorganism,1,3001,Calanoida,copepod,1,1,1,3,1,371,California,all,pools,NA,yes,NA,11355,n
756,Bacteria,microorganism,1,446,Spirorbids,polychaete,1,1,4,4,1,NA,NA,middle to low,pools,NA,yes,NA,7233,n
756,Bacteria,microorganism,1,145,Henricia leviuscula,sea star,1,1,NA,3,1,"Morris, Abbott, & Haderlie; Light & Smith",NA,low,pools,NA,no,NA,3033,n
756,Bacteria,microorganism,1,145,Henricia leviuscula,sea star,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,NA,13266,n
756,Bacteria,microorganism,1,2392,Hydrozoa,hydroid,6,1,2,3,2,"375, 376",Sanak Archipelago,NA,NA,no,y,NA,14826,n
756,Bacteria,microorganism,1,100,Anthopleura sola,anemone,1,1,4,4,1,NA,NA,NA,pools,NA,yes,NA,4531,n
756,Bacteria,microorganism,1,103,Anthopleura artemisia,anemone,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4517,n
756,Bacteria,microorganism,1,972,Epiactis ritteri,anemone,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4552,n
756,Bacteria,microorganism,1,1958,Modiolus capax,mussel,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6806,n
756,Bacteria,microorganism,1,2388,Ophiuroidea,brittle star,6,1,2,3,2,"375, 376",Sanak Archipelago,NA,NA,no,y,NA,13563,n
756,Bacteria,microorganism,1,218,Styela clava,tunicate,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7828,n
756,Bacteria,microorganism,1,219,Styela truncata,tunicate,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7842,n
756,Bacteria,microorganism,1,1977,Entodesma pictum,bivalve,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4741,n
756,Bacteria,microorganism,1,392,Entodesma navicula,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5686,n
756,Bacteria,microorganism,1,518,Hippolyte clarki,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1616,n
756,Bacteria,microorganism,1,1671,Amphicorina gracilis,polychaete,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,7156,n
756,Bacteria,microorganism,1,1672,Chone minuta,polychaete,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,7163,n
756,Bacteria,microorganism,1,1673,Demonax medius,polychaete,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,7170,n
756,Bacteria,microorganism,1,1679,Pseudopotamilla socialis,polychaete,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,7198,n
756,Bacteria,microorganism,1,1680,Schizobranchia insignis,polychaete,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,7212,n
756,Bacteria,microorganism,1,1069,Zaus aurelii,copepod,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5994,n
756,Bacteria,microorganism,1,1070,Zaus spinatus hopkinsi,copepod,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6001,n
756,Bacteria,microorganism,1,1665,Neoleprea californica,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,NA,16826,n
756,Bacteria,microorganism,1,1666,Polycirrus californicus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,NA,16827,n
756,Bacteria,microorganism,1,1667,Polycirrus spp.,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,NA,16828,n
756,Bacteria,microorganism,1,1668,Ramex californiensis,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,NA,16829,n
756,Bacteria,microorganism,1,1669,Spinosphaera oculata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,NA,16830,n
756,Bacteria,microorganism,1,521,Hapalogaster cavicauda,true crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1306,n
756,Bacteria,microorganism,1,522,Oedignathus inermis,true crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1307,n
756,Bacteria,microorganism,1,559,Fabia subquadrata,true crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1185,n
756,Bacteria,microorganism,1,563,Pinnixa longipes,true crab,1,1,3,10,1,300,NA,low,pools,NA,yes,potentially filter feeding or feeding on tubeworm host's food,4122,n
756,Bacteria,microorganism,1,994,Pinnixa tomentosa,true crab,1,1,4,10,1,Light & Smith,NA,all,pools,NA,yes,in tubeworms,4148,n
756,Bacteria,microorganism,1,453,Octolasmis lowei,barnacle,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4678,n
756,Bacteria,microorganism,1,454,Hamatoscalpellum californicum,barnacle,1,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,4692,n
756,Bacteria,microorganism,1,459,Armatobalanus nefrens,barnacle,1,1,NA,NA,1,MAH,NA,low,pools,no,y,NA,20164,n
756,Bacteria,microorganism,1,461,Conopea galeata,barnacle,1,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,4643,n
756,Bacteria,microorganism,1,1198,Hesperibalanus hesperius,barnacle,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4650,n
756,Bacteria,microorganism,1,1280,Cheiriphotis megacheles,gammarid,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6414,n
756,Bacteria,microorganism,1,1281,Gammaropsis barnardi,gammarid,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6421,n
756,Bacteria,microorganism,1,1282,Gammaropsis effrena,gammarid,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6428,n
756,Bacteria,microorganism,1,1283,Gammaropsis martesia,gammarid,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6435,n
756,Bacteria,microorganism,1,1284,Gammaropsis shoemakeri,gammarid,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6442,n
756,Bacteria,microorganism,1,1285,Gammaropsis spinosa,gammarid,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6449,n
756,Bacteria,microorganism,1,1287,Photis californica,gammarid,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,6463,n
756,Bacteria,microorganism,1,1288,Photis conchicola,gammarid,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6470,n
756,Bacteria,microorganism,1,1361,Cephalophoxoides homilis,gammarid,1,1,1,4,1,LS,NA,all,pools,no,y,NA,20190,n
756,Bacteria,microorganism,1,1362,Eyakia robusta,gammarid,1,1,1,4,1,LS,NA,all,pools,no,y,NA,20196,n
756,Bacteria,microorganism,1,516,Lysmata californica,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1614,n
756,Bacteria,microorganism,1,519,Spirontocaris prionota,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1617,n
756,Bacteria,microorganism,1,945,Eutonina indicans,plankton,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7051,n
756,Bacteria,microorganism,1,110,Balanophyllia elegans,anemone,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4566,n
756,Bacteria,microorganism,1,772,Phoronis architecta,phoronid,1,1,4,4,1,NA,NA,NA,pools,NA,yes,NA,6974,n
756,Bacteria,microorganism,1,360,Trimusculus reticulatus,snail,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1299,n
756,Bacteria,microorganism,1,373,Pseudochama exogyra,clam,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1303,n
756,Bacteria,microorganism,1,394,Leptochiton rugatus,chiton,1,1,2,3,2,"375, 376",Sanak Archipelago,NA,NA,no,y,NA,17011,n
756,Bacteria,microorganism,1,520,Neotrypaea biffari,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1618,n
756,Bacteria,microorganism,1,523,Cryptolithodes sitchensis,anomuran,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1619,n
756,Bacteria,microorganism,1,536,Pachycheles holosericus,porcelain crab,1,1,4,13,1,MAH,NA,NA,NA,NA,NA,NA,1752,n
756,Bacteria,microorganism,1,1144,Gastrodelphys dalesi,copepod,1,1,4,4,1,312,NA,all,pools,NA,yes,NA,4365,n
756,Bacteria,microorganism,1,1145,Gastrodelphys fernaldi,copepod,1,1,4,4,2,312,NA,all,pools,NA,yes,NA,4374,n
756,Bacteria,microorganism,1,974,Cactosoma arenarium,anemone,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4580,n
756,Bacteria,microorganism,1,97,Halcampa decemtentaculata,anemone,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4587,n
756,Bacteria,microorganism,1,976,Metridium exilis,anemone,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4594,n
756,Bacteria,microorganism,1,1969,Milneria kelseyi,bivalve,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4699,n
756,Bacteria,microorganism,1,1968,Milneria minima,bivalve,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4706,n
756,Bacteria,microorganism,1,1966,Epilucina californica,bivalve,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4727,n
756,Bacteria,microorganism,1,1956,Philobrya setosa,bivalve,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4748,n
756,Bacteria,microorganism,1,1976,Penitella turnerae,bivalve,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4755,n
756,Bacteria,microorganism,1,1973,Gari californica,bivalve,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4762,n
756,Bacteria,microorganism,1,1974,Cumingia californica,bivalve,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4769,n
756,Bacteria,microorganism,1,1975,Semele decisa,bivalve,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4776,n
756,Bacteria,microorganism,1,1978,Thracia curta,bivalve,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4783,n
756,Bacteria,microorganism,1,383,Platyodon cancellatus,boring clam,1,1,4,4,1,NA,NA,middle,pools,NA,yes,NA,4797,n
756,Bacteria,microorganism,1,362,Adula gruneri,boring clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4811,n
756,Bacteria,microorganism,1,387,Parapholas californica,boring clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4832,n
756,Bacteria,microorganism,1,391,Penitella fitchi,boring clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4839,n
756,Bacteria,microorganism,1,389,Penitella richardsoni,boring clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4853,n
756,Bacteria,microorganism,1,890,Terebratulina unguicula,brachiopod,1,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,4860,n
756,Bacteria,microorganism,1,892,Laqueus erythraeus,brachiopod,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4867,n
756,Bacteria,microorganism,1,893,Platidia hornii,brachiopod,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4874,n
756,Bacteria,microorganism,1,798,Aetea paraligulata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4888,n
756,Bacteria,microorganism,1,799,Aetea pseudoanguina,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4895,n
756,Bacteria,microorganism,1,871,Neodakaria islandica,bryozoan,1,1,4,4,1,NA,NA,NA,pools,NA,yes,NA,4902,n
756,Bacteria,microorganism,1,872,Neodakaria ordinata,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4909,n
756,Bacteria,microorganism,1,882,Schizomavella robertsonae,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4916,n
756,Bacteria,microorganism,1,883,Schizomavella triavicularia,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4923,n
756,Bacteria,microorganism,1,884,Schizosmittina pedicellata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4930,n
756,Bacteria,microorganism,1,877,Porella columbiana,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4937,n
756,Bacteria,microorganism,1,878,Porella major,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4944,n
756,Bacteria,microorganism,1,879,Porella porifera,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4951,n
756,Bacteria,microorganism,1,805,Caulibugula californica,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4972,n
756,Bacteria,microorganism,1,800,Alderina brevispina,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5000,n
756,Bacteria,microorganism,1,808,Cauloramphus echinus,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5028,n
756,Bacteria,microorganism,1,813,Copidozoum adamantum,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5035,n
756,Bacteria,microorganism,1,814,Copidozoum protectum,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5042,n
756,Bacteria,microorganism,1,826,Tegella armifera,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5049,n
756,Bacteria,microorganism,1,827,Tegella cassidata,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5056,n
756,Bacteria,microorganism,1,828,Tegella circumclathrata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5063,n
756,Bacteria,microorganism,1,829,Tegella horrida,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5070,n
756,Bacteria,microorganism,1,830,Tegella larusiensis,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5077,n
756,Bacteria,microorganism,1,831,Tegella robertsonae,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5084,n
756,Bacteria,microorganism,1,803,Caberea ellisii,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5091,n
756,Bacteria,microorganism,1,809,Cellaria diffusa,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5119,n
756,Bacteria,microorganism,1,843,Buffonellaria vitrea,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5133,n
756,Bacteria,microorganism,1,845,Celleporina souleae,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5140,n
756,Bacteria,microorganism,1,811,Chaperiopsis patula,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5147,n
756,Bacteria,microorganism,1,836,Cribrilaria californiensis,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5154,n
756,Bacteria,microorganism,1,837,Cribrilaria perplexa,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5161,n
756,Bacteria,microorganism,1,838,Figularia hilli,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5168,n
756,Bacteria,microorganism,1,785,Bicrisia robertsonae,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5196,n
756,Bacteria,microorganism,1,793,Filicrisia geniculata,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5231,n
756,Bacteria,microorganism,1,812,Conopeum osburni,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5245,n
756,Bacteria,microorganism,1,816,Einhornia venturaensis,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5252,n
756,Bacteria,microorganism,1,851,Fenestrulina blaggae,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5259,n
756,Bacteria,microorganism,1,852,Fenestrulina eopacifica,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5266,n
756,Bacteria,microorganism,1,850,Fenestrulina farnsworthi,bryozoan,1,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,5273,n
756,Bacteria,microorganism,1,853,Fenestrulina miramara,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5280,n
756,Bacteria,microorganism,1,854,Fenestrulina morrisae,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5287,n
756,Bacteria,microorganism,1,855,Fenestrulina umbonata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5294,n
756,Bacteria,microorganism,1,817,Hincksina alba,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5308,n
756,Bacteria,microorganism,1,818,Hincksina pallida,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5315,n
756,Bacteria,microorganism,1,842,Arthropoma cecilii,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5336,n
756,Bacteria,microorganism,1,791,Disporella sp.,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5343,n
756,Bacteria,microorganism,1,866,Microporella catalinensis,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5385,n
756,Bacteria,microorganism,1,869,Microporella planata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5406,n
756,Bacteria,microorganism,1,823,Micropora santacruzana,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5420,n
756,Bacteria,microorganism,1,789,Diaperoforma californica,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5427,n
756,Bacteria,microorganism,1,133,Primavelans insculpta,bryozoan,1,1,4,4,1,NA,NA,"middle, low",pools,NA,yes,NA,5434,n
756,Bacteria,microorganism,1,861,Primavelans mexicana,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5441,n
756,Bacteria,microorganism,1,881,Rhynchozoon rostratum,bryozoan,1,1,4,4,1,NA,NA,NA,pools,NA,yes,NA,5455,n
756,Bacteria,microorganism,1,790,Diplosolen harmelini,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5462,n
756,Bacteria,microorganism,1,856,Haywardipora major,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5469,n
756,Bacteria,microorganism,1,857,Haywardipora orbicula,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5476,n
756,Bacteria,microorganism,1,858,Haywardipora rugosa,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5483,n
756,Bacteria,microorganism,1,859,Haywardipora rylandi,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5490,n
756,Bacteria,microorganism,1,132,Schizoporella unicornis,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5497,n
756,Bacteria,microorganism,1,849,Dengordonia uniporosa,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5504,n
756,Bacteria,microorganism,1,873,Parasmittina collifera,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5511,n
756,Bacteria,microorganism,1,874,Parasmittina trispinosa,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5518,n
756,Bacteria,microorganism,1,875,Parasmittina tubulata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5525,n
756,Bacteria,microorganism,1,880,Raymondcia osburni,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5532,n
756,Bacteria,microorganism,1,885,Smittina ovirotula,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5539,n
756,Bacteria,microorganism,1,886,Smittina veleroa,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5546,n
756,Bacteria,microorganism,1,887,Smittoidea prolifica,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5553,n
756,Bacteria,microorganism,1,888,Stomachetosella condylata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5560,n
756,Bacteria,microorganism,1,794,Stomatopora granulata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5567,n
756,Bacteria,microorganism,1,846,Coleopora gigantea,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5574,n
756,Bacteria,microorganism,1,862,Lagenicella neosocialis,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5581,n
756,Bacteria,microorganism,1,863,Lagenicella punctulata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5588,n
756,Bacteria,microorganism,1,864,Lagenicella spinulosa,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5595,n
756,Bacteria,microorganism,1,832,Thalamoporella californica,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5602,n
756,Bacteria,microorganism,1,833,Thalamoporella gothica,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5609,n
756,Bacteria,microorganism,1,141,Triticella elongata,bryozoan,1,1,4,4,1,NA,NA,NA,pools,NA,yes,NA,5616,n
756,Bacteria,microorganism,1,889,Trypostega claviculata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5623,n
756,Bacteria,microorganism,1,848,Dakaria dawsoni,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5658,n
756,Bacteria,microorganism,1,376,Glans carpenteri,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5665,n
756,Bacteria,microorganism,1,377,Kellia suborbicularis,clam,1,1,4,4,1,NA,NA,middle to low,pools,NA,yes,NA,5672,n
756,Bacteria,microorganism,1,382,Semele rupicola,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5693,n
756,Bacteria,microorganism,1,378,Diplodonta orbella,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5700,n
756,Bacteria,microorganism,1,379,Irusella lamellifera,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5707,n
756,Bacteria,microorganism,1,381,Petricola californiensis,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5721,n
756,Bacteria,microorganism,1,380,Petricola carditoides,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5728,n
756,Bacteria,microorganism,1,969,Haliclystus sanjuanensis,cnidarian,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5735,n
756,Bacteria,microorganism,1,967,Manania gwilliami,cnidarian,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5749,n
756,Bacteria,microorganism,1,1032,Ameira longipes,copepod,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5756,n
756,Bacteria,microorganism,1,1033,Ameira parvuloides,copepod,1,1,4,4,1,NA,NA,no data,pools,NA,yes,NA,5763,n
756,Bacteria,microorganism,1,1035,Nitocra californica,copepod,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5770,n
756,Bacteria,microorganism,1,1034,Nitokra spinipes,copepod,1,1,4,4,1,NA,NA,high,pools,NA,yes,NA,5777,n
756,Bacteria,microorganism,1,1036,Praeleptomesochra similis,copepod,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5784,n
