resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,ref_num,justification,confidence,incl.code
384,Hiatella arctica,boring clam,1,555,Cancer productus,true crab,1,1,"202, 375, 376","3, 6",NA,1
384,Hiatella arctica,boring clam,1,562,Cancer gracilis,true crab,1,1,"375, 376",6,3,2
384,Hiatella arctica,boring clam,1,672,Leptasterias aequalis,sea star,1,1,"375, 376",6,3,2
384,Hiatella arctica,boring clam,1,712,Homo sapiens,human,1,1,"375, 376",6,3,2
384,Hiatella arctica,boring clam,1,719,Enhydra lutris,mammal,1,1,"375, 376",6,3,2
384,Hiatella arctica,boring clam,1,720,Evasterias troschelii,sea star,1,1,"375, 376",6,3,2
384,Hiatella arctica,boring clam,1,995,Cancer gracilis,true crab,4,1,"375, 376",6,3,2
384,Hiatella arctica,boring clam,1,996,Cancer gracilis,true crab,3,1,"375, 376",6,3,2
384,Hiatella arctica,boring clam,1,2388,Ophiuroidea,brittle star,6,1,"375, 376",6,3,2
385,Netastoma rostratum,boring clam,1,272,Ceratostoma foliatum,murex,1,1,188,3,1,1
386,Chaceia ovoidea,boring clam,1,1119,Anthessius fitchi,copepod,1,6,Light & Smith,3,NA,1
386,Chaceia ovoidea,boring clam,1,1119,Anthessius fitchi,copepod,1,7,134,3,1,1
390,Penitella penita,boring clam,1,272,Ceratostoma foliatum,murex,1,1,MAH,3,NA,2
390,Penitella penita,boring clam,1,279,Roperia poulsoni,murex,1,1,"MAH, Morris, Abbott, & Haderlie","3, 3",NA,1
392,Entodesma navicula,clam,1,712,Homo sapiens,human,1,1,"375, 376",6,3,2
392,Entodesma navicula,clam,1,719,Enhydra lutris,mammal,1,1,"375, 376",6,3,2
395,Lepidozona interstincta,chiton,1,286,Lirabuccinum dirum,whelk,1,1,"MAH, Morris, Abbott, & Haderlie; Light & Smith","3, 6",NA,1
396,Lepidozona regularis,chiton,1,286,Lirabuccinum dirum,whelk,1,1,"MAH, Morris, Abbott, & Haderlie; Light & Smith","3, 6",NA,1
399,Lepidozona scrobiculata,chiton,1,286,Lirabuccinum dirum,whelk,1,1,"Morris, Abbott, & Haderlie; Light & Smith",6,NA,1
400,Lepidozona pectinulata,chiton,1,286,Lirabuccinum dirum,whelk,1,1,"Morris, Abbott, & Haderlie; Light & Smith",6,NA,1
401,Stenoplax heathiana,chiton,1,249,Vitrinella oldroydi,microsnail,1,9,MAH,3,NA,1
403,Stenoplax conspicua,chiton,1,249,Vitrinella oldroydi,microsnail,1,9,MAH,3,NA,1
403,Stenoplax conspicua,chiton,1,418,Octopus bimaculoides,octopus,1,1,"157, MAH, 159","3, 6, 3",NA,1
403,Stenoplax conspicua,chiton,1,641,Teinostoma supravallatum,microsnail,1,NA,369,NA,NA,0
403,Stenoplax conspicua,chiton,1,1971,Pristes oblongus,bivalve,1,9,Light & Smith,3,1,1
404,Tonicella lineata,chiton,1,19,Gobiesox maeandricus,fish,1,1,"258, 375, 376","3, 6",NA,1
404,Tonicella lineata,chiton,1,143,Dermasterias imbricata,sea star,1,1,"319, 375, 376","3, 6",2,2
404,Tonicella lineata,chiton,1,148,Leptasterias pusilla,sea star,1,1,"375, 376",6,3,2
404,Tonicella lineata,chiton,1,149,Leptasterias hexactis,sea star,1,1,"MAH, 375, 376","3, 6",NA,1
404,Tonicella lineata,chiton,1,150,Pisaster ochraceus,sea star,1,1,MAH,3,NA,1
404,Tonicella lineata,chiton,1,420,Enteroctopus dofleini,octopus,4,1,"375, 376",6,3,2
404,Tonicella lineata,chiton,1,554,Cancer productus,true crab,4,1,202,3,NA,1
404,Tonicella lineata,chiton,1,555,Cancer productus,true crab,1,1,202,3,NA,1
404,Tonicella lineata,chiton,1,672,Leptasterias aequalis,sea star,1,1,"375, 376",6,3,2
404,Tonicella lineata,chiton,1,720,Evasterias troschelii,sea star,1,1,"319, 375, 376","3, 6",2,2
404,Tonicella lineata,chiton,1,1745,Enteroctopus dofleini,octopus,1,1,"375, 376",6,3,2
404,Tonicella lineata,chiton,1,1746,Enteroctopus dofleini,octopus,2,1,"375, 376",6,3,2
404,Tonicella lineata,chiton,1,3012,Haematopus bachmani,bird,1,1,"383, 375, 376","3, 6",1,1
404,Tonicella lineata,chiton,1,3019,Larus glaucescens,bird,1,1,385,3,2,1
405,Cyanoplax hartwegii,chiton,1,660,Larus occidentalis,bird,1,1,"418, 419",4,4,1
405,Cyanoplax hartwegii,chiton,1,2110,Tringa semipalmata,bird,1,1,MAH,4,4,1
405,Cyanoplax hartwegii,chiton,1,3012,Haematopus bachmani,bird,1,1,380,4,3,2
405,Cyanoplax hartwegii,chiton,1,3013,Larus californicus,bird,1,1,MAH,4,4,1
405,Cyanoplax hartwegii,chiton,1,3015,Chroicocephalus philadelphia,bird,1,1,MAH,4,NA,1
405,Cyanoplax hartwegii,chiton,1,3016,Larus delawarensis,bird,1,1,"MAH, 405",4,4,2
405,Cyanoplax hartwegii,chiton,1,3017,Larus argentatus,bird,1,1,MAH,4,4,1
405,Cyanoplax hartwegii,chiton,1,3018,Larus brachyrynchus,bird,1,1,"MAH, 407",4,4,1
405,Cyanoplax hartwegii,chiton,1,3022,Calidris virgata,bird,1,1,399,4,4,2
405,Cyanoplax hartwegii,chiton,1,3023,Arenaria melanocephala,bird,1,1,"MAH, 396, 397, 398, 399",4,3,1
405,Cyanoplax hartwegii,chiton,1,3027,Calidris alpina,bird,1,1,"MAH, 401, 402, 403, 404",4,4,1
405,Cyanoplax hartwegii,chiton,1,3029,Limnodromus scolopaceus,bird,1,1,"404, MAH",4,4,1
405,Cyanoplax hartwegii,chiton,1,3049,Melanitta perspicillata,bird,1,1,"MAH, 420","4, 5",4,1
407,Callistochiton crassicostatus,chiton,1,418,Octopus bimaculoides,octopus,1,1,157,3,NA,1
408,Callistochiton palmulatus,chiton,1,418,Octopus bimaculoides,octopus,1,1,157,3,NA,1
409,Nuttallina californica,chiton,1,151,Pisaster giganteus,sea star,1,1,"MAH, Morris, Abbott, & Haderlie","3, 3",NA,1
409,Nuttallina californica,chiton,1,613,Corallina chilensis,corraline algae,1,2,MAH,6,NA,1
409,Nuttallina californica,chiton,1,614,Corallina vancouveriensis,corraline algae,1,2,NA,6,NA,1
409,Nuttallina californica,chiton,1,640,Endocladia muricata,red algae,1,2,MAH,3,NA,1
409,Nuttallina californica,chiton,1,656,Cladophora columbiana,green algae,1,2,MAH,6,NA,1
409,Nuttallina californica,chiton,1,660,Larus occidentalis,bird,1,1,MAH,3,NA,1
409,Nuttallina californica,chiton,1,661,Polysiphonia sp.,red algae,1,2,MAH,3,NA,1
409,Nuttallina californica,chiton,1,3012,Haematopus bachmani,bird,1,1,383,3,1,1
411,Mopalia muscosa,chiton,1,148,Leptasterias pusilla,sea star,1,1,"375, 376",6,3,2
411,Mopalia muscosa,chiton,1,149,Leptasterias hexactis,sea star,1,1,"375, 376",6,3,2
411,Mopalia muscosa,chiton,1,150,Pisaster ochraceus,sea star,1,1,27,3,NA,1
411,Mopalia muscosa,chiton,1,672,Leptasterias aequalis,sea star,1,1,"375, 376",6,3,2
411,Mopalia muscosa,chiton,1,3012,Haematopus bachmani,bird,1,1,"383, 375, 376","3, 6",1,1
411,Mopalia muscosa,chiton,1,3019,Larus glaucescens,bird,1,1,"375, 376, 385","6, 6",2,1
412,Mopalia ciliata,chiton,1,148,Leptasterias pusilla,sea star,1,1,"375, 376",6,3,2
412,Mopalia ciliata,chiton,1,149,Leptasterias hexactis,sea star,1,1,"375, 376",6,3,2
412,Mopalia ciliata,chiton,1,672,Leptasterias aequalis,sea star,1,1,"375, 376",6,3,2
412,Mopalia ciliata,chiton,1,3012,Haematopus bachmani,bird,1,1,"375, 376",6,3,2
412,Mopalia ciliata,chiton,1,3019,Larus glaucescens,bird,1,1,"375, 376, 385","6, 6",2,1
413,Mopalia hindsii,chiton,1,148,Leptasterias pusilla,sea star,1,1,"375, 376",6,3,2
413,Mopalia hindsii,chiton,1,149,Leptasterias hexactis,sea star,1,1,"375, 376",6,3,2
413,Mopalia hindsii,chiton,1,662,Nexilis epichitonius,flatworm,1,9,MAH,3,NA,1
413,Mopalia hindsii,chiton,1,672,Leptasterias aequalis,sea star,1,1,"375, 376",6,3,2
413,Mopalia hindsii,chiton,1,3012,Haematopus bachmani,bird,1,1,"375, 376",6,3,2
413,Mopalia hindsii,chiton,1,3019,Larus glaucescens,bird,1,1,"375, 376, 385","6, 6",2,1
414,Mopalia lignosa,chiton,1,148,Leptasterias pusilla,sea star,1,1,"375, 376",6,3,2
414,Mopalia lignosa,chiton,1,149,Leptasterias hexactis,sea star,1,1,"319, 375, 376","3, 6",2,2
414,Mopalia lignosa,chiton,1,672,Leptasterias aequalis,sea star,1,1,"375, 376",6,3,2
414,Mopalia lignosa,chiton,1,3012,Haematopus bachmani,bird,1,1,"375, 376",6,3,2
414,Mopalia lignosa,chiton,1,3019,Larus glaucescens,bird,1,1,"375, 376, 385","6, 6",2,1
416,Katharina tunicata,chiton,1,143,Dermasterias imbricata,sea star,1,1,"375, 376",3,2,2
416,Katharina tunicata,chiton,1,148,Leptasterias pusilla,sea star,1,1,"375, 376",6,3,2
416,Katharina tunicata,chiton,1,149,Leptasterias hexactis,sea star,1,1,"375, 376",6,3,2
416,Katharina tunicata,chiton,1,286,Lirabuccinum dirum,whelk,1,1,"MAH, Morris, Abbott, & Haderlie; Light & Smith","3, 3",NA,1
416,Katharina tunicata,chiton,1,672,Leptasterias aequalis,sea star,1,1,"375, 376",6,3,2
416,Katharina tunicata,chiton,1,712,Homo sapiens,human,1,1,"375, 376",3,2,2
416,Katharina tunicata,chiton,1,719,Enhydra lutris,mammal,1,1,"375, 376",3,2,2
416,Katharina tunicata,chiton,1,720,Evasterias troschelii,sea star,1,1,"319, 375, 376","3, 3",2,2
416,Katharina tunicata,chiton,1,3012,Haematopus bachmani,bird,1,1,"383, 375, 376","3, 3",1,1
416,Katharina tunicata,chiton,1,3019,Larus glaucescens,bird,1,1,"375, 376, 385","3, 3",2,1
417,Cryptochiton stelleri,chiton,1,16,Oligocottus maculosus,fish,1,1,"375, 376",3,2,2
417,Cryptochiton stelleri,chiton,1,278,Paciocinebrina lurida,snail,1,1,"Morris, Abbott, & Haderlie",3,NA,1
417,Cryptochiton stelleri,chiton,1,278,Paciocinebrina lurida,snail,1,3,MAH,3,NA,1
417,Cryptochiton stelleri,chiton,1,423,Arctonoe pulchra,scale worm,1,10,MAH,3,NA,1
417,Cryptochiton stelleri,chiton,1,424,Arctonoe vittata,scale worm,1,9,MAH,3,NA,1
417,Cryptochiton stelleri,chiton,1,565,Opisthopus transversus,true crab,1,9,MAH,3,NA,1
417,Cryptochiton stelleri,chiton,1,712,Homo sapiens,human,1,1,"375, 376",3,2,2
417,Cryptochiton stelleri,chiton,1,719,Enhydra lutris,mammal,1,1,"375, 376",3,2,2
417,Cryptochiton stelleri,chiton,1,2083,Clinocottus globiceps,fish,1,1,258,3,2,2
417,Cryptochiton stelleri,chiton,1,3008,Canis latrans,terrestrial mammal,1,30,374,"1, 3",1,1
417,Cryptochiton stelleri,chiton,1,3019,Larus glaucescens,bird,1,1,"375, 376",3,2,2
418,Octopus bimaculoides,octopus,1,418,Octopus bimaculoides,octopus,1,1,157,3,NA,1
418,Octopus bimaculoides,octopus,1,545,Loxorhynchus grandis,true crab,1,1,"Morris, Abbott, & Haderlie",6,NA,1
418,Octopus bimaculoides,octopus,1,665,Dicyema sullivani,rhombozoan,6,7,MAH,3,NA,1
418,Octopus bimaculoides,octopus,1,666,Dicyemennea californica,rhombozoan,6,7,MAH,3,NA,1
418,Octopus bimaculoides,octopus,1,694,Nybelinia sp.,cestode,4,6,PO,1,NA,6
418,Octopus bimaculoides,octopus,1,716,Aggregata polibraxiona,coccidian,6,6,169,3,NA,1
418,Octopus bimaculoides,octopus,1,1740,Dicyema acheroni,rhombozoan,1,6,Light & Smith,6,NA,1
418,Octopus bimaculoides,octopus,1,1741,Dicyema acciaccatum,rhombozoan,1,6,Light & Smith,6,NA,1
418,Octopus bimaculoides,octopus,1,1742,Dicyemennea abasi,rhombozoan,1,6,Light & Smith,6,NA,1
418,Octopus bimaculoides,octopus,1,1743,Dicyemennea abbreviata,rhombozoan,1,6,Light & Smith,6,NA,1
418,Octopus bimaculoides,octopus,1,2097,Scorpaenichthys marmoratus,fish,1,1,357,6,2,1
418,Octopus bimaculoides,octopus,1,2135,Pontobdella moorei,leech,1,7,"168, 171","3, 3",NA,1
419,Octopus rubescens,octopus,1,545,Loxorhynchus grandis,true crab,1,1,"Morris, Abbott, & Haderlie",6,NA,1
419,Octopus rubescens,octopus,1,667,Dicyemennea adscita,rhombozoan,6,7,MAH,3,NA,1
419,Octopus rubescens,octopus,1,668,Dicyema balamuthi,rhombozoan,6,7,MAH,3,NA,1
419,Octopus rubescens,octopus,1,669,Conocyema adminicula,rhombozoan,6,7,MAH,3,NA,1
419,Octopus rubescens,octopus,1,670,Dicyemennea brevicephala,rhombozoan,6,7,MAH,3,NA,1
419,Octopus rubescens,octopus,1,671,Dicyema apollyoni,rhombozoan,6,7,MAH,3,NA,1
419,Octopus rubescens,octopus,1,1740,Dicyema acheroni,rhombozoan,1,6,Light & Smith,6,NA,1
419,Octopus rubescens,octopus,1,1741,Dicyema acciaccatum,rhombozoan,1,6,Light & Smith,6,NA,1
419,Octopus rubescens,octopus,1,1742,Dicyemennea abasi,rhombozoan,1,6,Light & Smith,6,NA,1
419,Octopus rubescens,octopus,1,1743,Dicyemennea abbreviata,rhombozoan,1,6,Light & Smith,6,NA,1
419,Octopus rubescens,octopus,1,2072,Paralabrax nebulifer,fish,1,1,MAH,3,NA,1
419,Octopus rubescens,octopus,1,2097,Scorpaenichthys marmoratus,fish,1,1,357,6,2,1
419,Octopus rubescens,octopus,1,2098,Sebastes carnatus,fish,1,1,MAH,6,NA,1
419,Octopus rubescens,octopus,1,2099,Sebastes melanops,fish,1,1,MAH,6,NA,1
419,Octopus rubescens,octopus,1,2100,Sebastes miniatus,fish,1,1,MAH,6,NA,1
419,Octopus rubescens,octopus,1,3047,Urile penicillatus,bird,1,1,415,3,1,1
420,Enteroctopus dofleini,octopus,4,9,Triakis semifasciata,shark,1,1,"Morris, Abbott, & Haderlie; Light & Smith",3,1,1
420,Enteroctopus dofleini,octopus,4,420,Enteroctopus dofleini,octopus,4,1,"375, 376",3,2,2
420,Enteroctopus dofleini,octopus,4,605,Triakis semifasciata,shark,4,1,"Morris, Abbott, & Haderlie; Light & Smith",3,1,1
420,Enteroctopus dofleini,octopus,4,606,Triakis semifasciata,shark,3,1,"Morris, Abbott, & Haderlie; Light & Smith",3,1,1
420,Enteroctopus dofleini,octopus,4,712,Homo sapiens,human,1,1,"375, 376, Morris, Abbott, & Haderlie; Light & Smith","3, 3",1,1
420,Enteroctopus dofleini,octopus,4,719,Enhydra lutris,mammal,1,1,"375, 376, Morris, Abbott, & Haderlie; Light & Smith","3, 3",1,1
420,Enteroctopus dofleini,octopus,4,1745,Enteroctopus dofleini,octopus,1,1,"375, 376",3,2,2
420,Enteroctopus dofleini,octopus,4,1746,Enteroctopus dofleini,octopus,2,1,"375, 376",3,2,2
420,Enteroctopus dofleini,octopus,4,2097,Scorpaenichthys marmoratus,fish,1,1,357,6,2,1
420,Enteroctopus dofleini,octopus,4,3019,Larus glaucescens,bird,1,1,"375, 376",3,2,2
421,Octopus micropyrsus,octopus,1,545,Loxorhynchus grandis,true crab,1,1,"Morris, Abbott, & Haderlie, Morris, Abbott, & Haderlie","6, 6",NA,1
421,Octopus micropyrsus,octopus,1,1740,Dicyema acheroni,rhombozoan,1,6,"Light & Smith, Light & Smith","6, 6",NA,1
421,Octopus micropyrsus,octopus,1,1741,Dicyema acciaccatum,rhombozoan,1,6,"Light & Smith, Light & Smith","6, 6",NA,1
421,Octopus micropyrsus,octopus,1,1742,Dicyemennea abasi,rhombozoan,1,6,"Light & Smith, Light & Smith","6, 6",NA,1
421,Octopus micropyrsus,octopus,1,1743,Dicyemennea abbreviata,rhombozoan,1,6,"Light & Smith, Light & Smith","6, 6",NA,1
421,Octopus micropyrsus,octopus,1,2097,Scorpaenichthys marmoratus,fish,1,1,357,6,2,1
422,Arctonoe fragilis,scale worm,1,123,Emplectonema gracile,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,422,Arctonoe fragilis,scale worm,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,423,Arctonoe pulchra,scale worm,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,424,Arctonoe vittata,scale worm,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,425,Halosydna brevisetosa,scale worm,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,426,Harmothoe imbricata,scale worm,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1547,Lepidasthenia longicirrata,polychaete,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1548,Lepidonotus squamatus,polychaete,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1703,Euborlasia nigrocincta,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1704,Lineus bilineatus,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1705,Lineus flavescens,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1706,Lineus pictifrons,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1710,Lineus rubescens,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1711,Lineus torquatus,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1712,Micrura alaskensis,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1713,Micrura coei,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1714,Micrura olivaris,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1715,Micrura verrilli,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1717,Lineus sanguineus,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1723,Emplectonema buergeri,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,1724,Nemertopsis gracilis,nemertean,1,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,2388,Ophiuroidea,brittle star,6,1,"375, 376",6,3,2
422,Arctonoe fragilis,scale worm,1,2392,Hydrozoa,hydroid,6,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,123,Emplectonema gracile,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,422,Arctonoe fragilis,scale worm,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,423,Arctonoe pulchra,scale worm,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,424,Arctonoe vittata,scale worm,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,425,Halosydna brevisetosa,scale worm,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,426,Harmothoe imbricata,scale worm,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1547,Lepidasthenia longicirrata,polychaete,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1548,Lepidonotus squamatus,polychaete,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1703,Euborlasia nigrocincta,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1704,Lineus bilineatus,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1705,Lineus flavescens,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1706,Lineus pictifrons,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1710,Lineus rubescens,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1711,Lineus torquatus,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1712,Micrura alaskensis,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1713,Micrura coei,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1714,Micrura olivaris,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1715,Micrura verrilli,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1717,Lineus sanguineus,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1723,Emplectonema buergeri,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,1724,Nemertopsis gracilis,nemertean,1,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,2388,Ophiuroidea,brittle star,6,1,"375, 376",6,3,2
423,Arctonoe pulchra,scale worm,1,2392,Hydrozoa,hydroid,6,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,123,Emplectonema gracile,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,422,Arctonoe fragilis,scale worm,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,423,Arctonoe pulchra,scale worm,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,424,Arctonoe vittata,scale worm,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,425,Halosydna brevisetosa,scale worm,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,426,Harmothoe imbricata,scale worm,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1547,Lepidasthenia longicirrata,polychaete,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1548,Lepidonotus squamatus,polychaete,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1703,Euborlasia nigrocincta,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1704,Lineus bilineatus,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1705,Lineus flavescens,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1706,Lineus pictifrons,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1710,Lineus rubescens,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1711,Lineus torquatus,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1712,Micrura alaskensis,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1713,Micrura coei,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1714,Micrura olivaris,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1715,Micrura verrilli,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1717,Lineus sanguineus,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1723,Emplectonema buergeri,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,1724,Nemertopsis gracilis,nemertean,1,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,2388,Ophiuroidea,brittle star,6,1,"375, 376",6,3,2
424,Arctonoe vittata,scale worm,1,2392,Hydrozoa,hydroid,6,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,123,Emplectonema gracile,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,422,Arctonoe fragilis,scale worm,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,423,Arctonoe pulchra,scale worm,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,424,Arctonoe vittata,scale worm,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,425,Halosydna brevisetosa,scale worm,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,426,Harmothoe imbricata,scale worm,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,554,Cancer productus,true crab,4,1,202,3,NA,1
425,Halosydna brevisetosa,scale worm,1,555,Cancer productus,true crab,1,1,202,3,NA,1
425,Halosydna brevisetosa,scale worm,1,1547,Lepidasthenia longicirrata,polychaete,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1548,Lepidonotus squamatus,polychaete,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1703,Euborlasia nigrocincta,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1704,Lineus bilineatus,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1705,Lineus flavescens,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1706,Lineus pictifrons,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1710,Lineus rubescens,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1711,Lineus torquatus,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1712,Micrura alaskensis,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1713,Micrura coei,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1714,Micrura olivaris,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1715,Micrura verrilli,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1717,Lineus sanguineus,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1723,Emplectonema buergeri,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,1724,Nemertopsis gracilis,nemertean,1,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,2388,Ophiuroidea,brittle star,6,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,2392,Hydrozoa,hydroid,6,1,"375, 376",6,3,2
425,Halosydna brevisetosa,scale worm,1,3019,Larus glaucescens,bird,1,1,385,3,2,1
426,Harmothoe imbricata,scale worm,1,123,Emplectonema gracile,nemertean,1,1,"375, 376",6,3,2
426,Harmothoe imbricata,scale worm,1,422,Arctonoe fragilis,scale worm,1,1,"375, 376",6,3,2
426,Harmothoe imbricata,scale worm,1,423,Arctonoe pulchra,scale worm,1,1,"375, 376",6,3,2
426,Harmothoe imbricata,scale worm,1,424,Arctonoe vittata,scale worm,1,1,"375, 376",6,3,2
426,Harmothoe imbricata,scale worm,1,425,Halosydna brevisetosa,scale worm,1,1,"375, 376",6,3,2
426,Harmothoe imbricata,scale worm,1,426,Harmothoe imbricata,scale worm,1,1,"372, 375, 376","3, 6",2,1
426,Harmothoe imbricata,scale worm,1,554,Cancer productus,true crab,4,1,202,3,NA,1
426,Harmothoe imbricata,scale worm,1,555,Cancer productus,true crab,1,1,202,3,NA,1
426,Harmothoe imbricata,scale worm,1,1547,Lepidasthenia longicirrata,polychaete,1,1,"375, 376",6,3,2
426,Harmothoe imbricata,scale worm,1,1548,Lepidonotus squamatus,polychaete,1,1,"375, 376",6,3,2
426,Harmothoe imbricata,scale worm,1,1703,Euborlasia nigrocincta,nemertean,1,1,"375, 376",6,3,2
426,Harmothoe imbricata,scale worm,1,1704,Lineus bilineatus,nemertean,1,1,"375, 376",6,3,2
426,Harmothoe imbricata,scale worm,1,1705,Lineus flavescens,nemertean,1,1,"375, 376",6,3,2
