resourceNum,consumerNum,INITIALS,consumerName,consumerCat,consumerStage,resourceName,resourceCat,resourceStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed_interstitial,MorrisHaderlie,epibiota_consumed,notes,link.ID,date_added
771,1058,ZZ_coded,Ectinosoma paranormani,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,5920,22-Apr-24
771,1060,ZZ_coded,Halectinosoma kunzi,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,5927,22-Apr-24
771,1061,ZZ_coded,Halectinosoma longisetosum,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,5934,22-Apr-24
771,1062,ZZ_coded,Halectinosoma ornatum,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,5941,22-Apr-24
771,1063,ZZ_coded,Pseudobradya pulchera,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,5948,22-Apr-24
771,1069,ZZ_coded,Zaus aurelii,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,5990,22-Apr-24
771,1070,ZZ_coded,Zaus spinatus hopkinsi,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,5997,22-Apr-24
771,1071,ZZ_coded,Echinolaophonte briani,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6004,22-Apr-24
771,1072,ZZ_coded,Heterolaophonte discophora,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6011,22-Apr-24
771,1073,ZZ_coded,Heterolaophonte variabilis,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6018,22-Apr-24
771,1074,ZZ_coded,Laophonte acutirostris,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6025,22-Apr-24
771,1075,ZZ_coded,Laophonte cornuta,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6032,22-Apr-24
771,1076,ZZ_coded,Laophonte sp.,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6039,22-Apr-24
771,1077,ZZ_coded,Paralaophonte pacifica,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6046,22-Apr-24
771,1078,ZZ_coded,Paronychocamptus proprius,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6053,22-Apr-24
771,1079,ZZ_coded,Pseudonychocamptus paraproximus,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6060,22-Apr-24
771,1080,ZZ_coded,Pseudonychocamptus spinifer,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6067,22-Apr-24
771,1081,ZZ_coded,Quinquelaophonte longifurcata,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6074,22-Apr-24
771,1082,ZZ_coded,Amonardia normani,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6088,22-Apr-24
771,1083,ZZ_coded,Amonardia perturbata,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6095,22-Apr-24
771,1084,ZZ_coded,Amphiascoides lancisetiger,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6102,22-Apr-24
771,1085,ZZ_coded,Amphiascoides subdebilis,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6109,22-Apr-24
771,1086,ZZ_coded,Amphiascopsis cinctus,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6116,22-Apr-24
771,1087,ZZ_coded,Amphiascus minutus,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,middle,pools,NA,yes,NA,6123,22-Apr-24
771,1088,ZZ_coded,Amphiascus undosus,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6130,22-Apr-24
771,1089,ZZ_coded,Diosaccus spinatus,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6137,22-Apr-24
771,1090,ZZ_coded,Paramphiascopsis ekmani,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,middle,pools,NA,yes,NA,6144,22-Apr-24
771,1091,ZZ_coded,Typhlamphiascus pectinifer,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6151,22-Apr-24
771,1092,ZZ_coded,Typhlamphiascus unisetosus,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6158,22-Apr-24
771,1093,ZZ_coded,Normanella bolini,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6165,22-Apr-24
771,1094,ZZ_coded,Normanella confluens,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6172,22-Apr-24
771,1095,ZZ_coded,Apodopsyllus vermiculiformis,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6179,22-Apr-24
771,1096,ZZ_coded,Scottopsyllus pararobertsoni,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6186,22-Apr-24
771,1097,ZZ_coded,Parastenhelia spinosa,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6193,22-Apr-24
771,1098,ZZ_coded,Alteutha langi,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6200,22-Apr-24
771,1099,ZZ_coded,Alteuthella sp.,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6207,22-Apr-24
771,1101,ZZ_coded,Eupelte setacauda,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6214,22-Apr-24
771,1100,ZZ_coded,Eupelte simile,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6221,22-Apr-24
771,1102,ZZ_coded,Peltidium sp.,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6228,22-Apr-24
771,1103,ZZ_coded,Porcellidium fimbriatum,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6235,22-Apr-24
771,1104,ZZ_coded,Porcellidium viride,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6242,22-Apr-24
771,1053,ZZ_coded,Danielssenia reducta,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6249,22-Apr-24
771,1052,ZZ_coded,Danielssenia typica,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6256,22-Apr-24
771,1106,ZZ_coded,Idomene purpurocincta,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6263,22-Apr-24
771,1108,ZZ_coded,Phyllopodopsyllus borutskyi,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6270,22-Apr-24
771,1107,ZZ_coded,Phyllopodopsyllus parabradyi,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6277,22-Apr-24
771,1109,ZZ_coded,Eudactylopus latipes,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6284,22-Apr-24
771,1112,ZZ_coded,Phyllothalestris mysis,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6305,22-Apr-24
771,1113,ZZ_coded,Rhynchothalestris helgolandica,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6312,22-Apr-24
771,1114,ZZ_coded,Scutellidium arthuri,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6319,22-Apr-24
771,1115,ZZ_coded,Scutellidium hippolytes,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6326,22-Apr-24
771,1116,ZZ_coded,Tisbe furcata,copepod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6333,22-Apr-24
771,780,ZZ_coded,Barentsia conferta,entoproct,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low tidepools,pools,NA,yes,NA,6340,22-Apr-24
771,781,ZZ_coded,Barentsia discreta,entoproct,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6347,22-Apr-24
771,782,ZZ_coded,Barentsia parva,entoproct,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6354,22-Apr-24
771,777,ZZ_coded,Loxosomella sp.,entoproct,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6368,22-Apr-24
771,778,ZZ_coded,Pedicellina newberryi,entoproct,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6382,22-Apr-24
771,1280,ZZ_coded,Cheiriphotis megacheles,gammarid,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6410,22-Apr-24
771,1281,ZZ_coded,Gammaropsis barnardi,gammarid,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6417,22-Apr-24
771,1282,ZZ_coded,Gammaropsis effrena,gammarid,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6424,22-Apr-24
771,1283,ZZ_coded,Gammaropsis martesia,gammarid,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6431,22-Apr-24
771,1284,ZZ_coded,Gammaropsis shoemakeri,gammarid,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6438,22-Apr-24
771,1285,ZZ_coded,Gammaropsis spinosa,gammarid,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6445,22-Apr-24
771,1287,ZZ_coded,Photis californica,gammarid,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6459,22-Apr-24
771,1288,ZZ_coded,Photis conchicola,gammarid,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6466,22-Apr-24
771,1105,ZZ_coded,Dactylopodola,gastrotrich,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6473,22-Apr-24
771,963,ZZ_coded,Clytia hemisphaerica,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6522,22-Apr-24
771,943,ZZ_coded,Calycella syringa,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6543,22-Apr-24
771,919,ZZ_coded,Cladonema myersi,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6550,22-Apr-24
771,923,ZZ_coded,Dipurena bicircella,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6571,22-Apr-24
771,944,ZZ_coded,Eutonina indicans,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6585,22-Apr-24
771,930,ZZ_coded,Hydrocoryne bodegensis,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6613,22-Apr-24
771,948,ZZ_coded,Filellum serpens,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6620,22-Apr-24
771,949,ZZ_coded,Lafoea dumosa,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6627,22-Apr-24
771,912,ZZ_coded,Leuckartiara octona,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6634,22-Apr-24
771,954,ZZ_coded,Abietinaria filicula,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6676,22-Apr-24
771,955,ZZ_coded,Abietinaria greenei,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6683,22-Apr-24
771,956,ZZ_coded,Abietinaria inconstans,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6690,22-Apr-24
771,957,ZZ_coded,Dynamena disticha,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6697,22-Apr-24
771,958,ZZ_coded,Salacia desmoides,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,6704,22-Apr-24
771,960,ZZ_coded,Symplectoscyphus erectus,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6725,22-Apr-24
771,961,ZZ_coded,Symplectoscyphus tricuspidatus,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,middle to low,pools,NA,yes,NA,6732,22-Apr-24
771,933,ZZ_coded,Hybocodon prolifer,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6753,22-Apr-24
771,936,ZZ_coded,Zanclea bomala,hydroid,5,Viruses,microorganism,6,1,4,4,NA,NA,NA,NA,pools,NA,yes,NA,6767,22-Apr-24
771,1958,ZZ_coded,Modiolus capax,mussel,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6802,22-Apr-24
771,983,ZZ_coded,Thrombophyton trachydermum,octocoral,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6872,22-Apr-24
771,980,ZZ_coded,Telesto sp.,octocoral,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6879,22-Apr-24
771,1021,ZZ_coded,Cypria reptans,ostracod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,high,pools,NA,yes,NA,6886,22-Apr-24
771,1020,ZZ_coded,Cypridopsis vidua,ostracod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,high,pools,NA,yes,NA,6893,22-Apr-24
771,1022,ZZ_coded,Heterocypris salina,ostracod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6900,22-Apr-24
771,1023,ZZ_coded,Sarscypridopsis aculeata,ostracod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6907,22-Apr-24
771,1024,ZZ_coded,Cythere alveolivalva,ostracod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6914,22-Apr-24
771,1025,ZZ_coded,Cythere sp.,ostracod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6921,22-Apr-24
771,1026,ZZ_coded,Ambostracon glaucum,ostracod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6928,22-Apr-24
771,1027,ZZ_coded,Aurila lincolnensis,ostracod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6935,22-Apr-24
771,1028,ZZ_coded,Aurila montereyensis,ostracod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6942,22-Apr-24
771,1029,ZZ_coded,Radimella aurita,ostracod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6949,22-Apr-24
771,1030,ZZ_coded,Acetabulastoma californica,ostracod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6956,22-Apr-24
771,1031,ZZ_coded,Xestoleberis hopkinsi,ostracod,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6963,22-Apr-24
771,772,ZZ_coded,Phoronis architecta,phoronid,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,NA,pools,NA,yes,NA,6970,22-Apr-24
771,774,ZZ_coded,Phoronis vancouverensis,phoronid,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6977,22-Apr-24
771,775,ZZ_coded,Phoronopsis californica,phoronid,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6984,22-Apr-24
771,920,ZZ_coded,Cladonema myersi,plankton,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7005,22-Apr-24
771,922,ZZ_coded,Coryne eximia,plankton,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7012,22-Apr-24
771,926,ZZ_coded,Coryne sp.,plankton,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7019,22-Apr-24
771,924,ZZ_coded,Dipurena bicircella,plankton,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7026,22-Apr-24
771,945,ZZ_coded,Eutonina indicans,plankton,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7047,22-Apr-24
771,929,ZZ_coded,Halimedusa typus,plankton,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7061,22-Apr-24
771,931,ZZ_coded,Hydrocoryne bodegensis,plankton,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7068,22-Apr-24
771,950,ZZ_coded,Mitrocoma cellularia,plankton,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7075,22-Apr-24
771,914,ZZ_coded,Proboscidactyla circumsabella,plankton,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7096,22-Apr-24
771,918,ZZ_coded,Rathkea octopunctata,plankton,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7110,22-Apr-24
771,934,ZZ_coded,Hybocodon prolifer,plankton,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7117,22-Apr-24
771,937,ZZ_coded,Zanclea bomala,plankton,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7124,22-Apr-24
771,1676,ZZ_coded,Novafabricia brunnea,polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7138,22-Apr-24
771,1671,ZZ_coded,Amphicorina gracilis,polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7152,22-Apr-24
771,1672,ZZ_coded,Chone minuta,polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7159,22-Apr-24
771,1673,ZZ_coded,Demonax medius,polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7166,22-Apr-24
771,1679,ZZ_coded,Pseudopotamilla socialis,polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7194,22-Apr-24
771,1680,ZZ_coded,Schizobranchia insignis,polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7208,22-Apr-24
771,447,ZZ_coded,Janua brasiliensis,polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,middle to low,pools,NA,yes,NA,7215,22-Apr-24
771,444,ZZ_coded,Serpula columbiana,polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7222,22-Apr-24
771,446,ZZ_coded,Spirorbids,polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,middle to low,pools,NA,yes,NA,7229,22-Apr-24
771,1963,ZZ_coded,Leptopecten latiauratus,scallop,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7243,22-Apr-24
771,1814,ZZ_coded,Crepidula fornicata,slipper limpet,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7257,22-Apr-24
771,1816,ZZ_coded,Crepidula norrisiarum,slipper limpet,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7264,22-Apr-24
771,1815,ZZ_coded,Crepidula plana,slipper limpet,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7271,22-Apr-24
771,264,ZZ_coded,Crepipatella lingulata,slipper snail,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7278,22-Apr-24
771,1685,ZZ_coded,Bushiella abnormis,spirorbid polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7285,22-Apr-24
771,1686,ZZ_coded,Circeis armoricana,spirorbid polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7292,22-Apr-24
771,1681,ZZ_coded,Crucigera zygophora,spirorbid polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7299,22-Apr-24
771,1682,ZZ_coded,Hydroides gracilis,spirorbid polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7306,22-Apr-24
771,1687,ZZ_coded,Neodexiospira pseudocorrugata,spirorbid polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7313,22-Apr-24
771,1688,ZZ_coded,Paradexiospira vitrea,spirorbid polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7320,22-Apr-24
771,1689,ZZ_coded,Pileolaria lateralis,spirorbid polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7327,22-Apr-24
771,1690,ZZ_coded,Pileolaria marginata,spirorbid polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7334,22-Apr-24
771,445,ZZ_coded,Salmacina tribranchiata,spirorbid polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,middle to low,pools,NA,yes,NA,7348,22-Apr-24
771,1692,ZZ_coded,Simplaria potswaldi,spirorbid polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7355,22-Apr-24
771,1693,ZZ_coded,Simplaria pseudomilitaris,spirorbid polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7362,22-Apr-24
771,1684,ZZ_coded,Vermiliopsis multiannulata,spirorbid polychaete,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7383,22-Apr-24
771,73,ZZ_coded,Iophon rayae,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,7390,22-Apr-24
771,80,ZZ_coded,Stelletta clarella,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,NA,pools,NA,yes,NA,7397,22-Apr-24
771,59,ZZ_coded,Clathrina sp.,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,7418,22-Apr-24
771,32,ZZ_coded,Forcepia hartmani,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7432,22-Apr-24
771,68,ZZ_coded,Geodia hentscheli,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,NA,pools,NA,yes,NA,7460,22-Apr-24
771,49,ZZ_coded,Hymeniacidon actites,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7481,22-Apr-24
771,50,ZZ_coded,Hymeniacidon ungodon,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7488,22-Apr-24
771,36,ZZ_coded,Plocamionida lyoni,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,middle to low,pools,NA,yes,NA,7516,22-Apr-24
771,75,ZZ_coded,Leucosolenia eleanor,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,NA,pools,NA,yes,NA,7523,22-Apr-24
771,20,ZZ_coded,Antho illgi,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7537,22-Apr-24
771,26,ZZ_coded,Clathria microjoanna,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,7586,22-Apr-24
771,29,ZZ_coded,Clathria spongigartina,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,7614,22-Apr-24
771,39,ZZ_coded,Plocamiancora igzo,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,7621,22-Apr-24
771,53,ZZ_coded,Neopetrosia vanilla,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7642,22-Apr-24
771,54,ZZ_coded,Xestospongia dubia,sponge,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,7649,22-Apr-24
771,901,ZZ_coded,Distaplia smithi,tunicate,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7712,22-Apr-24
771,224,ZZ_coded,Molgula verrucifera,tunicate,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7719,22-Apr-24
771,188,ZZ_coded,Perophora annectens,tunicate,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,"middle, low",pools,NA,yes,NA,7726,22-Apr-24
771,903,ZZ_coded,Synoicum pellucidum,tunicate,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7775,22-Apr-24
771,906,ZZ_coded,Botryllus tuberatus,tunicate,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7803,22-Apr-24
771,907,ZZ_coded,Dendrodoa abbotti,tunicate,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7810,22-Apr-24
771,218,ZZ_coded,Styela clava,tunicate,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7824,22-Apr-24
771,219,ZZ_coded,Styela truncata,tunicate,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7838,22-Apr-24
771,1016,ZZ_coded,Evadne nordmanni,water flea,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7845,22-Apr-24
771,1015,ZZ_coded,Evadne spinifera,water flea,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7852,22-Apr-24
771,1018,ZZ_coded,Pleopis polyphemoides,water flea,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7859,22-Apr-24
771,1019,ZZ_coded,Pseudevadne tergestina,water flea,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7866,22-Apr-24
771,1017,ZZ_coded,Penilia avirostris,water flea,1,Viruses,microorganism,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7873,22-Apr-24
