resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,habitat,MorrisHaderlie,epibiota_consumed,notes,link.ID
3,Hypsoblennius gilberti,fish,1,2152,Ceratomyxa blennius,myxozoan,1,6,1,3,1,205,Oregon;California,all,pools,no,NA,NA,2134
3,Hypsoblennius gilberti,fish,1,2152,Ceratomyxa blennius,myxozoan,1,6,1,3,1,205,Pacific coast of Baja California,all,pools,no,NA,NA,2134
3,Hypsoblennius gilberti,fish,1,2152,Ceratomyxa blennius,myxozoan,1,6,2,3,1,205,Sea of Japan,all,pools,no,NA,NA,2134
3,Hypsoblennius gilberti,fish,1,2152,Ceratomyxa blennius,myxozoan,1,6,1,3,1,205,Southern California,all,pools,no,NA,NA,2134
3,Hypsoblennius gilberti,fish,1,2152,Ceratomyxa blennius,myxozoan,1,6,2,3,1,205,USSR,all,pools,no,NA,NA,2134
3,Hypsoblennius gilberti,fish,1,2152,Ceratomyxa blennius,myxozoan,1,6,2,3,1,205,USSR Pacific,all,pools,no,NA,NA,2134
3,Hypsoblennius gilberti,fish,1,2152,Ceratomyxa blennius,myxozoan,1,6,2,3,1,205,Washington,all,pools,no,NA,NA,2134
3,Hypsoblennius gilberti,fish,1,2152,Ceratomyxa blennius,myxozoan,1,6,2,3,1,205,"Washington, British Columbia",all,pools,no,NA,NA,2134
3,Hypsoblennius gilberti,fish,1,2152,Ceratomyxa blennius,myxozoan,1,6,2,3,1,205,Washington;Oregon,all,pools,no,NA,NA,2134
3,Hypsoblennius gilberti,fish,1,2152,Ceratomyxa blennius,myxozoan,1,6,2,3,1,205,Northeast Pacific,all,pools,no,NA,NA,2134
3,Hypsoblennius gilberti,fish,1,3043,Egretta thula,bird,1,1,2,6,1,393,"Tampa Bay, FL",all,pools,no,y,NA,19743
3,Hypsoblennius gilberti,fish,1,3043,Egretta thula,bird,1,1,3,6,2,393,"Florida;Tampa Bay, FL",all,pools,n,y,"as ""fish spp.""",18998
3,Hypsoblennius gilberti,fish,1,3017,Larus argentatus,bird,1,1,4,"4, 5",1,414,"Mandarte Island, BC",all,pools,n,y,NA,11679
3,Hypsoblennius gilberti,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,"California;Alcatraz Island, CA",all,pools,n,y,"""fish""",19061
3,Hypsoblennius gilberti,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,"California;East Anacapa Island, CA",all,pools,n,y,"""fish""",19061
3,Hypsoblennius gilberti,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,"California;Moss Landing, CA",all,pools,n,y,"""fish""",19061
3,Hypsoblennius gilberti,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,"California;Southeast Farallon Islands, CA",all,pools,n,y,"""fish""",19061
3,Hypsoblennius gilberti,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,"California;Santa Barbara Island, CA",all,pools,n,y,"""fish""",19061
109,Corynactis californica,anemone,1,143,Dermasterias imbricata,sea star,1,1,1,3,1,14,"Monterey Coast Guard Breakwater, CA;Stillwater Cove, Carmel Bay, CA",low,pools,no,NA,NA,1777
109,Corynactis californica,anemone,1,232,Calliostoma ligatum,snail,1,3,1,3,1,274,NE Pacific,low,both,NA,yes,NA,3963
109,Corynactis californica,anemone,1,358,Aeolidia loui,nudibranch,1,3,1,3,1,162,California;California,all,pools,NA,NA,NA,701
109,Corynactis californica,anemone,1,359,Anteaeolidiella oliviae,nudibranch,1,3,2,3,1,436,,low,pools,y,yes,not sure if micropredator or not,761
109,Corynactis californica,anemone,1,230,Calliostoma annulatum,snail,1,3,1,3,1,274,NE Pacific,low,both,NA,yes,NA,3960
109,Corynactis californica,anemone,1,230,Calliostoma annulatum,snail,1,1,2,3,1,436,,all,both,NA,NA,NA,314
109,Corynactis californica,anemone,1,230,Calliostoma annulatum,snail,1,1,2,3,1,436; 435,,low,both,yes,NA,NA,2368
109,Corynactis californica,anemone,1,231,Calliostoma canaliculatum,snail,1,3,1,3,1,274,NE Pacific,very low,both,NA,yes,NA,3961
109,Corynactis californica,anemone,1,233,Calliostoma gemmulatum,snail,1,3,1,3,1,274,NE Pacific,low,both,NA,yes,NA,3962
109,Corynactis californica,anemone,1,1955,Aeolidiella oliviae,nudibranch,1,3,2,3,1,435,,all,pools,no,NA,NA,2559
146,Solaster dawsoni,sea star,1,146,Solaster dawsoni,sea star,1,1,2,3,2,"375, 376",Sanak Archipelago,low,pools,no,y,NA,13219
146,Solaster dawsoni,sea star,1,143,Dermasterias imbricata,sea star,1,9,1,3,1,17,"Bodega Marine Lab, CA",all,pools,NA,NA,NA,57
146,Solaster dawsoni,sea star,1,422,Arctonoe fragilis,scale worm,1,10,2,3,1,436,,low,both,y,NA,NA,864
146,Solaster dawsoni,sea star,1,424,Arctonoe vittata,scale worm,1,9,2,3,1,41,North America,all,both,NA,NA,NA,92
150,Pisaster ochraceus,sea star,1,3019,Larus glaucescens,bird,1,1,2,3,1,385,"Tatoosh Island, WA",middle,both,no,y,NA,19292
150,Pisaster ochraceus,sea star,1,3019,Larus glaucescens,bird,1,1,2,3,1,392,"Kopachuck State Park, WA",middle,both,no,y,NA,19261
150,Pisaster ochraceus,sea star,1,422,Arctonoe fragilis,scale worm,1,10,2,3,1,436,,low,both,y,NA,NA,865
150,Pisaster ochraceus,sea star,1,147,Astrometis sertulifera,sea star,1,1,1,3,1,17,"Bodega Marine Lab, CA",all,pools,NA,NA,NA,85
150,Pisaster ochraceus,sea star,1,582,Orchitophrya stellarum,ciliate,6,6,2,3,1,24,"Bamfield Marine Sciences Centre, Vancouver Island, British Columbia, Canada",middle,both,no,NA,NA,1780
150,Pisaster ochraceus,sea star,1,582,Orchitophrya stellarum,ciliate,6,6,2,3,1,25,"British Columbia, Canada",middle,both,no,NA,NA,1781
150,Pisaster ochraceus,sea star,1,582,Orchitophrya stellarum,ciliate,6,6,2,3,1,26,"Bamfield Marine Sciences Centre, Vancouver Island, British Columbia, Canada",middle,both,no,NA,NA,1782
150,Pisaster ochraceus,sea star,1,582,Orchitophrya stellarum,ciliate,6,6,2,3,1,29,Eastern Pacific,middle,both,no,NA,NA,1783
150,Pisaster ochraceus,sea star,1,582,Orchitophrya stellarum,ciliate,6,4,2,3,1,24/25/26/29/37,,all,both,NA,NA,NA,64
150,Pisaster ochraceus,sea star,1,2371,Aplanochytrium blankum,microorganism,1,5,2,3,1,34,"Bamfield Marine Sciences Centre, Vancouver Island, British Columbia, Canada",all,both,no,no,NA,83
150,Pisaster ochraceus,sea star,1,2371,Aplanochytrium blankum,microorganism,1,5,1,3,1,35,"Burrard Inlet, British Columbia",low,both,NA,no,sapronotic,3912
150,Pisaster ochraceus,sea star,1,2372,Oblongichytrium porteri,microorganism,1,5,2,3,1,34,"Bamfield Marine Sciences Centre, Vancouver Island, British Columbia, Canada",all,both,no,no,NA,84
150,Pisaster ochraceus,sea star,1,2372,Oblongichytrium porteri,microorganism,1,5,1,3,1,36,,low,both,NA,no,sapronotic,3913
150,Pisaster ochraceus,sea star,1,2370,Stellarchytrium dubum,microorganism,1,5,1,3,1,34,"Bamfield Marine Sciences Centre, Vancouver Island, British Columbia, Canada",low,both,NA,no,sapronotic,3911
153,Pisaster brevispinus,sea star,1,147,Astrometis sertulifera,sea star,1,1,1,3,1,17,"Bodega Marine Lab, CA",all,pools,NA,NA,NA,86
156,Eupentacta quinquesemita,cucumber,1,146,Solaster dawsoni,sea star,1,1,3,6,2,"375, 376",Sanak Archipelago,low,pools,no,y,NA,13228
156,Eupentacta quinquesemita,cucumber,1,146,Solaster dawsoni,sea star,1,1,2,3,1,436; 435,,low,pools,yes,NA,NA,2351
156,Eupentacta quinquesemita,cucumber,1,149,Leptasterias hexactis,sea star,1,1,2,3,1,436,,all,pools,y,NA,NA,148
156,Eupentacta quinquesemita,cucumber,1,149,Leptasterias hexactis,sea star,1,1,3,6,2,"375, 376",Sanak Archipelago,low,pools,no,y,NA,13318
156,Eupentacta quinquesemita,cucumber,1,149,Leptasterias hexactis,sea star,1,1,1,3,1,436; 435,California,middle,pools,y,y,NA,20607
156,Eupentacta quinquesemita,cucumber,1,143,Dermasterias imbricata,sea star,1,1,2,3,1,18,"Victoria, BC Canada",low,pools,no,NA,NA,1778
156,Eupentacta quinquesemita,cucumber,1,143,Dermasterias imbricata,sea star,1,1,3,6,2,"375, 376",Sanak Archipelago,low,pools,no,y,NA,13244
156,Eupentacta quinquesemita,cucumber,1,672,Leptasterias aequalis,sea star,1,1,3,6,2,"375, 376",Sanak Archipelago,low,pools,no,y,NA,13319
156,Eupentacta quinquesemita,cucumber,1,1980,Solaster stimpsoni,sea star,1,1,3,6,1,318; 319,"San Juan Islands, WA",low,pools,n,y,NA,10270
156,Eupentacta quinquesemita,cucumber,1,1980,Solaster stimpsoni,sea star,1,1,3,6,2,"375, 376",Sanak Archipelago,low,pools,no,y,NA,13235
156,Eupentacta quinquesemita,cucumber,1,148,Leptasterias pusilla,sea star,1,1,3,6,2,"375, 376",Sanak Archipelago,low,pools,no,y,NA,13317
157,Pachythyone rubra,cucumber,1,143,Dermasterias imbricata,sea star,1,1,2,3,1,18,"Victoria, BC Canada",all,pools,NA,NA,NA,58
795,Tubulipora aliciae,bryozoan,1,145,Henricia leviuscula,sea star,1,3,2,6,1,20,"Naples Reef, Santa Barbara, CA;Santa Cruz Island, CA;Santa Catalina Island, CA;Santa Barbara, CA;San Mateo, CA;San Onofre, CA",low,pools,NA,y,NA,59
795,Tubulipora aliciae,bryozoan,1,428,Oxydromus pugettensis,polychaete,1,3,2,6,1,20,"Naples Reef, Santa Barbara, CA;Santa Cruz Island, CA;Santa Catalina Island, CA;Santa Barbara, CA;San Mateo, CA;San Onofre, CA",low,pools,y,y,copied from Patiria diet reports,881
796,Tubulipora pacifica,bryozoan,1,145,Henricia leviuscula,sea star,1,3,2,6,1,20,"Naples Reef, Santa Barbara, CA;Santa Cruz Island, CA;Santa Catalina Island, CA;Santa Barbara, CA;San Mateo, CA;San Onofre, CA",low,pools,NA,y,NA,10145
796,Tubulipora pacifica,bryozoan,1,428,Oxydromus pugettensis,polychaete,1,3,2,6,1,20,"Naples Reef, Santa Barbara, CA;Santa Cruz Island, CA;Santa Catalina Island, CA;Santa Barbara, CA;San Mateo, CA;San Onofre, CA",low,pools,y,y,copied from Patiria diet reports,10172
797,Tubulipora tuba,bryozoan,1,145,Henricia leviuscula,sea star,1,3,2,6,1,20,"Naples Reef, Santa Barbara, CA;Santa Cruz Island, CA;Santa Catalina Island, CA;Santa Barbara, CA;San Mateo, CA;San Onofre, CA",low,pools,NA,y,NA,10146
797,Tubulipora tuba,bryozoan,1,428,Oxydromus pugettensis,polychaete,1,3,2,6,1,20,"Naples Reef, Santa Barbara, CA;Santa Cruz Island, CA;Santa Catalina Island, CA;Santa Barbara, CA;San Mateo, CA;San Onofre, CA",low,pools,y,y,copied from Patiria diet reports,10173
2294,Bryopsis corticulans,green algae,1,1986,Ophionereis diabloensis,brittle star,1,3,4,10,2,310,"Sao Paolo, Brazil",low,pools,NA,yes,NA,4288
2294,Bryopsis corticulans,green algae,1,1987,Ophionereis diabloensis,brittle star,4,3,4,10,2,310,"Sao Paolo, Brazil",low,pools,NA,yes,NA,4319
2294,Bryopsis corticulans,green algae,1,145,Henricia leviuscula,sea star,1,3,2,3,1,23,"San Nicolas Island, CA",low,pools,NA,y,NA,62
2294,Bryopsis corticulans,green algae,1,428,Oxydromus pugettensis,polychaete,1,3,2,6,1,23,"San Nicolas Island, CA",low,pools,y,y,"copied from Patiria diet reports, Chlorophyta algae",883
2294,Bryopsis corticulans,green algae,1,305,Placida dendritica,nudibranch,1,3,2,3,1,435,,low,pools,NA,no,NA,2615
645,Alaria marginata,brown algae,1,493,Idotea urotoma,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17270
645,Alaria marginata,brown algae,1,490,Pentidotea wosnesenskii,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17267
645,Alaria marginata,brown algae,1,1253,Pentidotea resecata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17278
645,Alaria marginata,brown algae,1,489,Pentidotea aculeata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17266
645,Alaria marginata,brown algae,1,540,Pugettia gracilis,true crab,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17838
645,Alaria marginata,brown algae,1,495,Colidotea rostrata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17272
645,Alaria marginata,brown algae,1,232,Calliostoma ligatum,snail,1,3,2,6,1,274,NE Pacific,low,both,NA,yes,NA,3995
645,Alaria marginata,brown algae,1,417,Cryptochiton stelleri,chiton,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17094
645,Alaria marginata,brown algae,1,491,Idotea montereyensis,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17268
645,Alaria marginata,brown algae,1,416,Katharina tunicata,chiton,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17020
645,Alaria marginata,brown algae,1,246,Lacuna marmorata,snail,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,16878
645,Alaria marginata,brown algae,1,1799,Lacuna unifasciata,snail,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,16880
645,Alaria marginata,brown algae,1,1256,Synidotea berolzheimeri,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17281
645,Alaria marginata,brown algae,1,1257,Synidotea consolidata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17282
645,Alaria marginata,brown algae,1,1258,Synidotea harfordi,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17283
645,Alaria marginata,brown algae,1,1259,Synidotea pettiboneae,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17284
645,Alaria marginata,brown algae,1,1260,Synidotea ritteri,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17285
645,Alaria marginata,brown algae,1,1252,Idotea ochotensis,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17277
645,Alaria marginata,brown algae,1,1254,Idotea rufescens,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17279
645,Alaria marginata,brown algae,1,488,Idotea stenops,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17265
645,Alaria marginata,brown algae,1,488,Idotea stenops,isopod,1,3,3,6; 10,1,436; 435,,middle,pools,NA,yes,NA,4089
645,Alaria marginata,brown algae,1,539,Pugettia producta,true crab,4,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17837
645,Alaria marginata,brown algae,1,992,Pugettia producta,true crab,2,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17841
645,Alaria marginata,brown algae,1,541,Pugettia richii,true crab,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17839
645,Alaria marginata,brown algae,1,542,Pugettia dalli,true crab,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17840
645,Alaria marginata,brown algae,1,1299,Peramphithoe humeralis,gammarid,1,28,2,3,1,259,"Tatoosh Island, WA",low,pools,no,no,NA,2585
645,Alaria marginata,brown algae,1,1300,Peramphithoe humeralis,gammarid,3,28,2,3,1,259,"Tatoosh Island, WA",low,pools,no,no,NA,2586
645,Alaria marginata,brown algae,1,1322,Carinonajna barnardi,gammarid,1,28,2,3,1,259,"Tatoosh Island, WA",low,pools,no,no,NA,2583
645,Alaria marginata,brown algae,1,1324,Carinonajna bispinosa,gammarid,1,28,2,3,1,259,"Tatoosh Island, WA",low,pools,no,no,NA,2584
645,Alaria marginata,brown algae,1,1249,Colidotea findleyi,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17274
645,Alaria marginata,brown algae,1,1250,Erichsonella crenulata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17275
645,Alaria marginata,brown algae,1,1251,Erichsonella pseudoculata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17276
645,Alaria marginata,brown algae,1,1255,Pentidotea schmitti,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17280
645,Alaria marginata,brown algae,1,492,Pentidotea kirchanskii,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17269
645,Alaria marginata,brown algae,1,507,Alpheus clamator,shrimp,1,3,4,6,2,432,lab,low,pools,n,y,NA,20321
645,Alaria marginata,brown algae,1,196,Acmaea mitra,limpet,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,16839
645,Alaria marginata,brown algae,1,1790,Lirularia succincta,snail,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,16847
645,Alaria marginata,brown algae,1,145,Henricia leviuscula,sea star,1,3,2,6,1,23,"San Nicolas Island, CA",low,pools,NA,y,"expanded from ""phaeophyta""",61
645,Alaria marginata,brown algae,1,428,Oxydromus pugettensis,polychaete,1,3,2,6,1,23,"San Nicolas Island, CA",low,pools,y,y,"copied from Patiria diet reports, Phaeophyta algae",884
645,Alaria marginata,brown algae,1,230,Calliostoma annulatum,snail,1,3,2,6,1,274,NE Pacific,low,both,NA,yes,NA,3965
645,Alaria marginata,brown algae,1,231,Calliostoma canaliculatum,snail,1,3,2,6,1,274,NE Pacific,low,both,NA,yes,NA,3980
645,Alaria marginata,brown algae,1,712,Homo sapiens,human,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,14683
645,Alaria marginata,brown algae,1,241,Tegula montereyi,snail,1,3,4,6,1,436; 435,,low,both,NA,yes,NA,4194
2307,Chaetomorpha sp.,green algae,1,493,Idotea urotoma,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17449
2307,Chaetomorpha sp.,green algae,1,490,Pentidotea wosnesenskii,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17440
2307,Chaetomorpha sp.,green algae,1,1253,Pentidotea resecata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17473
2307,Chaetomorpha sp.,green algae,1,489,Pentidotea aculeata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17437
2307,Chaetomorpha sp.,green algae,1,495,Colidotea rostrata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17455
2307,Chaetomorpha sp.,green algae,1,199,Lottia digitalis,limpet,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,15267
2307,Chaetomorpha sp.,green algae,1,208,Lottia pelta,limpet,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,15279
2307,Chaetomorpha sp.,green algae,1,429,Nereis grubei,polychaete,1,3,1,3,1,342,"Point Fermin, San Pedro, CA",all,both,no,yes,NA,10411
2307,Chaetomorpha sp.,green algae,1,248,Littorina scutulata,snail,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,16948
2307,Chaetomorpha sp.,green algae,1,744,Gnorimosphaeroma oregonense,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17194
2307,Chaetomorpha sp.,green algae,1,247,Littorina keenae,snail,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,16945
2307,Chaetomorpha sp.,green algae,1,1239,Dynamenella sheareri,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17206
2307,Chaetomorpha sp.,green algae,1,477,Exosphaeroma amplicauda,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17176
2307,Chaetomorpha sp.,green algae,1,491,Idotea montereyensis,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17443
2307,Chaetomorpha sp.,green algae,1,1877,Littorina littorea,limpet,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,16933
2307,Chaetomorpha sp.,green algae,1,1986,Ophionereis diabloensis,brittle star,1,3,4,10,2,310,"Sao Paolo, Brazil",low,pools,NA,yes,NA,4289
2307,Chaetomorpha sp.,green algae,1,1987,Ophionereis diabloensis,brittle star,4,3,4,10,2,310,"Sao Paolo, Brazil",low,pools,NA,yes,NA,4320
2307,Chaetomorpha sp.,green algae,1,1256,Synidotea berolzheimeri,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17482
2307,Chaetomorpha sp.,green algae,1,1257,Synidotea consolidata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17485
2307,Chaetomorpha sp.,green algae,1,1258,Synidotea harfordi,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17488
2307,Chaetomorpha sp.,green algae,1,1259,Synidotea pettiboneae,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17491
2307,Chaetomorpha sp.,green algae,1,1260,Synidotea ritteri,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17494
2307,Chaetomorpha sp.,green algae,1,1252,Idotea ochotensis,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17470
2307,Chaetomorpha sp.,green algae,1,1254,Idotea rufescens,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17476
2307,Chaetomorpha sp.,green algae,1,488,Idotea stenops,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17434
2307,Chaetomorpha sp.,green algae,1,1878,Littorina plena,limpet,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,16936
2307,Chaetomorpha sp.,green algae,1,1236,Dynamene benedicti,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17197
2307,Chaetomorpha sp.,green algae,1,1237,Dynamenella dilatata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17200
2307,Chaetomorpha sp.,green algae,1,1238,Dynamenella glabra,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17203
2307,Chaetomorpha sp.,green algae,1,1241,Exosphaeroma inornata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17209
2307,Chaetomorpha sp.,green algae,1,1243,Paradella dianae,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17215
2307,Chaetomorpha sp.,green algae,1,1244,Sphaeroma quoianum,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17218
2307,Chaetomorpha sp.,green algae,1,1245,Sphaeroma walkeri,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17221
2307,Chaetomorpha sp.,green algae,1,1249,Colidotea findleyi,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17461
2307,Chaetomorpha sp.,green algae,1,1250,Erichsonella crenulata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17464
2307,Chaetomorpha sp.,green algae,1,1251,Erichsonella pseudoculata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17467
2307,Chaetomorpha sp.,green algae,1,1255,Pentidotea schmitti,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17479
2307,Chaetomorpha sp.,green algae,1,1242,Gnorimosphaeroma noblei,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17212
2307,Chaetomorpha sp.,green algae,1,478,Exosphaeroma octoncum,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17179
2307,Chaetomorpha sp.,green algae,1,479,Exosphaeroma rhomburum,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17182
2307,Chaetomorpha sp.,green algae,1,480,Paracerceis cordata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17185
2307,Chaetomorpha sp.,green algae,1,481,Paracerceis sculpta,isopod,1,3,1,6,1,298,"Puerto Penasco, Sonora, Mexico",low,both,NA,yes,"as ""epiphytic macroalgae"" on eelgrass",4054
2307,Chaetomorpha sp.,green algae,1,481,Paracerceis sculpta,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17188
2307,Chaetomorpha sp.,green algae,1,482,Paracerceis gilliana,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17191
2307,Chaetomorpha sp.,green algae,1,492,Pentidotea kirchanskii,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,17446
2307,Chaetomorpha sp.,green algae,1,1790,Lirularia succincta,snail,1,3,3,6,2,"375, 376",Sanak Archipelago,all,both,no,y,NA,16860
2307,Chaetomorpha sp.,green algae,1,145,Henricia leviuscula,sea star,1,3,2,6,1,23,"San Nicolas Island, CA",low,pools,NA,y,"expanded from ""chlorophyta""",10147
2307,Chaetomorpha sp.,green algae,1,428,Oxydromus pugettensis,polychaete,1,3,2,6,1,23,"San Nicolas Island, CA",low,pools,y,y,"copied from Patiria diet reports, Chlorophyta algae",10174
656,Cladophora columbiana,green algae,1,493,Idotea urotoma,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,middle,both,no,y,NA,17448
656,Cladophora columbiana,green algae,1,490,Pentidotea wosnesenskii,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,middle,both,no,y,NA,17439
656,Cladophora columbiana,green algae,1,1253,Pentidotea resecata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,middle,both,no,y,NA,17472
656,Cladophora columbiana,green algae,1,489,Pentidotea aculeata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,middle,both,no,y,NA,17436
656,Cladophora columbiana,green algae,1,495,Colidotea rostrata,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,middle,both,no,y,NA,17454
656,Cladophora columbiana,green algae,1,411,Mopalia muscosa,chiton,1,2,2,3,1,436,,middle,both,y,yes,NA,805
656,Cladophora columbiana,green algae,1,411,Mopalia muscosa,chiton,1,1,2,3,1,436; 435,,middle,both,yes,NA,NA,2455
656,Cladophora columbiana,green algae,1,199,Lottia digitalis,limpet,1,3,3,6,2,"375, 376",Sanak Archipelago,middle,both,no,y,NA,15266
656,Cladophora columbiana,green algae,1,208,Lottia pelta,limpet,1,3,3,6,2,"375, 376",Sanak Archipelago,middle,both,no,y,NA,15278
656,Cladophora columbiana,green algae,1,429,Nereis grubei,polychaete,1,3,1,6,1,342,"Point Fermin, San Pedro, CA",all,both,no,yes,NA,10412
656,Cladophora columbiana,green algae,1,248,Littorina scutulata,snail,1,3,3,6,2,"375, 376",Sanak Archipelago,middle,both,no,y,NA,16947
656,Cladophora columbiana,green algae,1,248,Littorina scutulata,snail,1,3,3,6,1,436; 435,,high,pools,NA,no,NA,2649
656,Cladophora columbiana,green algae,1,744,Gnorimosphaeroma oregonense,isopod,1,3,3,6,2,"375, 376",Sanak Archipelago,middle,both,no,y,NA,17193
656,Cladophora columbiana,green algae,1,247,Littorina keenae,snail,1,3,3,6,2,"375, 376",Sanak Archipelago,middle,both,no,y,NA,16944
