resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,ref_num,justification,localities,confidence,parasitic
495,Colidotea rostrata,isopod,1,3,Hypsoblennius gilberti,fish,1,1,"10, 436; 435; 288",3,Lunada Bay; CA; California,1,n
495,Colidotea rostrata,isopod,1,4,Amphistichus koelzi,fish,1,1,"10, 436; 435; 288",3,Lunada Bay; CA; California,1,n
495,Colidotea rostrata,isopod,1,5,Amphistichus argenteus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,6,Micrometrus minimus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,8,Atherinops affinis,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,10,Hypsoblennius jenkinsi,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,11,Artedius fenestralis,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,12,Girella nigricans,fish,4,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,14,Leptocottus armatus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,15,Clinocottus analis,fish,1,1,"10, 375, 376, 436; 435; 288",3,Lunada Bay; CA; Sanak Archipelago; California,1,n
495,Colidotea rostrata,isopod,1,16,Oligocottus maculosus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,18,Heterostichus rostratus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,19,Gobiesox maeandricus,fish,1,1,"375, 376, 436; 435; 288",6,Sanak Archipelago; California,2,n
495,Colidotea rostrata,isopod,1,126,Amphiporus imparispinosus,nemertean,1,1,"375, 376",6,Sanak Archipelago,3,n
495,Colidotea rostrata,isopod,1,539,Pugettia producta,true crab,4,1,"375, 376",6,Sanak Archipelago,3,n
495,Colidotea rostrata,isopod,1,540,Pugettia gracilis,true crab,1,1,"375, 376",6,Sanak Archipelago,3,n
495,Colidotea rostrata,isopod,1,541,Pugettia richii,true crab,1,1,"375, 376",6,Sanak Archipelago,3,n
495,Colidotea rostrata,isopod,1,542,Pugettia dalli,true crab,1,1,"375, 376",6,Sanak Archipelago,3,n
495,Colidotea rostrata,isopod,1,604,Heterostichus rostratus,fish,4,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,706,Apodichthys fucorum,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,707,Hexagrammos decagrammus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,710,Phanerodon vacca,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,732,Kyphosus azureus,fish,4,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,747,Hypsoblennius gentilis,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,984,Crangon handi,shrimp,1,1,"375, 376",6,Sanak Archipelago,3,n
495,Colidotea rostrata,isopod,1,992,Pugettia producta,true crab,2,1,"375, 376",6,Sanak Archipelago,3,n
495,Colidotea rostrata,isopod,1,1718,Amphiporus cruentatus,nemertean,1,1,"375, 376",6,Sanak Archipelago,3,n
495,Colidotea rostrata,isopod,1,1719,Amphiporus flavescens,nemertean,1,1,"375, 376",6,Sanak Archipelago,3,n
495,Colidotea rostrata,isopod,1,1720,Amphiporus formidabilis,nemertean,1,1,"375, 376",6,Sanak Archipelago,3,n
495,Colidotea rostrata,isopod,1,2072,Paralabrax nebulifer,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2073,Paralabrax nebulifer,fish,4,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2074,Anoplarchus purpurescens,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2075,Apodichthys flavidus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2076,Artedius corallinus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2077,Artedius harringtoni,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2078,Artedius lateralis,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2079,Ascelichthys rhodorus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2080,Cebidichthys violaceus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376, 436; 435; 288",6,Sanak Archipelago; California,2,n
495,Colidotea rostrata,isopod,1,2082,Clinocottus embryum,fish,1,1,"375, 376, 436; 435; 288",6,Sanak Archipelago; California,2,n
495,Colidotea rostrata,isopod,1,2083,Clinocottus globiceps,fish,1,1,"375, 376, 436; 435; 288",6,Sanak Archipelago; California,2,n
495,Colidotea rostrata,isopod,1,2084,Clinocottus recalvus,fish,1,1,"375, 376, 436; 435; 288",6,Sanak Archipelago; California,2,n
495,Colidotea rostrata,isopod,1,2085,Clinocottus spp.,fish,1,1,"375, 376, 436; 435; 288",6,Sanak Archipelago; California,2,n
495,Colidotea rostrata,isopod,1,2086,Enophrys bison,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2087,Gibbonsia montereyensis,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2088,Hemilepidotus hemilepidotus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2091,Liparis florae,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2092,Oligocottus rimensis,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2093,Oligocottus rubellio,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2094,Oligocottus snyderi,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2095,Oligocottus spp.,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2096,Phytichthys chirus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2097,Scorpaenichthys marmoratus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2098,Sebastes carnatus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2099,Sebastes melanops,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2100,Sebastes miniatus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2102,Xiphister atropurpureus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2103,Xiphister mucosus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2109,Pseudodelphis oligocotti,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2293,Porichthys notatus,fish,1,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,2394,Teleostei,fish,6,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,3000,Cebidichthys violaceus,fish,4,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,3002,Xiphister mucosus,fish,4,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,3004,Porichthys notatus,fish,2,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,3006,Porichthys notatus,fish,3,1,436; 435; 288,6,California,2,n
495,Colidotea rostrata,isopod,1,3012,Haematopus bachmani,bird,1,1,"375, 376",6,Sanak Archipelago,3,n
495,Colidotea rostrata,isopod,1,3018,Larus brachyrynchus,bird,1,1,407,6,Active Pass; BC,2,n
495,Colidotea rostrata,isopod,1,3049,Melanitta perspicillata,bird,1,1,"375, 376",6,Sanak Archipelago,3,n
497,Synapseudes intumescens,isopod,1,2077,Artedius harringtoni,fish,1,1,353; 354,6,Puget Sound; WA,3,n
497,Synapseudes intumescens,isopod,1,3018,Larus brachyrynchus,bird,1,1,407,6,Active Pass; BC,2,n
498,Pancolus californiensis,isopod,1,2077,Artedius harringtoni,fish,1,1,353; 354,6,Puget Sound; WA,3,n
498,Pancolus californiensis,isopod,1,3018,Larus brachyrynchus,bird,1,1,407,6,Active Pass; BC,2,n
498,Pancolus californiensis,isopod,1,3027,Calidris alpina,bird,1,1,436,3,NA,1,n
499,Chondrochelia dubia,isopod,1,2077,Artedius harringtoni,fish,1,1,353; 354,6,Puget Sound; WA,3,n
499,Chondrochelia dubia,isopod,1,2110,Tringa semipalmata,bird,1,1,"189, 395",3,Bolinas Lagoon; CA,1,n
499,Chondrochelia dubia,isopod,1,3018,Larus brachyrynchus,bird,1,1,407,6,Active Pass; BC,2,n
499,Chondrochelia dubia,isopod,1,3027,Calidris alpina,bird,1,1,402,3,Humboldt; CA,1,n
500,Pleustes platypa,amphipod,1,3023,Arenaria melanocephala,bird,1,1,399,6,Seal Rock; OR,2,n
500,Pleustes platypa,amphipod,1,3027,Calidris alpina,bird,1,1,404,6,Bolinas Lagoon; CA,1,n
501,Ampithoe plumulosa,gammarid,1,1,Gibbonsia metzi,fish,1,1,7,6,Los Angeles; Portugese Bend; CA,2,n
501,Ampithoe plumulosa,gammarid,1,19,Gobiesox maeandricus,fish,1,1,155,6,"CA; USA; Trinidad, CA; Westport, CA",2,n
501,Ampithoe plumulosa,gammarid,1,507,Alpheus clamator,shrimp,1,1,432,6,lab,4,n
501,Ampithoe plumulosa,gammarid,1,2086,Enophrys bison,fish,1,1,361,6,"mudflat in Northern California; Humboldt Bay; Humboldt County, Ca; mudflat in Northern California; Dillon Beach, CA",3,n
501,Ampithoe plumulosa,gammarid,1,2087,Gibbonsia montereyensis,fish,1,1,7; 362,10,Los Angeles,3,n
501,Ampithoe plumulosa,gammarid,1,2110,Tringa semipalmata,bird,1,1,395,6,Bolinas Lagoon; CA,1,n
501,Ampithoe plumulosa,gammarid,1,3023,Arenaria melanocephala,bird,1,1,399,6,Seal Rock; OR,2,n
502,Cymadusa uncinata,gammarid,1,507,Alpheus clamator,shrimp,1,1,432,6,lab,4,n
502,Cymadusa uncinata,gammarid,1,2077,Artedius harringtoni,fish,1,1,353; 354,3,Puget Sound; WA,2,n
502,Cymadusa uncinata,gammarid,1,3023,Arenaria melanocephala,bird,1,1,399,6,Seal Rock; OR,2,n
503,Polycheria osborni,amphipod,1,3000,Cebidichthys violaceus,fish,4,1,359,6,Central California; Diablo Canyon; CA,2,n
503,Polycheria osborni,amphipod,1,3002,Xiphister mucosus,fish,4,1,359,6,Central California; Diablo Canyon; CA,2,n
503,Polycheria osborni,amphipod,1,3023,Arenaria melanocephala,bird,1,1,399,6,Seal Rock; OR,2,n
503,Polycheria osborni,amphipod,1,3027,Calidris alpina,bird,1,1,404,6,Bolinas Lagoon; CA,1,n
504,Oligochinus lighti,gammarid,1,15,Clinocottus analis,fish,1,1,154,3,"Mexico; Granada cove; Ensanada, Baja California Mexico",1,n
504,Oligochinus lighti,gammarid,1,507,Alpheus clamator,shrimp,1,1,432,6,lab,4,n
504,Oligochinus lighti,gammarid,1,3000,Cebidichthys violaceus,fish,4,1,359,6,Central California; Diablo Canyon; CA,2,n
504,Oligochinus lighti,gammarid,1,3002,Xiphister mucosus,fish,4,1,359,6,Central California; Diablo Canyon; CA,2,n
504,Oligochinus lighti,gammarid,1,3023,Arenaria melanocephala,bird,1,1,399,6,Seal Rock; OR,2,n
505,Caprella californica,amphipod,1,15,Clinocottus analis,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,102,Epiactis prolifera,anemone,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,107,Metridium senile,anemone,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,126,Amphiporus imparispinosus,nemertean,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,505,Caprella californica,amphipod,1,1,255,3,"Long Beach Marina; Long Beach, CA",1,n
505,Caprella californica,amphipod,1,972,Epiactis ritteri,anemone,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,1718,Amphiporus cruentatus,nemertean,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,1719,Amphiporus flavescens,nemertean,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,1720,Amphiporus formidabilis,nemertean,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,2102,Xiphister atropurpureus,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,2388,Ophiuroidea,brittle star,6,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,2392,Hydrozoa,hydroid,5,1,"375, 376",6,Sanak Archipelago,3,n
505,Caprella californica,amphipod,1,3023,Arenaria melanocephala,bird,1,1,399,6,Seal Rock; OR,2,n
505,Caprella californica,amphipod,1,3027,Calidris alpina,bird,1,1,404,6,Bolinas Lagoon; CA,1,n
506,Caprella sp.,caprellid,1,8,Atherinops affinis,fish,1,1,357,6,Southern California; Southern California,2,n
506,Caprella sp.,caprellid,1,15,Clinocottus analis,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,102,Epiactis prolifera,anemone,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,107,Metridium senile,anemone,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,126,Amphiporus imparispinosus,nemertean,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,426,Harmothoe imbricata,scale worm,1,1,372,6,White Sea; White Sea,3,n
506,Caprella sp.,caprellid,1,972,Epiactis ritteri,anemone,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,1718,Amphiporus cruentatus,nemertean,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,1719,Amphiporus flavescens,nemertean,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,1720,Amphiporus formidabilis,nemertean,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,2077,Artedius harringtoni,fish,1,1,353; 354,6,Puget Sound; WA,3,n
506,Caprella sp.,caprellid,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,2086,Enophrys bison,fish,1,1,361,3,"mudflat in Northern California; Humboldt Bay; Humboldt County, Ca; mudflat in Northern California; Dillon Beach, CA",2,n
506,Caprella sp.,caprellid,1,2092,Oligocottus rimensis,fish,1,1,258,3,Straight of Juan de Fuca,3,n
506,Caprella sp.,caprellid,1,2102,Xiphister atropurpureus,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,2388,Ophiuroidea,brittle star,6,1,"375, 376",6,Sanak Archipelago,3,n
506,Caprella sp.,caprellid,1,2392,Hydrozoa,hydroid,5,1,"375, 376",6,Sanak Archipelago,3,n
507,Alpheus clamator,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
508,Betaeus harfordi,shrimp,1,15,Clinocottus analis,fish,1,1,7,3,"Los Angeles County; CA; Portugese Bend, CA",1,n
508,Betaeus harfordi,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
509,Betaeus macginitieae,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
510,Betaeus longidactylus,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
511,Heptacarpus brevirostris,shrimp,1,11,Artedius fenestralis,fish,1,1,72; 355,6,Central CA,2,n
511,Heptacarpus brevirostris,shrimp,1,15,Clinocottus analis,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
511,Heptacarpus brevirostris,shrimp,1,2077,Artedius harringtoni,fish,1,1,353,6,"Puget Sound; WA; San Juan Islands, WA; Puget Sound, WA; lab",3,n
511,Heptacarpus brevirostris,shrimp,1,2078,Artedius lateralis,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
511,Heptacarpus brevirostris,shrimp,1,2079,Ascelichthys rhodorus,fish,1,1,258,3,Strait of Juan de Fuca; Straight of Juan de Fuca,2,n
511,Heptacarpus brevirostris,shrimp,1,2093,Oligocottus rubellio,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,4,n
511,Heptacarpus brevirostris,shrimp,1,2094,Oligocottus snyderi,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
511,Heptacarpus brevirostris,shrimp,1,2095,Oligocottus spp.,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,3,n
511,Heptacarpus brevirostris,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
512,Heptacarpus pictus,shrimp,1,11,Artedius fenestralis,fish,1,1,72; 355,6,Central CA,2,n
512,Heptacarpus pictus,shrimp,1,15,Clinocottus analis,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
512,Heptacarpus pictus,shrimp,1,2077,Artedius harringtoni,fish,1,1,353,6,"Puget Sound; WA; San Juan Islands, WA; Puget Sound, WA; lab",3,n
512,Heptacarpus pictus,shrimp,1,2078,Artedius lateralis,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
512,Heptacarpus pictus,shrimp,1,2093,Oligocottus rubellio,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,4,n
512,Heptacarpus pictus,shrimp,1,2094,Oligocottus snyderi,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
512,Heptacarpus pictus,shrimp,1,2095,Oligocottus spp.,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,3,n
512,Heptacarpus pictus,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
513,Heptacarpus carinatus,shrimp,1,11,Artedius fenestralis,fish,1,1,72; 355,6,Central CA,2,n
513,Heptacarpus carinatus,shrimp,1,15,Clinocottus analis,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
513,Heptacarpus carinatus,shrimp,1,693,opecolid_metacercaria_3,trematode,5,6,530,1,Hammond's Beach; Miramar Beach,1,y
513,Heptacarpus carinatus,shrimp,1,696,metacercaria_5,trematode,5,6,530,1,Miramar Beach,1,y
513,Heptacarpus carinatus,shrimp,1,2077,Artedius harringtoni,fish,1,1,353,6,"Puget Sound; WA; San Juan Islands, WA; Puget Sound, WA; lab",3,n
513,Heptacarpus carinatus,shrimp,1,2078,Artedius lateralis,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
513,Heptacarpus carinatus,shrimp,1,2093,Oligocottus rubellio,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,4,n
513,Heptacarpus carinatus,shrimp,1,2094,Oligocottus snyderi,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
513,Heptacarpus carinatus,shrimp,1,2095,Oligocottus spp.,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,3,n
513,Heptacarpus carinatus,shrimp,1,2097,Scorpaenichthys marmoratus,fish,1,1,365,3,"Northern CA; Tomales Bay; CA; Campbell Cove, CA",3,n
513,Heptacarpus carinatus,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
514,Heptacarpus sitchensis,shrimp,1,11,Artedius fenestralis,fish,1,1,72; 355,6,Central CA,2,n
514,Heptacarpus sitchensis,shrimp,1,15,Clinocottus analis,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
514,Heptacarpus sitchensis,shrimp,1,693,opecolid_metacercaria_3,trematode,5,6,530,1,unknown,1,y
514,Heptacarpus sitchensis,shrimp,1,2077,Artedius harringtoni,fish,1,1,353,6,"Puget Sound; WA; San Juan Islands, WA; Puget Sound, WA; lab",3,n
514,Heptacarpus sitchensis,shrimp,1,2078,Artedius lateralis,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
514,Heptacarpus sitchensis,shrimp,1,2093,Oligocottus rubellio,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,4,n
514,Heptacarpus sitchensis,shrimp,1,2094,Oligocottus snyderi,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
514,Heptacarpus sitchensis,shrimp,1,2095,Oligocottus spp.,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,3,n
514,Heptacarpus sitchensis,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
515,Heptacarpus paludicola,shrimp,1,1,Gibbonsia metzi,fish,1,1,7,3,Los Angeles; Portugese Bend; CA,1,n
515,Heptacarpus paludicola,shrimp,1,11,Artedius fenestralis,fish,1,1,72; 355,6,Central CA,2,n
515,Heptacarpus paludicola,shrimp,1,15,Clinocottus analis,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
515,Heptacarpus paludicola,shrimp,1,693,opecolid_metacercaria_3,trematode,5,6,530,1,Arroyo Hondo,1,y
515,Heptacarpus paludicola,shrimp,1,697,metacercaria_6,trematode,5,6,530,1,Shell Beach,1,y
515,Heptacarpus paludicola,shrimp,1,2077,Artedius harringtoni,fish,1,1,353,6,"Puget Sound; WA; San Juan Islands, WA; Puget Sound, WA; lab",3,n
515,Heptacarpus paludicola,shrimp,1,2078,Artedius lateralis,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
515,Heptacarpus paludicola,shrimp,1,2093,Oligocottus rubellio,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,4,n
515,Heptacarpus paludicola,shrimp,1,2094,Oligocottus snyderi,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,2,n
515,Heptacarpus paludicola,shrimp,1,2095,Oligocottus spp.,fish,1,1,72,6,Central CA; San Mateo Coast State Beaches; California,3,n
515,Heptacarpus paludicola,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
516,Lysmata californica,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
517,Hippolyte californiensis,shrimp,1,11,Artedius fenestralis,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
517,Hippolyte californiensis,shrimp,1,15,Clinocottus analis,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
517,Hippolyte californiensis,shrimp,1,18,Heterostichus rostratus,fish,1,1,"92, 93, 96",3,"Southern California; Southern CA; USA; Southern California; San Diego Bay, CA",1,n
517,Hippolyte californiensis,shrimp,1,484,Schizobopyrina striata,parasitic isopod,1,6,436,3,NA,2,y
517,Hippolyte californiensis,shrimp,1,507,Alpheus clamator,shrimp,1,1,429,6,NA,4,n
517,Hippolyte californiensis,shrimp,1,604,Heterostichus rostratus,fish,4,1,"92, 93, 96",3,Southern California; San Diego Bay; CA,1,n
517,Hippolyte californiensis,shrimp,1,708,Podiceps nigricollis,bird,1,1,436,3,NA,2,n
517,Hippolyte californiensis,shrimp,1,709,Bopyrina striata,isopod,1,6,436,3,NA,2,y
517,Hippolyte californiensis,shrimp,1,712,Homo sapiens,human,1,1,"375, 376",6,Sanak Archipelago,3,n
517,Hippolyte californiensis,shrimp,1,2076,Artedius corallinus,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
517,Hippolyte californiensis,shrimp,1,2077,Artedius harringtoni,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
517,Hippolyte californiensis,shrimp,1,2078,Artedius lateralis,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
517,Hippolyte californiensis,shrimp,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
517,Hippolyte californiensis,shrimp,1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
517,Hippolyte californiensis,shrimp,1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
517,Hippolyte californiensis,shrimp,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
517,Hippolyte californiensis,shrimp,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
517,Hippolyte californiensis,shrimp,1,2102,Xiphister atropurpureus,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
517,Hippolyte californiensis,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
518,Hippolyte clarki,shrimp,1,11,Artedius fenestralis,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
518,Hippolyte clarki,shrimp,1,15,Clinocottus analis,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
518,Hippolyte clarki,shrimp,1,507,Alpheus clamator,shrimp,1,1,429,6,NA,4,n
518,Hippolyte clarki,shrimp,1,712,Homo sapiens,human,1,1,"375, 376",6,Sanak Archipelago,3,n
518,Hippolyte clarki,shrimp,1,2076,Artedius corallinus,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
518,Hippolyte clarki,shrimp,1,2077,Artedius harringtoni,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
518,Hippolyte clarki,shrimp,1,2078,Artedius lateralis,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
518,Hippolyte clarki,shrimp,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
518,Hippolyte clarki,shrimp,1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
518,Hippolyte clarki,shrimp,1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
518,Hippolyte clarki,shrimp,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
518,Hippolyte clarki,shrimp,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
518,Hippolyte clarki,shrimp,1,2102,Xiphister atropurpureus,fish,1,1,"375, 376",6,Sanak Archipelago,3,n
518,Hippolyte clarki,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
519,Spirontocaris prionota,shrimp,1,3048,Nannopterum auritum,bird,1,1,414,6,Mandarte Island; BC,2,n
521,Hapalogaster cavicauda,true crab,1,660,Larus occidentalis,bird,1,1,"416, 418, 419",4,California,3,n
