resource,resourceNum,resourceName,resourceCat,resourceStage,consumer,consumerNum,consumerName,consumerCat,consumerStage,interactionType,referenceNum,justification,confidence,ref_location_code,localities,interactionZone,habitat,parasitic
444_Serpula columbiana,444,Serpula columbiana,polychaete,1,424_Arctonoe vittata,424,Arctonoe vittata,scale worm,1,1,280,5,NA,1,"Rosario, WA",low,pools,n
444_Serpula columbiana,444,Serpula columbiana,polychaete,1,1698_Tubulanus capistratus,1698,Tubulanus capistratus,nemertean,1,1,614,4,4,1,NA,all,both,n
444_Serpula columbiana,444,Serpula columbiana,polychaete,1,1700_Tubulanus polymorphus,1700,Tubulanus polymorphus,nemertean,1,1,614,4,4,1,NA,all,both,n
444_Serpula columbiana,444,Serpula columbiana,polychaete,1,2077_Artedius harringtoni,2077,Artedius harringtoni,fish,1,1,353; 354,3,2,2,"Puget Sound, WA",low,pools,n
444_Serpula columbiana,444,Serpula columbiana,polychaete,1,3012_Haematopus bachmani,3012,Haematopus bachmani,bird,1,1,583,6,4,2,"Tatoosh Island, WA",all,both,n
444_Serpula columbiana,444,Serpula columbiana,polychaete,1,3025_Calidris mauri,3025,Calidris mauri,bird,1,1,600,6,3,2,Washington,high,both,n
444_Serpula columbiana,444,Serpula columbiana,polychaete,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,6,3,2,British Columbia,all,both,n
444_Serpula columbiana,444,Serpula columbiana,polychaete,1,3105_Corvus brachyrhynchos,3105,Corvus brachyrhynchos,bird,1,1,583,6,4,2,"Tatoosh Island, WA",all,both,n
444_Serpula columbiana,444,Serpula columbiana,polychaete,1,3115_Calidris alba,3115,Calidris alba,bird,1,1,600,6,3,2,Washington,high,both,n
445_Salmacina tribranchiata,445,Salmacina tribranchiata,spirorbid polychaete,1,424_Arctonoe vittata,424,Arctonoe vittata,scale worm,1,1,280,5,NA,1,"Rosario, WA",low,pools,n
446_Spirorbids,446,Spirorbids,polychaete,1,278_Paciocinebrina lurida,278,Paciocinebrina lurida,snail,1,1,197,3,2,2,"Puget Sound, WA; Turn Island, WA",low,both,n
446_Spirorbids,446,Spirorbids,polychaete,1,1698_Tubulanus capistratus,1698,Tubulanus capistratus,nemertean,1,1,614,4,4,1,NA,all,both,n
446_Spirorbids,446,Spirorbids,polychaete,1,1700_Tubulanus polymorphus,1700,Tubulanus polymorphus,nemertean,1,1,614,4,4,1,NA,all,both,n
446_Spirorbids,446,Spirorbids,polychaete,1,3012_Haematopus bachmani,3012,Haematopus bachmani,bird,1,1,583,6,4,2,"Tatoosh Island, WA",all,both,n
446_Spirorbids,446,Spirorbids,polychaete,1,3025_Calidris mauri,3025,Calidris mauri,bird,1,1,600,6,3,2,Washington,high,both,n
446_Spirorbids,446,Spirorbids,polychaete,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,6,3,2,British Columbia,all,both,n
446_Spirorbids,446,Spirorbids,polychaete,1,3105_Corvus brachyrhynchos,3105,Corvus brachyrhynchos,bird,1,1,583,6,4,2,"Tatoosh Island, WA",all,both,n
446_Spirorbids,446,Spirorbids,polychaete,1,3115_Calidris alba,3115,Calidris alba,bird,1,1,600,6,3,2,Washington,high,both,n
447_Janua brasiliensis,447,Janua brasiliensis,polychaete,1,1698_Tubulanus capistratus,1698,Tubulanus capistratus,nemertean,1,1,614,4,4,1,NA,all,both,n
447_Janua brasiliensis,447,Janua brasiliensis,polychaete,1,1700_Tubulanus polymorphus,1700,Tubulanus polymorphus,nemertean,1,1,614,4,4,1,NA,all,both,n
447_Janua brasiliensis,447,Janua brasiliensis,polychaete,1,3012_Haematopus bachmani,3012,Haematopus bachmani,bird,1,1,583,6,4,2,"Tatoosh Island, WA",all,both,n
447_Janua brasiliensis,447,Janua brasiliensis,polychaete,1,3025_Calidris mauri,3025,Calidris mauri,bird,1,1,600,6,3,2,Washington,high,both,n
447_Janua brasiliensis,447,Janua brasiliensis,polychaete,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,6,3,2,British Columbia,all,both,n
447_Janua brasiliensis,447,Janua brasiliensis,polychaete,1,3105_Corvus brachyrhynchos,3105,Corvus brachyrhynchos,bird,1,1,583,6,4,2,"Tatoosh Island, WA",all,both,n
447_Janua brasiliensis,447,Janua brasiliensis,polychaete,1,3115_Calidris alba,3115,Calidris alba,bird,1,1,600,6,3,2,Washington,high,both,n
448_Phascolosoma agassizii,448,Phascolosoma agassizii,sipunculid,1,15_Clinocottus analis,15,Clinocottus analis,fish,1,1,72,6,2,1,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
448_Phascolosoma agassizii,448,Phascolosoma agassizii,sipunculid,1,295_Atrimitra idae,295,Atrimitra idae,snail,1,1,128; 436,3,1,1,"Point Cabrillo, Pacific Grove, CA",low,"pools, both",n
448_Phascolosoma agassizii,448,Phascolosoma agassizii,sipunculid,1,3019_Larus glaucescens,3019,Larus glaucescens,bird,1,1,385,3,2,1,"Tatoosh Island, WA",middle,pools,n
449_Themiste pyroides,449,Themiste pyroides,sipunculid,1,15_Clinocottus analis,15,Clinocottus analis,fish,1,1,72,6,2,1,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
450_Themiste dyscrita,450,Themiste dyscrita,sipunculid,1,15_Clinocottus analis,15,Clinocottus analis,fish,1,1,72,6,2,1,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
452_Trypetesa lateralis,452,Trypetesa lateralis,barnacle,1,3018_Larus brachyrhynchus,3018,Larus brachyrhynchus,bird,1,1,407,6,2,1,"Active Pass, BC",middle,both,n
452_Trypetesa lateralis,452,Trypetesa lateralis,barnacle,1,3023_Arenaria melanocephala,3023,Arenaria melanocephala,bird,1,1,397,6,2,1,"Prince William Sound, AK",middle,exposed,n
452_Trypetesa lateralis,452,Trypetesa lateralis,barnacle,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,6,3,2,British Columbia,low,exposed,n
452_Trypetesa lateralis,452,Trypetesa lateralis,barnacle,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,575,6,3,2,SE Scotland,middle,exposed,n
453_Octolasmis lowei,453,Octolasmis lowei,barnacle,1,3018_Larus brachyrhynchus,3018,Larus brachyrhynchus,bird,1,1,407,6,2,1,"Active Pass, BC",low,both,n
453_Octolasmis lowei,453,Octolasmis lowei,barnacle,1,3023_Arenaria melanocephala,3023,Arenaria melanocephala,bird,1,1,397,6,2,1,"Prince William Sound, AK",low,exposed,n
453_Octolasmis lowei,453,Octolasmis lowei,barnacle,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,3,2,2,British Columbia,low,exposed,n
453_Octolasmis lowei,453,Octolasmis lowei,barnacle,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,575,6,3,2,SE Scotland,middle,exposed,n
454_Hamatoscalpellum californicum,454,Hamatoscalpellum californicum,barnacle,1,3018_Larus brachyrhynchus,3018,Larus brachyrhynchus,bird,1,1,407,6,2,1,"Active Pass, BC",very low,both,n
454_Hamatoscalpellum californicum,454,Hamatoscalpellum californicum,barnacle,1,3023_Arenaria melanocephala,3023,Arenaria melanocephala,bird,1,1,397,6,2,1,"Prince William Sound, AK",very low,exposed,n
454_Hamatoscalpellum californicum,454,Hamatoscalpellum californicum,barnacle,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,3,2,2,British Columbia,low,exposed,n
454_Hamatoscalpellum californicum,454,Hamatoscalpellum californicum,barnacle,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,575,6,3,2,SE Scotland,middle,exposed,n
455_Pollicipes polymerus,455,Pollicipes polymerus,barnacle,1,150_Pisaster ochraceus,150,Pisaster ochraceus,sea star,1,1,27,3,1,1,California,all,pools,n
455_Pollicipes polymerus,455,Pollicipes polymerus,barnacle,1,284_Nucella emarginata,284,Nucella emarginata,snail,1,1,436; 435,3,2,1,NA,high,both,n
455_Pollicipes polymerus,455,Pollicipes polymerus,barnacle,1,3012_Haematopus bachmani,3012,Haematopus bachmani,bird,1,1,583,6,3,2,"Tatoosh Island, WA",all,exposed,n
455_Pollicipes polymerus,455,Pollicipes polymerus,barnacle,1,3018_Larus brachyrhynchus,3018,Larus brachyrhynchus,bird,1,1,407,6,2,1,"Active Pass, BC",middle,both,n
455_Pollicipes polymerus,455,Pollicipes polymerus,barnacle,1,3019_Larus glaucescens,3019,Larus glaucescens,bird,1,1,385; 583,3,2,1,"Tatoosh Island, WA","middle, all","both, exposed",n
455_Pollicipes polymerus,455,Pollicipes polymerus,barnacle,1,3022_Calidris virgata,3022,Calidris virgata,bird,1,1,254,3,2,2,"Oregon; Wasp Passage, San Juan Islands, WA",all,exposed,n
455_Pollicipes polymerus,455,Pollicipes polymerus,barnacle,1,3023_Arenaria melanocephala,3023,Arenaria melanocephala,bird,1,1,397; 399,6,2,1,"Prince William Sound, AK; Seal Rock, OR",middle,"exposed, both",n
455_Pollicipes polymerus,455,Pollicipes polymerus,barnacle,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,3,2,2,British Columbia,low,exposed,n
455_Pollicipes polymerus,455,Pollicipes polymerus,barnacle,1,3105_Corvus brachyrhynchos,3105,Corvus brachyrhynchos,bird,1,1,583,6,3,2,"Tatoosh Island, WA",all,exposed,n
455_Pollicipes polymerus,455,Pollicipes polymerus,barnacle,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,575,6,3,2,SE Scotland,middle,exposed,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,107_Metridium senile,107,Metridium senile,anemone,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",high,pools,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,148_Leptasterias pusilla,148,Leptasterias pusilla,sea star,1,1,375,6,3,2,"Sanak Archipelago; Sanak Archipelago, AK",high,pools,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,149_Leptasterias hexactis,149,Leptasterias hexactis,sea star,1,1,319; 375,3,2,2,"Puget Sound, WA; San Juan Islands, WA; Waddah and Tatoosh Islands, WA; Departure Bay, BC; Sanak Archipelago; Sanak Archipelago, AK","low, high",pools,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,150_Pisaster ochraceus,150,Pisaster ochraceus,sea star,1,1,436,3,2,1,NA,high,exposed,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,199_Lottia digitalis,199,Lottia digitalis,limpet,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",high,both,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,208_Lottia pelta,208,Lottia pelta,limpet,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",high,both,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,215_Lottia scutum,215,Lottia scutum,limpet,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",high,both,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,278_Paciocinebrina lurida,278,Paciocinebrina lurida,snail,1,1,197,3,2,2,"Puget Sound, WA; Turn Island, WA",low,both,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,281_Acanthinucella punctulata,281,Acanthinucella punctulata,snail,1,1,436; 436; 435,3,2,1,NA,high,"pools, both",n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,284_Nucella emarginata,284,Nucella emarginata,snail,1,1,436; 436; 435,3,2,1,NA,high,exposed,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,285_Nucella lamellosa,285,Nucella lamellosa,snail,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",high,both,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,416_Katharina tunicata,416,Katharina tunicata,chiton,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",high,both,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,627_Acanthinucella punctulata,627,Acanthinucella punctulata,snail,3,1,436; 436; 435,3,1,1,NA,high,"pools, exposed",n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,672_Leptasterias aequalis,672,Leptasterias aequalis,sea star,1,1,375,6,3,2,"Sanak Archipelago; Sanak Archipelago, AK",high,pools,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,704_Hemioniscus balani,704,Hemioniscus balani,isopod,1,4,436,3,2,1,NA,high,exposed,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,1471_Oedoparena glauca,1471,Oedoparena glauca,insect,3,1,435,6,3,1,NA,high,exposed,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,3018_Larus brachyrhynchus,3018,Larus brachyrhynchus,bird,1,1,407,6,2,1,"Active Pass, BC",high,both,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,3023_Arenaria melanocephala,3023,Arenaria melanocephala,bird,1,1,397,6,2,1,"Prince William Sound, AK",high,exposed,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,3,2,2,British Columbia,low,exposed,n
456_Chthamalus dalli,456,Chthamalus dalli,barnacle,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,575,6,3,2,SE Scotland,middle,exposed,n
457_Chthamalus fissus,457,Chthamalus fissus,barnacle,1,150_Pisaster ochraceus,150,Pisaster ochraceus,sea star,1,1,436,3,2,1,NA,high,exposed,n
457_Chthamalus fissus,457,Chthamalus fissus,barnacle,1,284_Nucella emarginata,284,Nucella emarginata,snail,1,1,436,3,2,1,NA,high,exposed,n
457_Chthamalus fissus,457,Chthamalus fissus,barnacle,1,1471_Oedoparena glauca,1471,Oedoparena glauca,insect,3,1,435,6,3,1,NA,high,exposed,n
457_Chthamalus fissus,457,Chthamalus fissus,barnacle,1,3018_Larus brachyrhynchus,3018,Larus brachyrhynchus,bird,1,1,407,6,2,1,"Active Pass, BC",high,both,n
457_Chthamalus fissus,457,Chthamalus fissus,barnacle,1,3023_Arenaria melanocephala,3023,Arenaria melanocephala,bird,1,1,397,6,2,1,"Prince William Sound, AK",high,exposed,n
457_Chthamalus fissus,457,Chthamalus fissus,barnacle,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,3,2,2,British Columbia,low,exposed,n
457_Chthamalus fissus,457,Chthamalus fissus,barnacle,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,575,6,3,2,SE Scotland,middle,exposed,n
458_Tetraclita rubescens,458,Tetraclita rubescens,barnacle,1,150_Pisaster ochraceus,150,Pisaster ochraceus,sea star,1,1,27; 436,3,1,1,California,"all, middle","pools, exposed",n
458_Tetraclita rubescens,458,Tetraclita rubescens,barnacle,1,284_Nucella emarginata,284,Nucella emarginata,snail,1,1,436,3,2,1,NA,middle,exposed,n
458_Tetraclita rubescens,458,Tetraclita rubescens,barnacle,1,3018_Larus brachyrhynchus,3018,Larus brachyrhynchus,bird,1,1,407,6,2,1,"Active Pass, BC",middle,both,n
458_Tetraclita rubescens,458,Tetraclita rubescens,barnacle,1,3023_Arenaria melanocephala,3023,Arenaria melanocephala,bird,1,1,397,6,2,1,"Prince William Sound, AK",middle,exposed,n
458_Tetraclita rubescens,458,Tetraclita rubescens,barnacle,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,3,2,2,British Columbia,low,exposed,n
458_Tetraclita rubescens,458,Tetraclita rubescens,barnacle,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,575,6,3,2,SE Scotland,middle,exposed,n
459_Armatobalanus nefrens,459,Armatobalanus nefrens,barnacle,1,3018_Larus brachyrhynchus,3018,Larus brachyrhynchus,bird,1,1,407,6,2,1,"Active Pass, BC",low,both,n
459_Armatobalanus nefrens,459,Armatobalanus nefrens,barnacle,1,3023_Arenaria melanocephala,3023,Arenaria melanocephala,bird,1,1,397,6,2,1,"Prince William Sound, AK",low,exposed,n
459_Armatobalanus nefrens,459,Armatobalanus nefrens,barnacle,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,3,2,2,British Columbia,low,exposed,n
459_Armatobalanus nefrens,459,Armatobalanus nefrens,barnacle,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,575; 577,6,3,2,SE Scotland; global,"middle, all",exposed,n
460_Membranobalanus orcutti,460,Membranobalanus orcutti,barnacle,1,2186_Bocquetia rosea,2186,Bocquetia rosea,parasitic barnacle,1,4,253,3,1,1,"San Diego, CA",very low,both,n
460_Membranobalanus orcutti,460,Membranobalanus orcutti,barnacle,1,3018_Larus brachyrhynchus,3018,Larus brachyrhynchus,bird,1,1,407,6,2,1,"Active Pass, BC",very low,both,n
460_Membranobalanus orcutti,460,Membranobalanus orcutti,barnacle,1,3023_Arenaria melanocephala,3023,Arenaria melanocephala,bird,1,1,397,6,2,1,"Prince William Sound, AK",very low,exposed,n
460_Membranobalanus orcutti,460,Membranobalanus orcutti,barnacle,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,3,2,2,British Columbia,low,exposed,n
460_Membranobalanus orcutti,460,Membranobalanus orcutti,barnacle,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,575; 577,6,3,2,SE Scotland; global,"middle, all",exposed,n
461_Conopea galeata,461,Conopea galeata,barnacle,1,3018_Larus brachyrhynchus,3018,Larus brachyrhynchus,bird,1,1,407,6,2,1,"Active Pass, BC",very low,both,n
461_Conopea galeata,461,Conopea galeata,barnacle,1,3023_Arenaria melanocephala,3023,Arenaria melanocephala,bird,1,1,397,6,2,1,"Prince William Sound, AK",very low,exposed,n
461_Conopea galeata,461,Conopea galeata,barnacle,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,3,2,2,British Columbia,low,exposed,n
461_Conopea galeata,461,Conopea galeata,barnacle,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,575,6,3,2,SE Scotland,middle,exposed,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,99_Anthopleura xanthogrammica,99,Anthopleura xanthogrammica,anemone,1,1,375,6,4,2,"Sanak Archipelago; Sanak Archipelago, AK",low,pools,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,100_Anthopleura sola,100,Anthopleura sola,anemone,1,1,375,6,4,2,"Sanak Archipelago; Sanak Archipelago, AK",low,pools,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,101_Anthopleura elegantissima,101,Anthopleura elegantissima,anemone,1,1,375,6,4,2,"Sanak Archipelago; Sanak Archipelago, AK",low,pools,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,103_Anthopleura artemisia,103,Anthopleura artemisia,anemone,1,1,375,6,4,2,"Sanak Archipelago; Sanak Archipelago, AK",low,pools,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,107_Metridium senile,107,Metridium senile,anemone,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",low,pools,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,148_Leptasterias pusilla,148,Leptasterias pusilla,sea star,1,1,375,6,3,2,"Sanak Archipelago; Sanak Archipelago, AK",low,pools,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,149_Leptasterias hexactis,149,Leptasterias hexactis,sea star,1,1,319; 375,3,2,2,"Puget Sound, WA; San Juan Islands, WA; Waddah and Tatoosh Islands, WA; Departure Bay, BC; Sanak Archipelago; Sanak Archipelago, AK",low,pools,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,199_Lottia digitalis,199,Lottia digitalis,limpet,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",low,both,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,208_Lottia pelta,208,Lottia pelta,limpet,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",low,both,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,215_Lottia scutum,215,Lottia scutum,limpet,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",low,both,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,272_Ceratostoma foliatum,272,Ceratostoma foliatum,snail,1,1,436,3,2,2,Washington,low,exposed,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,278_Paciocinebrina lurida,278,Paciocinebrina lurida,snail,1,1,197,3,2,2,"Puget Sound, WA; Turn Island, WA",low,both,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,285_Nucella lamellosa,285,Nucella lamellosa,snail,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",low,both,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,286_Lirabuccinum dirum,286,Lirabuccinum dirum,snail,1,1,436; 436; 435,3,2,1,NA,middle,both,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,420_Enteroctopus dofleini,420,Enteroctopus dofleini,octopus,4,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",low,pools,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,553_Cancer oregonensis,553,Cancer oregonensis,true crab,1,1,330,3,3,1,"Puget Sound, WA; San Juan Island, WA",low,both,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,554_Cancer productus,554,Cancer productus,true crab,4,1,202,3,1,1,Hecate Strait,low,exposed,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,555_Cancer productus,555,Cancer productus,true crab,1,1,202,3,1,1,Hecate Strait,low,exposed,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,672_Leptasterias aequalis,672,Leptasterias aequalis,sea star,1,1,375,6,3,2,"Sanak Archipelago; Sanak Archipelago, AK",low,pools,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,720_Evasterias troschelii,720,Evasterias troschelii,sea star,1,1,319; 375,3,2,2,"Puget Sound, WA; San Juan Islands, WA; Waddah and Tatoosh Islands, WA; Departure Bay, BC; Sanak Archipelago; Sanak Archipelago, AK",low,pools,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,1745_Enteroctopus dofleini,1745,Enteroctopus dofleini,octopus,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",low,pools,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,3018_Larus brachyrhynchus,3018,Larus brachyrhynchus,bird,1,1,407,6,2,1,"Active Pass, BC",low,both,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,3019_Larus glaucescens,3019,Larus glaucescens,bird,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",low,both,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,3022_Calidris virgata,3022,Calidris virgata,bird,1,1,544; 583,6,3,2,"Tatoosh Island, WA",all,exposed,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,3023_Arenaria melanocephala,3023,Arenaria melanocephala,bird,1,1,397; 398,6,2,1,"Prince William Sound, AK",low,"exposed, both",n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,3049_Melanitta perspicillata,3049,Melanitta perspicillata,bird,1,1,597,3,2,2,British Columbia,low,exposed,n
462_Semibalanus cariosus,462,Semibalanus cariosus,barnacle,1,3110_Arenaria interpres,3110,Arenaria interpres,bird,1,1,575; 577,6,3,2,SE Scotland; global,"middle, all",exposed,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,99_Anthopleura xanthogrammica,99,Anthopleura xanthogrammica,anemone,1,1,375,6,4,2,"Sanak Archipelago; Sanak Archipelago, AK",high,pools,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,100_Anthopleura sola,100,Anthopleura sola,anemone,1,1,375,6,4,2,"Sanak Archipelago; Sanak Archipelago, AK",high,pools,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,101_Anthopleura elegantissima,101,Anthopleura elegantissima,anemone,1,1,375,6,4,2,"Sanak Archipelago; Sanak Archipelago, AK",high,pools,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,103_Anthopleura artemisia,103,Anthopleura artemisia,anemone,1,1,375,6,4,2,"Sanak Archipelago; Sanak Archipelago, AK",high,pools,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,107_Metridium senile,107,Metridium senile,anemone,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",high,pools,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,123_Emplectonema viride,123,Emplectonema viride,nemertean,1,1,606,3,1,1,"Monterey Bay, CA",low,both,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,148_Leptasterias pusilla,148,Leptasterias pusilla,sea star,1,1,375,6,3,2,"Sanak Archipelago; Sanak Archipelago, AK",high,pools,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,149_Leptasterias hexactis,149,Leptasterias hexactis,sea star,1,1,"375; 456, 457",3,2,2,"Sanak Archipelago; Sanak Archipelago, AK; San Juan Islands, WA","high, low",pools,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,150_Pisaster ochraceus,150,Pisaster ochraceus,sea star,1,1,"27, 455, 456; 436",3,1,1,"California; San Juan Islands, WA","low, middle",both,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,199_Lottia digitalis,199,Lottia digitalis,limpet,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",high,both,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,208_Lottia pelta,208,Lottia pelta,limpet,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",high,both,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,215_Lottia scutum,215,Lottia scutum,limpet,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",high,both,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,278_Paciocinebrina lurida,278,Paciocinebrina lurida,snail,1,1,197; 436,3,2,1,"Puget Sound, WA; Turn Island, WA",low,both,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,281_Acanthinucella punctulata,281,Acanthinucella punctulata,snail,1,1,436; 435,3,2,1,NA,high,both,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,284_Nucella emarginata,284,Nucella emarginata,snail,1,1,436; 436; 435,3,2,1,NA,high,"exposed, both",n
463_Balanus glandula,463,Balanus glandula,barnacle,1,285_Nucella lamellosa,285,Nucella lamellosa,snail,1,1,375,3,2,2,"Sanak Archipelago; Sanak Archipelago, AK",high,both,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,286_Lirabuccinum dirum,286,Lirabuccinum dirum,snail,1,1,436; 435,3,2,1,NA,middle,both,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,348_Dirona albolineata,348,Dirona albolineata,nudibranch,1,1,435,6,3,1,NA,low,pools,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,627_Acanthinucella punctulata,627,Acanthinucella punctulata,snail,3,1,436; 435,3,1,1,NA,high,both,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,672_Leptasterias aequalis,672,Leptasterias aequalis,sea star,1,1,375,6,3,2,"Sanak Archipelago; Sanak Archipelago, AK",high,pools,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,704_Hemioniscus balani,704,Hemioniscus balani,isopod,1,4,436,6,3,1,NA,high,exposed,n
463_Balanus glandula,463,Balanus glandula,barnacle,1,720_Evasterias troschelii,720,Evasterias troschelii,sea star,1,1,375; 435,3,2,1,"Sanak Archipelago; Sanak Archipelago, AK","high, all","pools, both",n
