INITIALS,consumerNum,consumerName,consumerCat,consumerStage,resourceNum,resourceName,resourceCat,resourceStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed_interstitial,MorrisHaderlie,epibiota_consumed,notes,link.ID,date_added
ZZ_coded,1087,Amphiascus minutus,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,middle,pools,,yes,,6123,22-Apr-24
ZZ_coded,1087,Amphiascus minutus,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,middle,pools,,yes,,6124,22-Apr-24
ZZ_coded,1087,Amphiascus minutus,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,middle,pools,,yes,,6125,22-Apr-24
ZZ_coded,1087,Amphiascus minutus,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,middle,pools,,yes,,6126,22-Apr-24
ZZ_coded,1087,Amphiascus minutus,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,middle,pools,,yes,,6127,22-Apr-24
ZZ_coded,1087,Amphiascus minutus,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,middle,pools,,yes,,6128,22-Apr-24
ZZ_coded,1087,Amphiascus minutus,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,middle,pools,,yes,,6129,22-Apr-24
ZZ_coded,1088,Amphiascus undosus,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,low,pools,,yes,,6130,22-Apr-24
ZZ_coded,1088,Amphiascus undosus,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,low,pools,,yes,,6131,22-Apr-24
ZZ_coded,1088,Amphiascus undosus,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,low,pools,,yes,,6132,22-Apr-24
ZZ_coded,1088,Amphiascus undosus,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,low,pools,,yes,,6133,22-Apr-24
ZZ_coded,1088,Amphiascus undosus,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,low,pools,,yes,,6134,22-Apr-24
ZZ_coded,1088,Amphiascus undosus,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,low,pools,,yes,,6135,22-Apr-24
ZZ_coded,1088,Amphiascus undosus,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,low,pools,,yes,,6136,22-Apr-24
ZZ_coded,1089,Diosaccus spinatus,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6137,22-Apr-24
ZZ_coded,1089,Diosaccus spinatus,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6138,22-Apr-24
ZZ_coded,1089,Diosaccus spinatus,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6139,22-Apr-24
ZZ_coded,1089,Diosaccus spinatus,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6140,22-Apr-24
ZZ_coded,1089,Diosaccus spinatus,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6141,22-Apr-24
ZZ_coded,1089,Diosaccus spinatus,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6142,22-Apr-24
ZZ_coded,1089,Diosaccus spinatus,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6143,22-Apr-24
ZZ_coded,1090,Paramphiascopsis ekmani,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,middle,pools,,yes,,6144,22-Apr-24
ZZ_coded,1090,Paramphiascopsis ekmani,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,middle,pools,,yes,,6145,22-Apr-24
ZZ_coded,1090,Paramphiascopsis ekmani,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,middle,pools,,yes,,6146,22-Apr-24
ZZ_coded,1090,Paramphiascopsis ekmani,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,middle,pools,,yes,,6147,22-Apr-24
ZZ_coded,1090,Paramphiascopsis ekmani,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,middle,pools,,yes,,6148,22-Apr-24
ZZ_coded,1090,Paramphiascopsis ekmani,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,middle,pools,,yes,,6149,22-Apr-24
ZZ_coded,1090,Paramphiascopsis ekmani,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,middle,pools,,yes,,6150,22-Apr-24
ZZ_coded,1091,Typhlamphiascus pectinifer,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6151,22-Apr-24
ZZ_coded,1091,Typhlamphiascus pectinifer,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6152,22-Apr-24
ZZ_coded,1091,Typhlamphiascus pectinifer,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6153,22-Apr-24
ZZ_coded,1091,Typhlamphiascus pectinifer,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6154,22-Apr-24
ZZ_coded,1091,Typhlamphiascus pectinifer,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6155,22-Apr-24
ZZ_coded,1091,Typhlamphiascus pectinifer,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6156,22-Apr-24
ZZ_coded,1091,Typhlamphiascus pectinifer,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6157,22-Apr-24
ZZ_coded,1092,Typhlamphiascus unisetosus,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6158,22-Apr-24
ZZ_coded,1092,Typhlamphiascus unisetosus,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6159,22-Apr-24
ZZ_coded,1092,Typhlamphiascus unisetosus,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6160,22-Apr-24
ZZ_coded,1092,Typhlamphiascus unisetosus,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6161,22-Apr-24
ZZ_coded,1092,Typhlamphiascus unisetosus,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6162,22-Apr-24
ZZ_coded,1092,Typhlamphiascus unisetosus,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6163,22-Apr-24
ZZ_coded,1092,Typhlamphiascus unisetosus,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6164,22-Apr-24
ZZ_coded,1093,Normanella bolini,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6165,22-Apr-24
ZZ_coded,1093,Normanella bolini,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6166,22-Apr-24
ZZ_coded,1093,Normanella bolini,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6167,22-Apr-24
ZZ_coded,1093,Normanella bolini,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6168,22-Apr-24
ZZ_coded,1093,Normanella bolini,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6169,22-Apr-24
ZZ_coded,1093,Normanella bolini,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6170,22-Apr-24
ZZ_coded,1093,Normanella bolini,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6171,22-Apr-24
ZZ_coded,1094,Normanella confluens,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6172,22-Apr-24
ZZ_coded,1094,Normanella confluens,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6173,22-Apr-24
ZZ_coded,1094,Normanella confluens,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6174,22-Apr-24
ZZ_coded,1094,Normanella confluens,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6175,22-Apr-24
ZZ_coded,1094,Normanella confluens,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6176,22-Apr-24
ZZ_coded,1094,Normanella confluens,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6177,22-Apr-24
ZZ_coded,1094,Normanella confluens,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6178,22-Apr-24
ZZ_coded,1095,Apodopsyllus vermiculiformis,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6179,22-Apr-24
ZZ_coded,1095,Apodopsyllus vermiculiformis,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6180,22-Apr-24
ZZ_coded,1095,Apodopsyllus vermiculiformis,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6181,22-Apr-24
ZZ_coded,1095,Apodopsyllus vermiculiformis,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6182,22-Apr-24
ZZ_coded,1095,Apodopsyllus vermiculiformis,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6183,22-Apr-24
ZZ_coded,1095,Apodopsyllus vermiculiformis,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6184,22-Apr-24
ZZ_coded,1095,Apodopsyllus vermiculiformis,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6185,22-Apr-24
ZZ_coded,1096,Scottopsyllus pararobertsoni,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6186,22-Apr-24
ZZ_coded,1096,Scottopsyllus pararobertsoni,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6187,22-Apr-24
ZZ_coded,1096,Scottopsyllus pararobertsoni,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6188,22-Apr-24
ZZ_coded,1096,Scottopsyllus pararobertsoni,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6189,22-Apr-24
ZZ_coded,1096,Scottopsyllus pararobertsoni,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6190,22-Apr-24
ZZ_coded,1096,Scottopsyllus pararobertsoni,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6191,22-Apr-24
ZZ_coded,1096,Scottopsyllus pararobertsoni,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6192,22-Apr-24
ZZ_coded,1097,Parastenhelia spinosa,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6193,22-Apr-24
ZZ_coded,1097,Parastenhelia spinosa,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6194,22-Apr-24
ZZ_coded,1097,Parastenhelia spinosa,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6195,22-Apr-24
ZZ_coded,1097,Parastenhelia spinosa,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6196,22-Apr-24
ZZ_coded,1097,Parastenhelia spinosa,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6197,22-Apr-24
ZZ_coded,1097,Parastenhelia spinosa,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6198,22-Apr-24
ZZ_coded,1097,Parastenhelia spinosa,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6199,22-Apr-24
ZZ_coded,1098,Alteutha langi,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6200,22-Apr-24
ZZ_coded,1098,Alteutha langi,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6201,22-Apr-24
ZZ_coded,1098,Alteutha langi,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6202,22-Apr-24
ZZ_coded,1098,Alteutha langi,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6203,22-Apr-24
ZZ_coded,1098,Alteutha langi,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6204,22-Apr-24
ZZ_coded,1098,Alteutha langi,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6205,22-Apr-24
ZZ_coded,1098,Alteutha langi,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6206,22-Apr-24
ZZ_coded,1099,Alteuthella sp.,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6207,22-Apr-24
ZZ_coded,1099,Alteuthella sp.,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6208,22-Apr-24
ZZ_coded,1099,Alteuthella sp.,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6209,22-Apr-24
ZZ_coded,1099,Alteuthella sp.,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6210,22-Apr-24
ZZ_coded,1099,Alteuthella sp.,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6211,22-Apr-24
ZZ_coded,1099,Alteuthella sp.,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6212,22-Apr-24
ZZ_coded,1099,Alteuthella sp.,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6213,22-Apr-24
ZZ_coded,1101,Eupelte setacauda,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6214,22-Apr-24
ZZ_coded,1101,Eupelte setacauda,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6215,22-Apr-24
ZZ_coded,1101,Eupelte setacauda,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6216,22-Apr-24
ZZ_coded,1101,Eupelte setacauda,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6217,22-Apr-24
ZZ_coded,1101,Eupelte setacauda,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6218,22-Apr-24
ZZ_coded,1101,Eupelte setacauda,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6219,22-Apr-24
ZZ_coded,1101,Eupelte setacauda,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6220,22-Apr-24
ZZ_coded,1100,Eupelte simile,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6221,22-Apr-24
ZZ_coded,1100,Eupelte simile,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6222,22-Apr-24
ZZ_coded,1100,Eupelte simile,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6223,22-Apr-24
ZZ_coded,1100,Eupelte simile,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6224,22-Apr-24
ZZ_coded,1100,Eupelte simile,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6225,22-Apr-24
ZZ_coded,1100,Eupelte simile,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6226,22-Apr-24
ZZ_coded,1100,Eupelte simile,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6227,22-Apr-24
ZZ_coded,1102,Peltidium sp.,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6228,22-Apr-24
ZZ_coded,1102,Peltidium sp.,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6229,22-Apr-24
ZZ_coded,1102,Peltidium sp.,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6230,22-Apr-24
ZZ_coded,1102,Peltidium sp.,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6231,22-Apr-24
ZZ_coded,1102,Peltidium sp.,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6232,22-Apr-24
ZZ_coded,1102,Peltidium sp.,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6233,22-Apr-24
ZZ_coded,1102,Peltidium sp.,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6234,22-Apr-24
ZZ_coded,1103,Porcellidium fimbriatum,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6235,22-Apr-24
ZZ_coded,1103,Porcellidium fimbriatum,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6236,22-Apr-24
ZZ_coded,1103,Porcellidium fimbriatum,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6237,22-Apr-24
ZZ_coded,1103,Porcellidium fimbriatum,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6238,22-Apr-24
ZZ_coded,1103,Porcellidium fimbriatum,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6239,22-Apr-24
ZZ_coded,1103,Porcellidium fimbriatum,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6240,22-Apr-24
ZZ_coded,1103,Porcellidium fimbriatum,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6241,22-Apr-24
ZZ_coded,1104,Porcellidium viride,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6242,22-Apr-24
ZZ_coded,1104,Porcellidium viride,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6243,22-Apr-24
ZZ_coded,1104,Porcellidium viride,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6244,22-Apr-24
ZZ_coded,1104,Porcellidium viride,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6245,22-Apr-24
ZZ_coded,1104,Porcellidium viride,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6246,22-Apr-24
ZZ_coded,1104,Porcellidium viride,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6247,22-Apr-24
ZZ_coded,1104,Porcellidium viride,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6248,22-Apr-24
ZZ_coded,1053,Danielssenia reducta,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,low,pools,,yes,,6249,22-Apr-24
ZZ_coded,1053,Danielssenia reducta,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,low,pools,,yes,,6250,22-Apr-24
ZZ_coded,1053,Danielssenia reducta,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,low,pools,,yes,,6251,22-Apr-24
ZZ_coded,1053,Danielssenia reducta,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,low,pools,,yes,,6252,22-Apr-24
ZZ_coded,1053,Danielssenia reducta,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,low,pools,,yes,,6253,22-Apr-24
ZZ_coded,1053,Danielssenia reducta,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,low,pools,,yes,,6254,22-Apr-24
ZZ_coded,1053,Danielssenia reducta,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,low,pools,,yes,,6255,22-Apr-24
ZZ_coded,1052,Danielssenia typica,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,low,pools,,yes,,6256,22-Apr-24
ZZ_coded,1052,Danielssenia typica,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,low,pools,,yes,,6257,22-Apr-24
ZZ_coded,1052,Danielssenia typica,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,low,pools,,yes,,6258,22-Apr-24
ZZ_coded,1052,Danielssenia typica,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,low,pools,,yes,,6259,22-Apr-24
ZZ_coded,1052,Danielssenia typica,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,low,pools,,yes,,6260,22-Apr-24
ZZ_coded,1052,Danielssenia typica,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,low,pools,,yes,,6261,22-Apr-24
ZZ_coded,1052,Danielssenia typica,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,low,pools,,yes,,6262,22-Apr-24
ZZ_coded,1106,Idomene purpurocincta,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6263,22-Apr-24
ZZ_coded,1106,Idomene purpurocincta,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6264,22-Apr-24
ZZ_coded,1106,Idomene purpurocincta,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6265,22-Apr-24
ZZ_coded,1106,Idomene purpurocincta,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6266,22-Apr-24
ZZ_coded,1106,Idomene purpurocincta,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6267,22-Apr-24
ZZ_coded,1106,Idomene purpurocincta,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6268,22-Apr-24
ZZ_coded,1106,Idomene purpurocincta,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6269,22-Apr-24
ZZ_coded,1108,Phyllopodopsyllus borutskyi,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6270,22-Apr-24
ZZ_coded,1108,Phyllopodopsyllus borutskyi,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6271,22-Apr-24
ZZ_coded,1108,Phyllopodopsyllus borutskyi,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6272,22-Apr-24
ZZ_coded,1108,Phyllopodopsyllus borutskyi,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6273,22-Apr-24
ZZ_coded,1108,Phyllopodopsyllus borutskyi,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6274,22-Apr-24
ZZ_coded,1108,Phyllopodopsyllus borutskyi,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6275,22-Apr-24
ZZ_coded,1108,Phyllopodopsyllus borutskyi,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6276,22-Apr-24
ZZ_coded,1107,Phyllopodopsyllus parabradyi,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6277,22-Apr-24
ZZ_coded,1107,Phyllopodopsyllus parabradyi,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6278,22-Apr-24
ZZ_coded,1107,Phyllopodopsyllus parabradyi,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6279,22-Apr-24
ZZ_coded,1107,Phyllopodopsyllus parabradyi,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6280,22-Apr-24
ZZ_coded,1107,Phyllopodopsyllus parabradyi,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6281,22-Apr-24
ZZ_coded,1107,Phyllopodopsyllus parabradyi,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6282,22-Apr-24
ZZ_coded,1107,Phyllopodopsyllus parabradyi,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6283,22-Apr-24
ZZ_coded,1109,Eudactylopus latipes,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6284,22-Apr-24
ZZ_coded,1109,Eudactylopus latipes,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6285,22-Apr-24
ZZ_coded,1109,Eudactylopus latipes,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6286,22-Apr-24
ZZ_coded,1109,Eudactylopus latipes,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6287,22-Apr-24
ZZ_coded,1109,Eudactylopus latipes,copepod,1,756,Bacteria,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6288,22-Apr-24
ZZ_coded,1109,Eudactylopus latipes,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6289,22-Apr-24
ZZ_coded,1109,Eudactylopus latipes,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6290,22-Apr-24
ZZ_coded,1110,Parathalestris bulbiseta,copepod,1,771,Viruses,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6291,22-Apr-24
ZZ_coded,1110,Parathalestris bulbiseta,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6292,22-Apr-24
ZZ_coded,1110,Parathalestris bulbiseta,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,436; 435,,all,pools,,yes,,6293,22-Apr-24
ZZ_coded,1110,Parathalestris bulbiseta,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,436; 435,,all,pools,,yes,,6294,22-Apr-24
