STATUS,INITIALS,resourceFam,consumerFam,consumerNum,consumerName,consumerCat,consumerStage,resourceNum,resourceName,resourceCat,resourceStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed,MorrisHaderlie,epibiota_consumed,notes,link.ID,date_added
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1505,Diaulota harteri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13963,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1504,Diaulota vandykei,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13964,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1506,Diglotta pacifica,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13965,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1507,Diglotta legneri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13966,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1508,Giulianium campbelli,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,13967,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1509,Giulianium newtoni,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,13968,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1510,Hadrotes crassus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13969,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1511,Hadrotes crassus,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13970,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1512,Halobrecta algophila,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13971,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1514,Liparocephalus cordicollis,insect,1,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,13972,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1513,Liparocephalus brevipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13973,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1515,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,13974,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1516,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,13975,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1517,Paramblopusa borealis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13976,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1518,Philonthus nudus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13977,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1519,Pontomalota terminalia,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13978,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1520,Tarphiota geniculata,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13979,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1521,Tarphiota pallidipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13980,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1522,Thinusa maritima,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13981,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1493,Bryothinusa catalinae,insect,1,1523,Thinusa fletcheri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,13982,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1487,Aleochara (Coprochara) sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14094,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1488,Aleochara arenaria,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14095,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1489,Amblopusa brevipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14096,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1490,Bledius fenyesi,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14097,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1491,Bryobiota bicolor,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14098,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1492,Bryobiota giulianii,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14099,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1493,Bryothinusa catalinae,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14100,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1497,Cafius opacus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14101,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1498,Cafius sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14102,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1500,Cafius nauticus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14103,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1494,Cafius canescens,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14104,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1495,Cafius luteipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14105,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1499,Cafius sulcicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14106,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1496,Cafius luteipennis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14107,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1501,Diaulota densissima,insect,1,1,3,6,2,375,Sanak Archipelago,high to middle,NA,no,y,,14108,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1502,Diaulota fulviventris,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14109,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1503,Diaulota vandykei,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14110,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1505,Diaulota harteri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14111,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1504,Diaulota vandykei,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14112,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1506,Diglotta pacifica,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14113,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1507,Diglotta legneri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14114,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1508,Giulianium campbelli,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,14115,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1509,Giulianium newtoni,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,14116,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1510,Hadrotes crassus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14117,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1511,Hadrotes crassus,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14118,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1512,Halobrecta algophila,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14119,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1514,Liparocephalus cordicollis,insect,1,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14120,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1513,Liparocephalus brevipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14121,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1515,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14122,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1516,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14123,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1517,Paramblopusa borealis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14124,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1518,Philonthus nudus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14125,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1519,Pontomalota terminalia,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14126,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1520,Tarphiota geniculata,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14127,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1521,Tarphiota pallidipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14128,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1522,Thinusa maritima,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14129,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1494,Cafius canescens,insect,1,1523,Thinusa fletcheri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14130,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1487,Aleochara (Coprochara) sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14131,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1488,Aleochara arenaria,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14132,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1489,Amblopusa brevipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14133,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1490,Bledius fenyesi,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14134,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1491,Bryobiota bicolor,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14135,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1492,Bryobiota giulianii,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14136,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1493,Bryothinusa catalinae,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14137,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1497,Cafius opacus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14138,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1498,Cafius sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14139,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1500,Cafius nauticus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14140,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1494,Cafius canescens,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14141,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1495,Cafius luteipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14142,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1499,Cafius sulcicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14143,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1496,Cafius luteipennis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14144,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1501,Diaulota densissima,insect,1,1,3,6,2,375,Sanak Archipelago,high to middle,NA,no,y,,14145,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1502,Diaulota fulviventris,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14146,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1503,Diaulota vandykei,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14147,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1505,Diaulota harteri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14148,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1504,Diaulota vandykei,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14149,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1506,Diglotta pacifica,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14150,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1507,Diglotta legneri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14151,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1508,Giulianium campbelli,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,14152,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1509,Giulianium newtoni,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,14153,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1510,Hadrotes crassus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14154,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1511,Hadrotes crassus,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14155,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1512,Halobrecta algophila,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14156,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1514,Liparocephalus cordicollis,insect,1,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14157,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1513,Liparocephalus brevipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14158,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1515,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14159,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1516,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14160,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1517,Paramblopusa borealis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14161,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1518,Philonthus nudus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14162,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1519,Pontomalota terminalia,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14163,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1520,Tarphiota geniculata,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14164,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1521,Tarphiota pallidipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14165,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1522,Thinusa maritima,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14166,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1495,Cafius luteipennis,insect,1,1523,Thinusa fletcheri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14167,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1487,Aleochara (Coprochara) sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14205,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1488,Aleochara arenaria,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14206,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1489,Amblopusa brevipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14207,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1490,Bledius fenyesi,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14208,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1491,Bryobiota bicolor,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14209,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1492,Bryobiota giulianii,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14210,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1493,Bryothinusa catalinae,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14211,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1497,Cafius opacus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14212,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1498,Cafius sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14213,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1500,Cafius nauticus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14214,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1494,Cafius canescens,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14215,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1495,Cafius luteipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14216,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1499,Cafius sulcicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14217,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1496,Cafius luteipennis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14218,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1501,Diaulota densissima,insect,1,1,3,6,2,375,Sanak Archipelago,high to middle,NA,no,y,,14219,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1502,Diaulota fulviventris,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14220,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1503,Diaulota vandykei,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14221,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1505,Diaulota harteri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14222,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1504,Diaulota vandykei,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14223,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1506,Diglotta pacifica,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14224,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1507,Diglotta legneri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14225,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1508,Giulianium campbelli,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,14226,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1509,Giulianium newtoni,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,14227,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1510,Hadrotes crassus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14228,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1511,Hadrotes crassus,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14229,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1512,Halobrecta algophila,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14230,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1514,Liparocephalus cordicollis,insect,1,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14231,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1513,Liparocephalus brevipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14232,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1515,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14233,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1516,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14234,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1517,Paramblopusa borealis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14235,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1518,Philonthus nudus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14236,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1519,Pontomalota terminalia,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14237,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1520,Tarphiota geniculata,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14238,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1521,Tarphiota pallidipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14239,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1496,Cafius luteipennis,insect,NA,1522,Thinusa maritima,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14240,8-Oct-24
