date_changed,Reference #,Use,Paper Title,Author,Year,Focal consumer taxon,Focal consumer life stage,Focal consumer type,Consumption type,Resource taxon,resource taxonomic resolution,Resource description,nsboth,CA,EP_RIZ,General location of study,Coordinates of study site,notes,added to edge list,initials,,secondary_citation,link or doi,,,
03/01/2024 04:23PM,115,interaction report,"Trophic Ecology of the Dominant Fishes in Elkhorn Slough, California, 1974-1980","JAMESE BARRYt'2
MARYM. YOKLAVICH3
GRFGOR M. CAILIJET
DAVID A. AMBROSE4
BROOKE S. ANTRIM",1996,Triakis semifasciata,adult,predator,predation,Gammarid amphipods Corophium sp. and Allorchestes angusta,NA,Gammarid amphipods Corophium sp. and Allorchestes angusta,n,y,y,"Elkhorn Slough, (however looked at the inshore habitats of this location, along the estuaries and coastal embayments)","38*48'N, 121*47'W",03/20/2024 01:22PM,done,EMH,,,,,,
03/04/2024 01:37PM,115,interaction report,"Trophic Ecology of the Dominant Fishes in Elkhorn Slough, California, 1974-1981","JAMESE BARRYt'2
MARYM. YOKLAVICH3
GRFGOR M. CAILIJET
DAVID A. AMBROSE4
BROOKE S. ANTRIM",1996,Triakis semifasciata,adult,predator,predation,Hemigrapsus oregonensis,species,Hemigrapsus oregonensis,n,y,y,"Elkhorn Slough, (however looked at the inshore habitats of this location, along the estuaries and coastal embayments)","38*48'N, 121*47'W",03/20/2024 01:22PM,done,EMH,,,,,,
03/04/2024 01:37PM,116,interaction report,The ontogeny of feeding behavior and cranial morphology in the leopard shark Triakis semifasciata (Girard 1854): A longitudinal perspective,"Dayv Lowrya, Philip J.Mottaa, Robert E.Hueterb",2007,Triakis semifasciata,adult,predator,predation,Loligo opalescens,species,Loligo opalescens,na,n,n,"Mote Marine Laboratory, Sarasota, Florida",,03/20/2024 01:22PM,N,EMH,,,,,,
03/01/2024 04:23PM,116,interaction report,The ontogeny of feeding behavior and cranial morphology in the leopard shark Triakis semifasciata (Girard 1854): A longitudinal perspective,"Dayv Lowrya, Philip J.Mottaa, Robert E.Hueterb",2007,Triakis semifasciata,adult,predator,predation,Opisthonema oglinum,species,Opisthonema oglinum,na,n,n,"Mote Marine Laboratory, Sarasota, Florida",,03/20/2024 01:22PM,N,EMH,,,,,,
03/01/2024 04:23PM,116,interaction report,The ontogeny of feeding behavior and cranial morphology in the leopard shark Triakis semifasciata (Girard 1854): A longitudinal perspective,"Dayv Lowrya, Philip J.Mottaa, Robert E.Hueterb",2007,Triakis semifasciata,adult,predator,predation,Palaemonetes pugio,species,Palaemonetes pugio,na,n,n,"Mote Marine Laboratory, Sarasota, Florida",,"*I came upong this paper while searching up other resources for this side project. This paper was interesting to include because it’s hypothesis originally states that diet doesn’t change with ontogenetic shifts or changes in morphology. The paper goes on to reject this null hypothesis, showing that ontogenetic changes which affect the buccal expansion correlate to changes in diet. I felt this was a good paper to support claims from RIZ Lit Search: 110,111, etc. During this study the leopard sharks were fed Loligo opalescens, Opisthonema oglinum, and Palaemonetes pugio. However, I'm hesitant to include these organisms in the edge list because the paper states these food choices were not chosen to represent natural prey neccesarily, but instead to represent different sizes/structures of prey available. ",N,EMH,,,,,,
03/01/2024 04:23PM,117,interaction report,"METAGENOMIC NEXT-GENERATION SEQUENCING REVEALS MIAMIENSIS AVIDUS (CILIOPHORA: SCUTICOCILIATIDA) IN THE 2017 EPIZOOTIC OF LEOPARD SHARKS (TRIAKIS SEMIFASCIATA) IN SAN FRANCISCO BAY, CALIFORNIA, USA",Hanna Retallack;  Mark S. Okihiro;  Elliot Britton;  Sean Van Sommeran;  Joseph L. DeRisi,2019,Triakis semifasciata,adult,parasite,endoparasitism,Miamiensis avidus,species,Miamiensis avidus,n,y,y,Across the San Franscisco Bay (specimens both in the field and lab were examined following strandings that occured all along the SF Bay in 2017). ,,03/20/2024 01:22PM,done,EMH,,,,,,
03/01/2024 04:23PM,118,interaction report,"Observations on the ectoparasites of elasmobranchs in San Francisco Bay, California",Ronald A. Russo,2013,Triakis semifasciata,adult,parasite,ectoparasitism,Achtheinus oblongu,species,Achtheinus oblongu,n,y,y,South San Francisco Bay,,03/20/2024 01:22PM,done,EMH,,,,,,
03/01/2024 04:23PM,118,interaction report,"Observations on the ectoparasites of elasmobranchs in San Francisco Bay, California",Ronald A. Russo,2013,Triakis semifasciata,adult,parasite,ectoparasitism,Branchellion lobata,species,Branchellion lobata,n,y,y,South San Francisco Bay,,"*Ectoparasites found on leopard sharks in the San Francisco Bay include: Branchellion lobata, Achtheinus oblongu, Panadarus bicolor, Echthrogaleus coleoptratus, Lernaeopoda galei. 
",done,EMH,,,,,,
03/01/2024 04:23PM,118,interaction report,"Observations on the ectoparasites of elasmobranchs in San Francisco Bay, California",Ronald A. Russo,2013,Triakis semifasciata,adult,parasite,ectoparasitism,Echthrogaleus coleoptratus,species,Echthrogaleus coleoptratus,n,y,y,South San Francisco Bay,,"*Ectoparasites found on leopard sharks in the San Francisco Bay include: Branchellion lobata, Achtheinus oblongu, Panadarus bicolor, Echthrogaleus coleoptratus, Lernaeopoda galei. 
",done,EMH,,,,,,
,118,interaction report,"Observations on the ectoparasites of elasmobranchs in San Francisco Bay, California",Ronald A. Russo,2013,Triakis semifasciata,adult,parasite,ectoparasitism,Lernaeopoda galei,species,Lernaeopoda galei,n,y,y,South San Francisco Bay,,"*Ectoparasites found on leopard sharks in the San Francisco Bay include: Branchellion lobata, Achtheinus oblongu, Panadarus bicolor, Echthrogaleus coleoptratus, Lernaeopoda galei. 
",done,EMH,,,,,,
03/01/2024 04:23PM,118,interaction report,"Observations on the ectoparasites of elasmobranchs in San Francisco Bay, California",Ronald A. Russo,2013,Triakis semifasciata,adult,parasite,ectoparasitism,Pandarus bicolor,species,Pandarus bicolor,n,y,y,South San Francisco Bay,,"*Ectoparasites found on leopard sharks in the San Francisco Bay include: Branchellion lobata, Achtheinus oblongu, Panadarus bicolor, Echthrogaleus coleoptratus, Lernaeopoda galei. 
",done,EMH,,,,,,
03/03/2024 03:35PM,119,interaction report,EFFECTS OF PREY SIZE AND MOBILITY ON PREY-CAPTURE KINEMATICS IN LEOPARD SHARKS TRIAKIS SEMIFASCIATA,LARA A. FERRY-GRAHAM*,1998,Triakis semifasciata,adult,predator,predation,Callianassa pacifica,species,Callianassa pacifica ( mud shrimp),s,y,y,"Santa Monica Pier, Santa Monica, California, USA","34.0099° N, 118.4960° W",03/20/2024 01:22PM,done,EMH,,,,,,
03/03/2024 03:35PM,120,interaction report,"Elevated body temperatures of adult female leopard sharks, Triakis semifasciata, while aggregating in shallow nearshore embayments: Evidence for behavioral thermoregulation?",Barbara V.HightChristopher G.Lowe,2007,Triakis semifasciata,adult,predator,*see notes,NA,NA,*see notes,s,y,y,Big Fisherman's Cove Marine Life Refuge (Santa Catalina Island),,03/20/2024 01:22PM,N,EMH,,,,,,
03/03/2024 03:36PM,121,interaction report,California's Living Marine Resources: A Status Report (2001),"W.S. Leet, et al.",2001,Triakis semifasciata,adult,predator,predation,Porichthys,genus,"midshipman, (Porichthys sp.?) ",both,y,y,Across California,"NA, multiple locations",03/20/2024 01:22PM,done,EMH,,,,,,
03/04/2024 01:37PM,121,interaction report,California's Living Marine Resources: A Status Report (2001),"W.S. Leet, et al.",2001,Triakis semifasciata,adult,predator,predation,Clupea pallasii,NA,"herring, (assuming Clupea pallasii?)",both,y,y,Across California,"NA, multiple locations",03/20/2024 01:22PM,done,EMH,,,,,,
03/01/2024 04:23PM,121,interaction report,California's Living Marine Resources: A Status Report (2001),"W.S. Leet, et al.",2001,Triakis semifasciata,adult,predator,predation,"crabs, ghost shrimp, clam siphons and sometimes whole clam bodies, polychaete worms, fat inkeeper worms, octopuses",NA,"crabs, ghost shrimp, clam siphons and sometimes whole clam bodies, polychaete worms, fat inkeeper worms, octopuses",both,y,y,Across California,"NA, multiple locations",*Summary of groups of organisms leopard sharks prey upon! ,N,EMH,,,,,,
03/01/2024 04:23PM,121,interaction report,California's Living Marine Resources: A Status Report (2001),"W.S. Leet, et al.",2001,Triakis semifasciata,adult,predator,predation,"croakers, anchovy, surfperches, gobies, rockfishes, flatfish, smoothhounds, guitarfish, batrays",NA,"croakers, anchovy, surfperches, gobies, rockfishes, flatfish, smoothhounds, guitarfish, batrays",both,y,y,Across California,"NA, multiple locations",*Summary of groups of fish leopard sharks prey upon!,N,EMH,,,,,,
03/04/2024 01:37PM,121,interaction report,California's Living Marine Resources: A Status Report (2001),"W.S. Leet, et al.",2001,Triakis semifasciata,adult,predator,predation,Atherinops affinis,species,"topsmelt, (Atherinops affinis?)",both,y,y,Across California,"NA, multiple locations",*More specific types of fish that leopard sharks prey upon! Only common names were used in this report so I attempted to find the taxonomic name of some of the fish,done,EMH,,,,,,
03/19/2024 03:46PM,121,interaction report,California's Living Marine Resources: A Status Report (2001),"W.S. Leet, et al.",2001,Notorynchus cepedianus,adult,predator,predation,Triakis semifasciata,species,Triakis semifasciata,both,y,y,Across California,"NA, multiple locations","*Predator of the leopard shark, unsure how common, only common names were used so I attempted to find the taxonomic names. ","done - REMOVE, species not in RIZ",EMH,,,,,,
03/04/2024 01:37PM,121,interaction report,California's Living Marine Resources: A Status Report (2001),"W.S. Leet, et al.",2001,Carcharodon carcharias,adult,predator,predation,Triakis semifasciata,species,Triakis semifasciata,both,y,y,Across California,"NA, multiple locations","*Predator of the leopard shark, unsure how common, only common names were used so I attempted to find the taxonomic names. ",done,EMH,,,,,,
03/03/2024 03:32PM,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Atherinopsis californiensis,species,Atherinopsis californiensis,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W",03/20/2024 01:22PM,done,EMH,,,,,,
03/03/2024 03:32PM,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Cancer antennarius,species,Cancer antennarius,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W",03/20/2024 01:23PM,done,EMH,,,,,,
03/03/2024 03:32PM,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Cancer magister,species,Cancer magister,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W"," *A study of female leopard shark diets displayed that fish eggs=Atherinopsis and californiensis, and crabs=Cancer antennarius and Cancer magister were the most important/abundant in the diet of leopard sharks ranging from 120-150ish cm. Diet may shift after childbirth, switching from eating fish eggs to crabs. This study was done in a bay that serves as a primary nursey for Triakis semifasciata. 

",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Chilara taylori,species,Chilara taylori,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Citharichthys stigmaeus,species,Citharichthys stigmaeus,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
03/04/2024 01:37PM,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Embiotoca lateralis,species,Embiotoca lateralis,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Lampetra tridentata,species,Lampetra tridentata,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Leptocottus armatus,species,Leptocottus armatus,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Loligo opalescens,species,Loligo opalescens,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Myliobatis californica,species,Myliobatis californica,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Raja binoculata,species,Raja binoculata,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Solen sicarius,species,Solen sicarius,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Squalus acanthias,species,Squalus acanthias,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Syngathus leptorhynchus,species,Syngathus leptorhynchus,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Tresus nutallii,species,Tresus nutallii,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Upogebia pugettensis,species,Upogebia pugettensis,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,122,interaction report,"Reproduction, diet and habitat use of leopard sharks, Triakis semifasciata (Girard), in Humboldt Bay, California, USA","David A. EbertA,C and Thomas B. EbertB",2005,Triakis semifasciata,adult,predator,predation,Urechis caupo,species,Urechis caupo,n,y,y,"Humboldt Bay, California","40◦46′N, 124◦14′W","*^^^The same study listed a table of all the organsims a part of the female leopard sharks diets within this nursey. This is not one of the most important, but is still a part of the diet. ",done,EMH,,,,,,
,123,interaction report,Relative importance of growth and behaviour to elasmobranch suction-feeding performance over early ontogeny,Dayv Lowry Philip J Motta,2007,Triakis semifasciata,adult,predator,predation,Opisthonema oglinum,species,Opisthonema oglinum,na,n,n,"Mote Marine Laboratory, Sarasota, Florida ",,03/20/2024 01:23PM,N,EMH,,,,,,
03/04/2024 01:44PM,124,interaction report,Variations in gastric acid secretion during periods of fasting betweentwo species of shark,"
Yannis P. PapastamatiouChristopher G. Lowe",2005,Triakis semifasciata,adult,predator,predation,NA,NA,*see notes,s,y,y,"LongBeach Aquarium of the Pacific, CA, USA",,03/20/2024 01:23PM,N,EMH,,,,,,
03/03/2024 03:37PM,125,interaction report,Chapter Four - Diet Composition and Trophic Ecology of Northeast Pacific Ocean Sharks,Joseph J.Bizzarro*Aaron B.Carlisle†Wade D.Smith‡EnricCortés§,2017,Triakis semifasciata,adult,predator,predation,NA,NA,"A variety of fish, invertebrates, crabs, molluscs, and zooplankton? The zooplankton is new! Sadly, could not find any specific species names. ",n,y,y,Various locations across the Northeast Pacific Ocean,,03/20/2024 01:23PM,done,EMH,,,,,,
03/04/2024 01:37PM,126,interaction report,Novel Chlamydiales associated with epitheliocystis in a leopard shark Triakis semifasciata,"A. Polkinghorne1,5, H. Schmidt-Posthaus2, A. Meijer3, A. Lehner4, L. Vaughan1,*",2010,Chlamydiales sp. ,adult,parasite,endoparasitism,Triakis semifasciata,species,TRIAKIS SEMIFASCIATA,na,n,n,"Zoological Garden in Basel, Switzerland.",,03/20/2024 01:23PM,,EMH ,,,,,,
03/04/2024 01:37PM,127,interaction report,Feeding and food preferences of the muricid gastropod Ceratostoma foliatum,Kent,1981,Ceratostoma foliatum,adult,predator,predation,Adula californiensis,species,Adula californiensis,n,n,y,"Boiler Bay, OR",,03/20/2024 01:23PM,done,ZZ,,,,,,
,127,interaction report,Feeding and food preferences of the muricid gastropod Ceratostoma foliatum,Kent,1981,Ceratostoma foliatum,adult,predator,predation,Hiatella arctica,species,Hiatella arctica,n,n,y,"Boiler Bay, OR",,03/20/2024 01:23PM,done,ZZ,,,,,,
,127,interaction report,Feeding and food preferences of the muricid gastropod Ceratostoma foliatum,Kent,1981,Ceratostoma foliatum,adult,predator,predation,Mytilus californianus,species,Mytilus californianus,n,n,y,"Boiler Bay, OR",,lab,done,ZZ,,,,,,
,127,interaction report,Feeding and food preferences of the muricid gastropod Ceratostoma foliatum,Kent,1981,Ceratostoma foliatum,adult,predator,predation,Protothaca staminea,species,Protothaca staminea,n,n,y,"Boiler Bay, OR",,field and lab,done,ZZ,,,,,,
03/19/2024 10:24AM,128,interaction report,Specialized feeding in mitrid gastropods - Evidence from a temperate species Mitra idae,Fukuyama and Nybakken,1983,Atrimitra idae,adult,predator,predation,Phascolosoma agassizii,species,Phascolosoma agassizii,s,y,y,"Point Cabrillo, Pacific Grove, CA","36'37 N, 121'53 W",03/20/2024 01:23PM,done,ZZ,,,,,,
03/18/2024 03:28PM,129,interaction report,A Qualitative Assessment of Sponge-Feeding Organisms from the Mexican Pacific Coast,"Verdín Padilla C.J.*, Carballo J.L. and Camacho M.L.",2010,Tylodina fungina,adult,predator,predation,Aplysina geradorgreeni,species,Aplysina geradorgreeni,s,n,y,"Sea of Cortez, Mexico",23o12’N 106o24’W////20o39’N 105o02’W,03/20/2024 01:23PM,done,EMH,,,,,,
03/18/2024 03:29PM,130,interaction report,"Development of Tylodina fungina Gabb, 1865 (Gastropoda: Notaspidea) from the Pacific Coast of Panama",RACHEL COLLIN,2008,Tylodina fungina,adult,predator,predation,Suberea azteca,species,Suberea azteca,na,n,n,Perlas Isands,"8°35.9'N, 78°1.0'W and 8°16.0N, 79°1.3W",03/20/2024 01:24PM,done,EMH,,,,,,
03/04/2024 01:38PM,131,interaction report,Chemical defense and evolutionary ecology of dorid nudibranchs and some other opisthobranch gastropods,John Faulknerl and Michael T. Ghiselin,1983,Tylodina fungina,adult,predator,predation,Aplysina,genus,Aplysina sp. ,,,,"It's a review of literature and discussion, doesn't involve any experiments from one single location... ",,*Confirms that Tylodina fungina is usually associated with and interacting with Aplysina sp. Tylodina fungina consumes yellow coloring from Aplysina sp. which may aid in their ability to blend in an camoflauge on this sponge genus. ,N,EMH,,,,,,
03/04/2024 01:38PM,132,interaction report,Exudation of biologically-active metabolites in the sponge Aplysina fistularis,J. E. Thompson,1985,Tylodina fungina,adult,predator,predation,Aplysina fistularis,species,Aplysina fistularis,s,y,y,"Casa Cove, La Jolla, California, USA",,03/20/2024 01:24PM,done,EMH,,,,,,
03/19/2024 09:01AM,133,interaction report,"Aplysia vaccaria, a new host for the pinnotherid crab Opisthopus transversus",Anthon Craig Beonde,1968,Opisthopus transversus,adult,commensal,non-feeding endocommensalism,Aplysia vaccaria,species,Aplysia vaccaria,s,y,y,"Corona del Mar State Beach, CA",,03/20/2024 01:24PM,done,ZZ,,,,,,
,134,interaction report,Copepods of the genus Anthessius from the Northeastern Pacfic Ocean,Illg,1960,Anthessius navanacis,adult,parasite,ectoparasitism,Navanax inermis,species,Navanax inermis,s,y,y,Anaheim Slough,,03/20/2024 02:14PM,done,ZZ,,,,,,
03/18/2024 03:28PM,134,interaction report,Copepods of the genus Anthessius from the Northeastern Pacfic Ocean,Illg,1960,Anthessius lighti,adult,parasite,ectoparasitism,Aplysia californica,species,Aplysia californica,n,y,y,Bodega Bay,,03/20/2024 02:14PM,,ZZ,,,,,,
,134,interaction report,Copepods of the genus Anthessius from the Northeastern Pacfic Ocean,Illg,1960,Anthessius fitchi,adult,parasite,ectoparasitism,Chaceia ovoidea,species,Chaceia ovoidea,s,y,y,"Carpinteria, CA","November 11, 1954, J. E. Fitch, many specimens, females, males, including holorype and allotype - likely not in RM RIZ because host is burrowing clam",03/20/2024 02:12PM,,ZZ,,,,,,
,134,interaction report,Copepods of the genus Anthessius from the Northeastern Pacfic Ocean,Illg,1960,Anthessius nortoni,adult,parasite,ectoparasitism,Diadora aspera,species,Diadora aspera,n,n,y,"Culver's Point, San Juan, WA",,03/20/2024 02:12PM,,ZZ,,,,,,
,134,interaction report,Copepods of the genus Anthessius from the Northeastern Pacfic Ocean,Illg,1960,Anthessius navanacis,adult,parasite,ectoparasitism,Navanax inermis,species,Navanax inermis,s,y,y,Laguna Beach,,03/20/2024 02:10PM,,ZZ,,,,,,
,134,interaction report,Copepods of the genus Anthessius from the Northeastern Pacfic Ocean,Illg,1960,Anthessius nortoni,adult,parasite,ectoparasitism,Diadora aspera,species,Diadora aspera,n,n,y,"Reed Rock, San Juan Channel, Washington",,03/20/2024 02:08PM,,ZZ,,,,,,
,134,interaction report,Copepods of the genus Anthessius from the Northeastern Pacfic Ocean,Illg,1960,Anthessius nortoni,adult,parasite,ectoparasitism,Diadora aspera,species,Diadora aspera,n,n,y,"Salmon Beach, Tacoma Narrows, Washington",,03/20/2024 02:07PM,,ZZ,,,,,,
,135,interaction report,Berthella (Opisthobranchia: Pleurobranchidae) from the Northeast Pacific Ocean Prey on Plakinid Sponges (Homoscleromorpha: Plakinidae),JEFFREY H. R. GODDARD,2007,Berthella californica,adult,predator,predation,Oscarella carmela,species,Oscarella carmela,n,n,y,"Oregon, USA","43^209N, 124^229W",03/20/2024 02:08PM,done,EMH,,,,,,
,136,interaction report,"Impacts associated with the recent range shift of the aeolid nudibranch Phidiana hiltoni (Mollusca, Opisthobranchia) in California","Jeffrey H. R. Goddard, Terrence M. Gosliner, John S. Pearse",,Phidiana hiltoni,adult,predator,predation,Cuthona divae,species,Cuthona divae,n,y,y,Duxbury Reef,"37.9007° N, 122.7203° W",03/20/2024 02:12PM,done,EMH,,,,,,
03/18/2024 03:31PM,136,interaction report,"Impacts associated with the recent range shift of the aeolid nudibranch Phidiana hiltoni (Mollusca, Opisthobranchia) in California","Jeffrey H. R. Goddard, Terrence M. Gosliner, John S. Pearse",2011,Cuthona lagunae,adult,commensal,spatially associated,Phidiana hiltoni,species,Phidiana hiltoni,n,y,y,Duxbury Reef,"37.9007° N, 122.7203° W",03/20/2024 02:12PM,N,EMH,,,,,,
03/03/2024 03:37PM,137,interaction report,Geographic Variation in the Diet of Opaleye (Girella nigricans) with Respect to Temperature and Habitat,"Michael D. Behrens1¤, Kevin D. Lafferty2*",2012,Girella nigricans,adult,predator,predation,Crustacea,NA,a variety of crustaceans,s,y,y,"Channel Islands and the mainland of Southern California and Northern Baja California, ( did not give specific coordinates)",,03/20/2024 02:12PM,NA,EMH,,,,,,
03/03/2024 03:38PM,137,interaction report,Geographic Variation in the Diet of Opaleye (Girella nigricans) with Respect to Temperature and Habitat,"Michael D. Behrens1¤, Kevin D. Lafferty2*",2012,Girella nigricans,adult,grazer,herbivory,NA,NA,red and green algae,s,y,y,"Channel Islands and the mainland of Southern California and Northern Baja California, ( did not give specific coordinates)",,03/20/2024 01:49PM,NA,EMH,,,,,,
03/19/2024 10:17AM,138,interaction report,"DAY VERSUS NIGHT ACTIVITY OF REEF FISHES IN A KELP FOREST OFF SANTA BARBARA, CALIFORNIA","ALFRED W. EBELING, RICHARD N. BRAY",1976,Girella nigricans,adult,"unknown, see notes","unknown, see notes",NA,NA,Paralabrax clathratus; Oxyjulis californica; and S. serranoides,,y,y,"Naples Reef, Santa Barbara","lat. 34°25'N, long. 119°57'W",03/20/2024 01:49PM,"NO, not defined enough",EMH,,,,,,
03/04/2024 01:38PM,139,interaction report,"Cleaning and Scale-Eating in Juveniles of the Kyphosid Fishes, Hermosilla azurea and Girella nigricans",E. E. DEMARTINI AND JAMES A. COYER,1981,Girella nigricans,juvenile,mutualism/predator,mutualism/predation,Atherinops affinis,species,Atherinops affinis ( and other atherinid fishes) ,s,y,y,"Santa Catalina Island, CA, USA, and some sites across San Diego as well ",,"*Juvinile G. nigricans will eat the ectoparasites and dead skin off of other fish, cleaning them. Occasionally they will also just nip the sides of fish, which was termed ""scale-eating"" when it was observed in hosts with no visible ectoparasites who negatively reacted to this. The majority of fish they would clean or scale eat are atherinid fishes, mainly including atherinops affinis. The cleaning that gets done exhibits mutualism between these two fishes. The scale eating exhibits predation. Juvinile G. nigricans themselves experience ""scale eating"" by  Hermosilla azure.",done,EMH,,,,,,
