resource,resourceNum,resourceName,resourceCat,resourceStage,consumer,consumerNum,consumerName,consumerCat,consumerStage,interactionType,referenceNum,justification,confidence,localities,interactionZone,habitat,parasitic
1233_Limnoria tripunctata_1,1233,Limnoria tripunctata,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1233_Limnoria tripunctata_1,1233,Limnoria tripunctata,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1233_Limnoria tripunctata_1,1233,Limnoria tripunctata,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1233_Limnoria tripunctata_1,1233,Limnoria tripunctata,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1234_Caecijaera horvathi_1,1234,Caecijaera horvathi,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1235_Ancinus granulatus_1,1235,Ancinus granulatus,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,16_Oligocottus maculosus_1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,2088_Hemilepidotus hemilepidotus_1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,2103_Xiphister mucosus_1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,3002_Xiphister mucosus_4,3002,Xiphister mucosus,fish,4,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1236_Dynamene benedicti_1,1236,Dynamene benedicti,isopod,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,16_Oligocottus maculosus_1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,2088_Hemilepidotus hemilepidotus_1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,2103_Xiphister mucosus_1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,3002_Xiphister mucosus_4,3002,Xiphister mucosus,fish,4,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1237_Dynamenella dilatata_1,1237,Dynamenella dilatata,isopod,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,16_Oligocottus maculosus_1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,2088_Hemilepidotus hemilepidotus_1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,2103_Xiphister mucosus_1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,3002_Xiphister mucosus_4,3002,Xiphister mucosus,fish,4,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1238_Dynamenella glabra_1,1238,Dynamenella glabra,isopod,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,16_Oligocottus maculosus_1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,1,258,3,2,Strait of Juan de Fuca; Straight of Juan de Fuca,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,1,258,3,2,Strait of Juan de Fuca; Straight of Juan de Fuca,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"258, 375, 376",3,2,Strait of Juan de Fuca; Straight of Juan de Fuca; Sanak Archipelago,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"258, 375, 376",3,2,Strait of Juan de Fuca; Straight of Juan de Fuca; Sanak Archipelago,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"258, 375, 376",3,2,Strait of Juan de Fuca; Straight of Juan de Fuca; Sanak Archipelago,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,2088_Hemilepidotus hemilepidotus_1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,2091_Liparis florae_1,2091,Liparis florae,fish,1,1,258,3,2,Strait of Juan de Fuca; Straight of Juan de Fuca,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,2092_Oligocottus rimensis_1,2092,Oligocottus rimensis,fish,1,1,258,3,2,Strait of Juan de Fuca; Straight of Juan de Fuca,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,2103_Xiphister mucosus_1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,3002_Xiphister mucosus_4,3002,Xiphister mucosus,fish,4,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1239_Dynamenella sheareri_1,1239,Dynamenella sheareri,isopod,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,16_Oligocottus maculosus_1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,2088_Hemilepidotus hemilepidotus_1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,2103_Xiphister mucosus_1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,3002_Xiphister mucosus_4,3002,Xiphister mucosus,fish,4,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1241_Exosphaeroma inornata_1,1241,Exosphaeroma inornata,isopod,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,high,pools,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,16_Oligocottus maculosus_1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,high,pools,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,high,pools,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,high,pools,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,high,pools,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,high,pools,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,high,pools,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,high,pools,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,2088_Hemilepidotus hemilepidotus_1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,3,Sanak Archipelago,high,pools,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,2103_Xiphister mucosus_1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,high,pools,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,3002_Xiphister mucosus_4,3002,Xiphister mucosus,fish,4,1,"375, 376",6,3,Sanak Archipelago,high,pools,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",high,both,n
1242_Gnorimosphaeroma noblei_1,1242,Gnorimosphaeroma noblei,isopod,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,3,Sanak Archipelago,high,both,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,16_Oligocottus maculosus_1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,2088_Hemilepidotus hemilepidotus_1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,2103_Xiphister mucosus_1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,3002_Xiphister mucosus_4,3002,Xiphister mucosus,fish,4,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1243_Paradella dianae_1,1243,Paradella dianae,isopod,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,16_Oligocottus maculosus_1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,2088_Hemilepidotus hemilepidotus_1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,2103_Xiphister mucosus_1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,3002_Xiphister mucosus_4,3002,Xiphister mucosus,fish,4,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1244_Sphaeroma quoianum_1,1244,Sphaeroma quoianum,isopod,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,16_Oligocottus maculosus_1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,2088_Hemilepidotus hemilepidotus_1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,2103_Xiphister mucosus_1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,3002_Xiphister mucosus_4,3002,Xiphister mucosus,fish,4,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1245_Sphaeroma walkeri_1,1245,Sphaeroma walkeri,isopod,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1246_Gnathia steveni_1,1246,Gnathia steveni,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1247_Idarcturus hedgpethi_1,1247,Idarcturus hedgpethi,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1248_Cleantioides occidentalis_1,1248,Cleantioides occidentalis,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,126_Amphiporus imparispinosus_1,126,Amphiporus imparispinosus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,539_Pugettia producta_4,539,Pugettia producta,true crab,4,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,540_Pugettia gracilis_1,540,Pugettia gracilis,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,541_Pugettia richii_1,541,Pugettia richii,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,542_Pugettia dalli_1,542,Pugettia dalli,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,984_Crangon handi_1,984,Crangon handi,shrimp,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,1718_Amphiporus cruentatus_1,1718,Amphiporus cruentatus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
