node,nodeNum,nodeName,synonymies,category,common_name,life_stage,life_stage_code,province,commonality,reference,zone,habitat_notes,grouping_habits,mobility,trophic_strategy,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,parasite
751_Wrack_0,751,Wrack,NA,dead stuff,NA,NA,0,Both,present,436; 435,NA,NA,NA,sessile,non-feeding,Common Name,Assemblage,NA,NA,NA,NA,NA,NA,NA,n
752_Mulm/DOM_0,752,Mulm/DOM,NA,dead stuff,NA,NA,0,Both,present,436; 435,NA,NA,NA,sessile,non-feeding,Common Name,Assemblage,NA,NA,NA,NA,NA,NA,NA,n
753_Phytoplankton_1,753,Phytoplankton,NA,phytoplankton,NA,adult,1,Both,present,436; 435,NA,NA,NA,mobile,primary producer,Common Name,Assemblage,NA,NA,NA,NA,NA,NA,NA,n
754_Zooplankton_6,754,Zooplankton,NA,zooplankton,NA,multiple,6,Both,present,436; 435,NA,NA,NA,mobile,various (assemblage),Common Name,Assemblage,NA,Animalia,NA,NA,NA,NA,NA,n
756_Bacteria_1,756,Bacteria,NA,microorganism,NA,adult,1,Both,present,436; 435,NA,NA,NA,mobile,various (assemblage),Common Name,Assemblage,NA,Bacteria,NA,NA,NA,NA,NA,n
757_Free living ciliates_6,757,Free living ciliates,NA,microorganism,NA,multiple,6,Both,present,436; 435,NA,NA,NA,mobile,various (assemblage),Common Name,Assemblage,NA,Chromista,Ciliophora,NA,NA,NA,NA,n
758_small crustaceans_6,758,small crustaceans,NA,microorganism,NA,multiple,6,Both,present,436; 435,NA,NA,NA,mobile,various (assemblage),Common Name,Assemblage,NA,Animalia,Arthropoda,NA,NA,NA,NA,n
759_macroalgae_1,759,macroalgae,NA,algae,NA,adult,1,Both,present,435; 436,NA,NA,NA,sessile,primary producer,Common Name,Assemblage,NA,Chromista,NA,NA,NA,NA,NA,n
761_Ligia pallasii_1,761,Ligia pallasii,NA,isopod,NA,adult,1,Both,present,218; 435,high,"sea cliffs, especially in range overlap with L. occidentalis",solitary,mobile,detritivore,Taxonomic,Species,257558,Animalia,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia,n
762_Podocotyle reflexa_1,762,Podocotyle reflexa,NA,trematode,NA,adult,1,Both,present,147,NA,in fish,NA,sessile,parasite,Taxonomic,Species,108910,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,y
764_Pseudodiala acuta_1,764,Pseudodiala acuta,"Diala acuta, Barleeia acuta (L&S)",snail,NA,adult,1,S,present,435,middle,pools,solitary,mobile,grazer,Taxonomic,Species,535648,Animalia,Mollusca,Gastropoda,Littorinimorpha,Barleeiidae,Pseudodiala,n
765_Pterocladiella capillacea_1,765,Pterocladiella capillacea,Pterocladia capillacea,red algae,NA,adult,1,S,common,528; 476,all,exposed,aggregating,sessile,primary producer,Taxonomic,Species,145599,Plantae,NA,Florideophyceae,Gelidiales,Pterocladiaceae,Pterocladiella,n
766_Rhodymenia lobata_1,766,Rhodymenia lobata,NA,red algae,NA,adult,1,S,present,538,NA,NA,aggregating,sessile,primary producer,Taxonomic,Species,372780,Plantae,NA,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,n
767_Sarsia sp._5,767,Sarsia sp.,NA,hydroid,NA,hydroid colony,5,Both,present,435,all,pools,colonial,sessile,filter feeder,Taxonomic,Genus,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,n
768_Scrupocellaria californica_1,768,Scrupocellaria californica,NA,bryozoan,NA,adult,1,Both,present,435,low,pools,colonial,sessile,filter feeder,Taxonomic,Species,469445,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Scrupocellaria,n
769_free living nematodes_6,769,free living nematodes,NA,microorganism,NA,multiple,6,Both,present,436; 435,NA,NA,NA,mobile,various (assemblage),Common Name,Assemblage,NA,Animalia,Nematoda,NA,NA,NA,NA,n
772_Phoronis architecta_1,772,Phoronis architecta,NA,phoronid,NA,adult,1,S,present,435,NA,"under rocks, shells, also vertical",solitary,sessile,filter feeder,Taxonomic,Species,159730,Animalia,Phoronida,NA,NA,Phoronidae,Phoronis,n
783_Flustrellidra spinifera_1,783,Flustrellidra spinifera,Alcyodinium spinifera,bryozoan,NA,adult,1,N,present,435,all,"on algal stipes, especially at bases of Laminaria sinclairii; intertidal to about 70 m.",colonial,sessile,filter feeder,Taxonomic,Species,470659,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Flustrellidridae,Flustrellidra,n
784_Laminaria sinclairii_1,784,Laminaria sinclairii,NA,brown algae,NA,adult,1,Both,common,528,low,"rocky substrates, partial sand",aggregating,sessile,primary producer,Taxonomic,Species,372507,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,n
786_Crisia maxima_1,786,Crisia maxima,NA,bryozoan,NA,adult,1,Both,present,435,all,intertidal,colonial,sessile,filter feeder,Taxonomic,Species,470759,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,n
787_Crisia occidentalis_1,787,Crisia occidentalis,NA,bryozoan,NA,adult,1,Both,present,435,all,intertidal,colonial,sessile,filter feeder,Taxonomic,Species,NA,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,n
788_Crisia serrulata_1,788,Crisia serrulata,NA,bryozoan,NA,adult,1,Both,present,435,all,intertidal,colonial,sessile,filter feeder,Taxonomic,Species,470760,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,n
792_Filicrisia franciscana_1,792,Filicrisia franciscana,NA,bryozoan,NA,adult,1,Both,common,436; 435,all,"undersides of rocks, bioturf; intertidal to 100 m; attaches to base of red, green algae",colonial,sessile,filter feeder,Taxonomic,Species,470794,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Filicrisia,n
795_Tubulipora aliciae_1,795,Tubulipora aliciae,T. pulchra,bryozoan,NA,adult,1,S,present,435,all,loosely attached to algae by small projections,colonial,sessile,filter feeder,Taxonomic,Species,470927,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,Tubulipora,n
796_Tubulipora pacifica_1,796,Tubulipora pacifica,NA,bryozoan,NA,adult,1,S,present,435,low,often on algae; shallow water to about 100 m,colonial,sessile,filter feeder,Taxonomic,Species,470926,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,Tubulipora,n
797_Tubulipora tuba_1,797,Tubulipora tuba,NA,bryozoan,NA,adult,1,S,present,435,all,"encrusting algae, rock, shell;",colonial,sessile,filter feeder,Taxonomic,Species,470928,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,Tubulipora,n
801_Bugula pacifica_1,801,Bugula pacifica,NA,bryozoan,NA,adult,1,N,present,435,all,intertidal to 123 m.,colonial,sessile,filter feeder,Taxonomic,Species,469202,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,n
802_Bugula pugeti_1,802,Bugula pugeti,NA,bryozoan,NA,adult,1,N,present,435,low,in fouling community; low tide to 117 m,colonial,sessile,filter feeder,Taxonomic,Species,469204,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,n
804_Callopora corniculifera_1,804,Callopora corniculifera,NA,bryozoan,NA,adult,1,Both,present,435,all,"encrusting rock, shell",colonial,sessile,filter feeder,Taxonomic,Species,469275,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Callopora,n
806_Caulibugula ciliata_1,806,Caulibugula ciliata,NA,bryozoan,NA,adult,1,Both,common,435,low,common on red algae,colonial,sessile,filter feeder,Taxonomic,Species,448287,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Caulibugula,n
807_Cauloramphus californiensis_1,807,Cauloramphus californiensis,C. spiniferum,bryozoan,NA,adult,1,S,common,435,low,"encrusts shell, rock, kelp holdfasts",colonial,sessile,filter feeder,Taxonomic,Species,469299,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Cauloramphus,n
810_Cellaria mandibulata_1,810,Cellaria mandibulata,NA,bryozoan,NA,adult,1,Both,present,435,all,on hard substrates,colonial,sessile,filter feeder,Taxonomic,Species,469492,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Cellaria,n
815_Dendrobeania curvirostrata_1,815,Dendrobeania curvirostrata,NA,bryozoan,NA,adult,1,Both,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,469231,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Dendrobeania,n
819_Membranipora raymondi_1,819,Membranipora raymondi,Membranipora fusca,bryozoan,NA,adult,1,N,present,435,all,"encrusting shells, stones",colonial,sessile,filter feeder,Taxonomic,Species,469963,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,n
820_Membranipora membranacea_1,820,Membranipora membranacea,NA,bryozoan,NA,adult,1,Both,present,435,all,heavy encrustations on giant kelp,colonial,sessile,filter feeder,Taxonomic,Species,111411,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,n
821_Membranipora serrilamella_1,821,Membranipora serrilamella,Membranipora villosa; M. perfragilis,bryozoan,NA,adult,1,Both,present,435,low,common on algae,colonial,sessile,filter feeder,Taxonomic,Species,718269,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,n
822_Membranipora tuberculata_1,822,Membranipora tuberculata,NA,bryozoan,NA,adult,1,N,present,435,all,"on floating Sargassum; encrusting kelp, other algae",colonial,sessile,filter feeder,Taxonomic,Species,183266,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,n
834_Tricellaria circumternata_1,834,Tricellaria circumternata,Trincellaria ternata,bryozoan,NA,adult,1,N,present,435,low,"attached to hydroids, arenaceous worm tubes, erect bryozoan colonies, seaweeds",colonial,sessile,filter feeder,Taxonomic,Species,469473,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,n
839_Jullienula hippocrepis_1,839,Jullienula hippocrepis,"Lyrula hippocrepis of Osburn, 1950; Cribrilina hippocrepis, Reginella",bryozoan,NA,adult,1,Both,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,467137,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Jullienula,n
840_Reginella furcata_1,840,Reginella furcata,x,bryozoan,NA,adult,1,Both,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,467451,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Reginella,n
841_Reginella nitida_1,841,Reginella nitida,Reginella,bryozoan,NA,adult,1,Both,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,467453,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Reginella,n
847_Cryptosula pallasiana_1,847,Cryptosula pallasiana,NA,bryozoan,NA,adult,1,Both,present,435,all,NA,colonial,sessile,filter feeder,Taxonomic,Species,111343,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cryptosulidae,Cryptosula,n
865_Microporella californica_1,865,Microporella californica,Microporelloides,bryozoan,NA,adult,1,Both,present,435,all,NA,colonial,sessile,filter feeder,Taxonomic,Species,470040,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,n
867_Microporella cribrosa_1,867,Microporella cribrosa,Microporelloides (Cribriporella) cribrosa,bryozoan,NA,adult,1,Both,present,435,low,"on rock, shell, algae, pilings",colonial,sessile,filter feeder,Taxonomic,Species,470049,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,n
868_Microporella infundibulipora_1,868,Microporella infundibulipora,Microporelloides (Cribriporella) infundibulipora,bryozoan,NA,adult,1,Both,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,470050,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,n
870_Microporella umboniformis_1,870,Microporella umboniformis,Microporelloides (Microporelloides) umboniformis,bryozoan,NA,adult,1,N,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,470053,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,n
876_Phidolopora pacifica_1,876,Phidolopora pacifica,NA,bryozoan,NA,adult,1,Both,present,435,low,attached to hard substrate,colonial,sessile,filter feeder,Taxonomic,Species,470149,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Phidolopora,n
891_Terebratalia transversa_1,891,Terebratalia transversa,NA,brachiopod,NA,adult,1,Both,present,435,very low,often attached to the underside of rocks at very low tides in the northern part of range,solitary,sessile,filter feeder,Taxonomic,Species,235615,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Terebrataliidae,Terebratalia,n
900_Pycnoclavella stanleyi_1,900,Pycnoclavella stanleyi,NA,tunicate,NA,adult,1,Both,common,435,low,"Common on sandy rocks, among roots of surfgrass Phyllospadix;",colonial,sessile,filter feeder,Taxonomic,Species,251245,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Pycnoclavella,n
902_Eudistoma molle_1,902,Eudistoma molle,Archidistoma,tunicate,NA,adult,1,Both,common,435,low,Common in beds of surfgrass Phyllospadix.,colonial,sessile,filter feeder,Taxonomic,Species,250233,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,n
904_Ritterella rubra_1,904,Ritterella rubra,NA,tunicate,NA,adult,1,N,present,435,low,"under rocks, caves, zone 4",colonial,sessile,filter feeder,Taxonomic,Species,251340,Animalia,Chordata,Ascidiacea,Aplousobranchia,Ritterellidae,Ritterella,n
905_Chelyosoma productum_1,905,Chelyosoma productum,NA,tunicate,"Flattop sea squirt, horseshoe ascidian",adult,1,Both,present,435,low,"rocks, several individuals usually clumped",aggregating,sessile,filter feeder,Taxonomic,Species,250013,Animalia,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Chelyosoma,n
910_Hydractinia armata_5,910,Hydractinia armata,NA,hydroid,NA,hydroid colony,5,N,present,435,all,"Found in association with H. milled (Fraser 1946), on coralline algae in tide pools at Moss Beach, a rocky intertidal site on the open coast just south of San Francisco Bay",colonial,sessile,filter feeder,Taxonomic,Species,284841,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Hydractinia,n
921_Coryne eximia_5,921,Coryne eximia,NA,hydroid,NA,hydroid colony,5,N,present,435,all,rocky,colonial,sessile,filter feeder,Taxonomic,Species,151860,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,n
925_Coryne sp._5,925,Coryne sp.,NA,hydroid,NA,hydroid colony,5,Both,present,435,all,NA,colonial,sessile,filter feeder,Taxonomic,Genus,NA,Animalia,C,Hydrozoa,Anthoathecata,Corynidae,Coryne,n
927_Sarsia sp._1,927,Sarsia sp.,NA,plankton,NA,medusa,1,Both,present,435,all,NA,solitary,mobile,filter feeder,Taxonomic,Genus,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,n
935_Tubularia harrimani_5,935,Tubularia harrimani,NA,hydroid,NA,hydroid colony,5,N,present,435,all,NA,colonial,sessile,filter feeder,Taxonomic,Species,285983,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Tubularia,n
940_Aglaophenia inconspicua_5,940,Aglaophenia inconspicua,NA,hydroid,NA,hydroid colony,5,Both,present,435,all,on algae,colonial,sessile,filter feeder,Taxonomic,Species,284030,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,n
941_Aequorea victoria_5,941,Aequorea victoria,NA,hydroid,NA,hydroid colony,5,Both,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,283998,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,n
942_Aequorea victoria_1,942,Aequorea victoria,NA,plankton,NA,medusa,1,Both,present,435,low,NA,solitary,mobile,filter feeder,Taxonomic,Species,283998,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,n
945_Eutonina indicans_1,945,Eutonina indicans,NA,plankton,NA,medusa,1,N,seasonally abundant,435,low,"abundant in summer plankton, may litter ocean beaches",solitary,mobile,filter feeder,Taxonomic,Species,117517,Animalia,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutonina,n
946_Halecium sp._5,946,Halecium sp.,NA,hydroid,NA,hydroid colony,5,Both,present,435,all,NA,colonial,sessile,filter feeder,Taxonomic,Species,NA,Animalia,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,n
951_Plumularia goodei_5,951,Plumularia goodei,NA,hydroid,NA,hydroid colony,5,Both,present,435,all,"on shore, near-shore rocks",colonial,sessile,filter feeder,Taxonomic,Species,285249,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,n
952_Plumularia lagenifera_5,952,Plumularia lagenifera,NA,hydroid,NA,hydroid colony,5,Both,present,435,all,NA,colonial,sessile,filter feeder,Taxonomic,Species,285262,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,n
953_Plumularia setacea_5,953,Plumularia setacea,NA,hydroid,NA,hydroid colony,5,Both,abundant,435,all,substrate generalist,colonial,sessile,filter feeder,Taxonomic,Species,117824,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,n
959_Sertularia argentea_5,959,Sertularia argentea,NA,hydroid,NA,hydroid colony,5,N,present,435,all,on shore rocks,colonial,sessile,filter feeder,Taxonomic,Species,117912,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Sertularia,n
962_Symplectoscyphus turgidus_5,962,Symplectoscyphus turgidus,"Sertularia túrgida, Sertularella túrgida",hydroid,NA,hydroid colony,5,Both,common,435,all,"growing on rocky bottoms, serving as a substrate for various epibionts",colonial,sessile,filter feeder,Taxonomic,Species,285713,Animalia,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Symplectoscyphus,n
964_Orthopyxis everta_5,964,Orthopyxis everta,Eucopella everta,hydroid,NA,hydroid colony,5,Both,locally abundant,435,very low,on kelp,colonial,sessile,filter feeder,Taxonomic,Species,117392,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,n
965_Orthopyxis integra_5,965,Orthopyxis integra,Eucpella integra,hydroid,NA,hydroid colony,5,Both,present,435,low,cosmopolitan,colonial,sessile,filter feeder,Taxonomic,Species,117393,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,n
972_Epiactis ritteri_1,972,Epiactis ritteri,NA,anemone,NA,adult,1,N,present,435,low,"Under, on rocks in protected places of outer coast",solitary,sessile,filter feeder,Taxonomic,Species,283436,Animalia,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,Epiactis,n
973_Diadumene lighti_1,973,Diadumene lighti,NA,anemone,NA,adult,1,Both,present,435,all,In sand among algal holdfasts along edges of rocky shore tide channels,solitary,sessile,filter feeder,Taxonomic,Species,283514,Animalia,Cnidaria,Hexacorallia,Actiniaria,Diadumenidae,Diadumene,n
979_Cryptophyton goddardi_1,979,Cryptophyton goddardi,Clavularia,octocoral,NA,adult,1,N,present,435,low,"underside of rocks, overhangs",colonial,sessile,filter feeder,Taxonomic,Species,289749,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Carijoidae,Cryptophyton,n
981_Alcyonium sp._1,981,Alcyonium sp.,"Gersemia rubiformis""",octocoral,sea strawberry,adult,1,N,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,NA,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,n
982_Discophyton rudyi_1,982,Discophyton rudyi,NA,octocoral,NA,adult,1,N,present,435; 469,low,"exposed rocky headlands; attached to the undersides of overhanging boulders, ledges or to the vertical sides of surge channels",colonial,sessile,filter feeder,Taxonomic,Species,289828,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Discophytidae,Discophyton,n
984_Crangon handi_1,984,Crangon handi,NA,shrimp,NA,adult,1,N,present,435; 251,low,"Coarse sand of coves, surge channels, sometimes among surfgrass along rocky outer coast, matching substrate in color",solitary,mobile,carnivore (scavenger + predator),Taxonomic,Species,515548,Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,n
985_Alpheus sp._1,985,Alpheus sp.,NA,shrimp,snapping shrimp,adult,1,Both,present,435,very low,"in sponges, kelp holdfasts, old pholad bore holes.",solitary,mobile,omnivore,Taxonomic,Genus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,n
986_Alpheus bellimanus_1,986,Alpheus bellimanus,NA,shrimp,olive snapping shrimp,adult,1,Both,present,435,very low,"under rocks,, in holdfasts",solitary,mobile,omnivore,Taxonomic,Species,514832,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,n
987_Betaeus setosus_1,987,Betaeus setosus,NA,shrimp,fuzzy hooded shrimp,adult,1,N,present,435; 286,low,"Under rocks, in algae on semiprotected rocky coasts; in kelp holdfasts (especially Laminaria), surfgrass (Phyllospadix) roots; on pilings. Small, symbiotic with pairs of Pachycheles rudis, underneath crabs, translucent, easily missed.",solitary,mobile,unknown,Taxonomic,Species,515050,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Betaeus,n
988_Heptacarpus palpator_1,988,Heptacarpus palpator,NA,shrimp,NA,adult,1,Both,present,435,low,"in tidepools, under rocks",solitary,mobile,scavenger,Taxonomic,Species,515261,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Heptacarpus,n
989_Heptacarpus pugettensis_1,989,Heptacarpus pugettensis,NA,shrimp,NA,adult,1,N,present,435,very low,aggregate under boulders,solitary,mobile,scavenger,Taxonomic,Species,515264,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Heptacarpus,n
990_Heptacarpus taylori_1,990,Heptacarpus taylori,NA,shrimp,NA,adult,1,N,present,435,middle,"under rocks, clumps of bryozoans, sponges; in algae",solitary,mobile,scavenger,Taxonomic,Species,515269,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Heptacarpus,n
992_Pugettia producta_2,992,Pugettia producta,NA,true crab,NA,eggs,2,Both,common,435,low,NA,solitary,sessile,non-feeding,Life Stage,Species,240780,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,n
994_Pinnixa tomentosa_1,994,Pinnixa tomentosa,NA,true crab,NA,adult,1,S,present,435,all,in RIZ: in terebellids,solitary,mobile,filter feeder,Taxonomic,Species,445063,Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa,n
995_Cancer gracilis_4,995,Cancer gracilis,NA,true crab,NA,juvenile,4,Both,uncommon,435,low,"pelagic, riding on medusae",solitary,mobile,carnivore (scavenger + predator),Life Stage,Species,452220,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,n
996_Cancer gracilis_3,996,Cancer gracilis,NA,true crab,NA,megalops,3,Both,uncommon,435,low,"pelagic, riding on medusae",solitary,mobile,carnivore (scavenger + predator),Life Stage,Species,452220,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,n
998_Carcinus maenas_1,998,Carcinus maenas,NA,true crab,European Green Crab,adult,1,N,introduced,435,low,NA,solitary,mobile,carnivore (scavenger + predator),Taxonomic,Species,107381,Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,n
999_Carcinus maenas_2,999,Carcinus maenas,NA,true crab,European Green Crab,eggs,2,N,introduced,435,low,NA,solitary,mobile,non-feeding,Life Stage,Species,107381,Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,n
1000_Lophopanopeus bellus bellus_1,1000,Lophopanopeus bellus bellus,NA,true crab,NA,adult,1,N,present,435; 280,all,"under rocks; stones of protected, unprotected coast",solitary,mobile,omnivore,Taxonomic,Subspecies,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Lophopanopeus,n
1001_Lophopanopeus bellus digensis_1,1001,Lophopanopeus bellus digensis,NA,true crab,NA,adult,1,Both,present,435; 280,all,"under rocks; stones of protected, unprotected coast",solitary,mobile,omnivore,Taxonomic,Subspecies,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Lophopanopeus,n
1002_Lophopanopeus leucomanus_1,1002,Lophopanopeus leucomanus,NA,true crab,NA,adult,1,N,present,435; 293,all,"in coarse sand under rocks, in surfgrass roots",solitary,mobile,omnivore,Taxonomic,Species,443980,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Lophopanopeus,n
1009_Paguristes ulreyi_1,1009,Paguristes ulreyi,NA,hermit crab,furry hermit,adult,1,N,present,435; 296,low,"in shells of Lithopoma gibberosum, Lithopoma undosum, Polinices lewisii, and Kelletia kelletii",solitary,mobile,omnivore,Taxonomic,Species,368304,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,n
1010_Discorsopagurus schmitti_1,1010,Discorsopagurus schmitti,NA,hermit crab,NA,adult,1,N,present,435; 280,low,in broken or attached worm tubes,solitary,mobile,filter feeder,Taxonomic,Species,366310,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Discorsopagurus,n
1012_Pagurus beringanus_1,1012,Pagurus beringanus,NA,hermit crab,NA,adult,1,N,present,435,low,on rock jetties,solitary,mobile,omnivore,Taxonomic,Species,366657,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,n
1056_Ectinosoma melaniceps_1,1056,Ectinosoma melaniceps,NA,copepod,NA,adult,1,NA,common,435,low,"ntertidal marine habitats rich in detritus, in eelgrass",aggregating,mobile,filter feeder,Taxonomic,Species,116041,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Ectinosoma,n
1064_Harpacticus compressus_1,1064,Harpacticus compressus,NA,copepod,NA,adult,1,Both,present,435,low,"in epiphytes on eelgrass, macroalgae",aggregating,mobile,filter feeder,Taxonomic,Species,352108,Animalia,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Harpacticus,n
1065_Harpacticus pacificus_1,1065,Harpacticus pacificus,NA,copepod,NA,adult,1,Both,common,435,low,"in epiphytes on macroalgae, eelgrass,, rocks",aggregating,mobile,filter feeder,Taxonomic,Species,358707,Animalia,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Harpacticus,n
1066_Harpacticus septentrionalis_1,1066,Harpacticus septentrionalis,NA,copepod,NA,adult,1,NA,present,435,low,"Lower intertidal/shallow subtidal algae, eelgrass",aggregating,mobile,filter feeder,Taxonomic,Species,116177,Animalia,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Harpacticus,n
1067_Harpacticus spinulosus_1,1067,Harpacticus spinulosus,NA,copepod,NA,adult,1,NA,present,435,low,"of algae collected at DB, sand around eelgrass",aggregating,mobile,filter feeder,Taxonomic,Species,358712,Animalia,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Harpacticus,n
1068_Harpacticus uniremis_1,1068,Harpacticus uniremis,NA,copepod,NA,adult,1,Both,present,435,middle,habitat generalist,aggregating,mobile,filter feeder,Taxonomic,Species,116179,Animalia,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Harpacticus,n
1069_Zaus aurelii_1,1069,Zaus aurelii,NA,copepod,NA,adult,1,NA,common,435,all,"on eelgrass, macroalgae",aggregating,mobile,filter feeder,Taxonomic,Species,116186,Animalia,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Zaus,n
