resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,ref_num,justification,zone,habitat,localities,confidence
462,Semibalanus cariosus,barnacle,1,1724,Nemertopsis gracilis,nemertean,1,1,"375, 376",6,low,both,Sanak Archipelago,3
462,Semibalanus cariosus,barnacle,1,1745,Enteroctopus dofleini,octopus,1,1,"375, 376",3,low,pools,Sanak Archipelago,2
462,Semibalanus cariosus,barnacle,1,1746,Enteroctopus dofleini,octopus,2,1,"375, 376",3,low,pools,Sanak Archipelago,2
462,Semibalanus cariosus,barnacle,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
462,Semibalanus cariosus,barnacle,1,3019,Larus glaucescens,bird,1,1,"375, 376",3,low,both,Sanak Archipelago,2
462,Semibalanus cariosus,barnacle,1,3023,Arenaria melanocephala,bird,1,1,"397, 398",6,low,"exposed, both","Prince William Sound, AK",2
463,Balanus glandula,barnacle,1,99,Anthopleura xanthogrammica,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
463,Balanus glandula,barnacle,1,100,Anthopleura sola,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
463,Balanus glandula,barnacle,1,101,Anthopleura elegantissima,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
463,Balanus glandula,barnacle,1,103,Anthopleura artemisia,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
463,Balanus glandula,barnacle,1,107,Metridium senile,anemone,1,1,"375, 376",3,high,pools,Sanak Archipelago,2
463,Balanus glandula,barnacle,1,123,Emplectonema gracile,nemertean,1,1,"375, 376",6,high,both,Sanak Archipelago,3
463,Balanus glandula,barnacle,1,148,Leptasterias pusilla,sea star,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
463,Balanus glandula,barnacle,1,149,Leptasterias hexactis,sea star,1,1,"375, 376, 456, 457",3,"high, low",pools,"Sanak Archipelago; San Juan Islands, WA",2
463,Balanus glandula,barnacle,1,150,Pisaster ochraceus,sea star,1,1,"27, 455, 456, 436",3,"low, middle",both,"California; San Juan Islands, WA",1
463,Balanus glandula,barnacle,1,199,Lottia digitalis,limpet,1,1,"375, 376",3,high,both,Sanak Archipelago,2
463,Balanus glandula,barnacle,1,208,Lottia pelta,limpet,1,1,"375, 376",3,high,both,Sanak Archipelago,2
463,Balanus glandula,barnacle,1,215,Lottia scutum,limpet,1,1,"375, 376",3,high,both,Sanak Archipelago,2
463,Balanus glandula,barnacle,1,278,Paciocinebrina lurida,snail,1,1,"197, 436",3,low,both,"Puget Sound, WA; Turn Island, WA",2
463,Balanus glandula,barnacle,1,281,Acanthinucella punctulata,snail,1,1,436; 435,3,high,both,,2
463,Balanus glandula,barnacle,1,284,Nucella emarginata,snail,1,1,"436, 436; 435",3,high,"exposed, both",,2
463,Balanus glandula,barnacle,1,285,Nucella lamellosa,snail,1,1,"375, 376",3,high,both,Sanak Archipelago,2
463,Balanus glandula,barnacle,1,286,Lirabuccinum dirum,snail,1,1,436; 435,3,middle,both,,2
463,Balanus glandula,barnacle,1,348,Dirona albolineata,nudibranch,1,1,435,6,low,pools,,3
463,Balanus glandula,barnacle,1,627,Acanthinucella punctulata,snail,3,1,436; 435,3,high,both,,1
463,Balanus glandula,barnacle,1,672,Leptasterias aequalis,sea star,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
463,Balanus glandula,barnacle,1,704,Hemioniscus balani,isopod,1,4,436,6,high,exposed,,3
463,Balanus glandula,barnacle,1,712,Homo sapiens,human,1,1,"375, 376",3,high,both,Sanak Archipelago,2
463,Balanus glandula,barnacle,1,720,Evasterias troschelii,sea star,1,1,"375, 376, 435",3,"high, all","pools, both",Sanak Archipelago,2
463,Balanus glandula,barnacle,1,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,,3
463,Balanus glandula,barnacle,1,1723,Emplectonema buergeri,nemertean,1,1,"375, 376",6,high,both,Sanak Archipelago,3
463,Balanus glandula,barnacle,1,1724,Nemertopsis gracilis,nemertean,1,1,"375, 376",6,high,both,Sanak Archipelago,3
463,Balanus glandula,barnacle,1,1896,Onchidoris bilamellata,nudibranch,1,1,435,6,all,pools,,3
463,Balanus glandula,barnacle,1,3012,Haematopus bachmani,bird,1,1,"375, 376",3,high,both,Sanak Archipelago,2
463,Balanus glandula,barnacle,1,3018,Larus brachyrynchus,bird,1,1,407,6,high,both,"Active Pass, BC",2
463,Balanus glandula,barnacle,1,3019,Larus glaucescens,bird,1,1,"375, 376",3,high,both,Sanak Archipelago,2
463,Balanus glandula,barnacle,1,3022,Calidris virgata,bird,1,1,399,3,high,both,"Seal Rock, OR",2
463,Balanus glandula,barnacle,1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,high,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2
463,Balanus glandula,barnacle,1,3049,Melanitta perspicillata,bird,1,1,"375, 376",3,high,both,Sanak Archipelago,2
464,Balanus glandula,barnacle,5,99,Anthopleura xanthogrammica,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
464,Balanus glandula,barnacle,5,100,Anthopleura sola,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
464,Balanus glandula,barnacle,5,101,Anthopleura elegantissima,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
464,Balanus glandula,barnacle,5,103,Anthopleura artemisia,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
464,Balanus glandula,barnacle,5,107,Metridium senile,anemone,1,1,"375, 376",3,high,pools,Sanak Archipelago,2
464,Balanus glandula,barnacle,5,123,Emplectonema gracile,nemertean,1,1,"375, 376",6,high,both,Sanak Archipelago,3
464,Balanus glandula,barnacle,5,148,Leptasterias pusilla,sea star,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
464,Balanus glandula,barnacle,5,149,Leptasterias hexactis,sea star,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
464,Balanus glandula,barnacle,5,150,Pisaster ochraceus,sea star,1,1,"27, 436",3,"all, middle","pools, both",California,1
464,Balanus glandula,barnacle,5,197,Lottia asmi,limpet,1,1,436,6,middle,both,California,2
464,Balanus glandula,barnacle,5,198,Lottia austrodigitalis,limpet,1,1,436,6,high,both,California,2
464,Balanus glandula,barnacle,5,199,Lottia digitalis,limpet,1,1,"375, 376, 436",3,high,both,Sanak Archipelago; California,2
464,Balanus glandula,barnacle,5,200,Lottia fenestrata,limpet,1,1,436,6,middle,both,California,2
464,Balanus glandula,barnacle,5,201,Lottia gigantea,limpet,1,1,436,6,high,both,California,2
464,Balanus glandula,barnacle,5,202,Lottia instabilis,limpet,1,1,436,6,low,both,California,2
464,Balanus glandula,barnacle,5,203,Lottia limatula,limpet,1,1,436,6,middle,both,California,2
464,Balanus glandula,barnacle,5,204,Lottia ochracea,limpet,1,1,436,6,very low,both,California,2
464,Balanus glandula,barnacle,5,205,Lottia strigatella,limpet,4,1,436,6,middle,both,California,2
464,Balanus glandula,barnacle,5,206,Lottia strigatella,limpet,1,1,436,6,middle,both,California,2
464,Balanus glandula,barnacle,5,207,Lottia paradigitalis,limpet,1,1,436,6,high,both,California,2
464,Balanus glandula,barnacle,5,208,Lottia pelta,limpet,1,1,"375, 376, 436",3,"high, middle",both,Sanak Archipelago; California,2
464,Balanus glandula,barnacle,5,209,Lottia persona,limpet,1,1,436,6,high,both,California,2
464,Balanus glandula,barnacle,5,210,Lottia scabra,limpet,1,1,436,6,high,both,California,2
464,Balanus glandula,barnacle,5,211,Lottia sp.,limpet,1,1,436,6,low,both,California,2
464,Balanus glandula,barnacle,5,212,Lottia triangularis,limpet,1,1,436,6,low,both,California,2
464,Balanus glandula,barnacle,5,215,Lottia scutum,limpet,1,1,"375, 376, 436",3,"high, middle",both,Sanak Archipelago; California,2
464,Balanus glandula,barnacle,5,272,Ceratostoma foliatum,snail,1,1,436,3,low,exposed,Washington,2
464,Balanus glandula,barnacle,5,278,Paciocinebrina lurida,snail,1,1,"197, 436",3,low,both,"Puget Sound, WA; Turn Island, WA",2
464,Balanus glandula,barnacle,5,281,Acanthinucella punctulata,snail,1,1,"436, 436; 435",3,high,"pools, both",,2
464,Balanus glandula,barnacle,5,284,Nucella emarginata,snail,1,1,436; 435,3,high,both,,2
464,Balanus glandula,barnacle,5,285,Nucella lamellosa,snail,1,1,"375, 376",3,high,both,Sanak Archipelago,2
464,Balanus glandula,barnacle,5,286,Lirabuccinum dirum,snail,1,1,"436, 436; 435",3,middle,both,,2
464,Balanus glandula,barnacle,5,348,Dirona albolineata,nudibranch,1,1,435,6,low,pools,,3
464,Balanus glandula,barnacle,5,627,Acanthinucella punctulata,snail,3,1,"436, 436; 435",3,high,"pools, both",,1
464,Balanus glandula,barnacle,5,672,Leptasterias aequalis,sea star,1,1,"375, 376",6,high,pools,Sanak Archipelago,3
464,Balanus glandula,barnacle,5,712,Homo sapiens,human,1,1,"375, 376",3,high,both,Sanak Archipelago,2
464,Balanus glandula,barnacle,5,720,Evasterias troschelii,sea star,1,1,"375, 376, 435",3,"high, all","pools, both",Sanak Archipelago,2
464,Balanus glandula,barnacle,5,736,Lottia conus,limpet,1,1,436,6,high,both,California,2
464,Balanus glandula,barnacle,5,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,,3
464,Balanus glandula,barnacle,5,1723,Emplectonema buergeri,nemertean,1,1,"375, 376",6,high,both,Sanak Archipelago,3
464,Balanus glandula,barnacle,5,1724,Nemertopsis gracilis,nemertean,1,1,"375, 376",6,high,both,Sanak Archipelago,3
464,Balanus glandula,barnacle,5,1876,Lottia digitalis situs,limpet,1,1,436,6,all,both,California,2
464,Balanus glandula,barnacle,5,1896,Onchidoris bilamellata,nudibranch,1,1,435,6,all,pools,,3
464,Balanus glandula,barnacle,5,3012,Haematopus bachmani,bird,1,1,"375, 376",3,high,both,Sanak Archipelago,2
464,Balanus glandula,barnacle,5,3018,Larus brachyrynchus,bird,1,1,407,6,high,both,"Active Pass, BC",2
464,Balanus glandula,barnacle,5,3019,Larus glaucescens,bird,1,1,"375, 376",3,high,both,Sanak Archipelago,2
464,Balanus glandula,barnacle,5,3022,Calidris virgata,bird,1,1,399,3,high,both,"Seal Rock, OR",2
464,Balanus glandula,barnacle,5,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,high,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2
464,Balanus glandula,barnacle,5,3049,Melanitta perspicillata,bird,1,1,"375, 376",3,high,both,Sanak Archipelago,2
465,Balanus crenatus,barnacle,1,146,Solaster dawsoni,sea star,1,1,"375, 376",3,low,pools,Sanak Archipelago,2
465,Balanus crenatus,barnacle,1,199,Lottia digitalis,limpet,1,1,"375, 376",3,low,both,Sanak Archipelago,2
465,Balanus crenatus,barnacle,1,278,Paciocinebrina lurida,snail,1,1,197,3,low,both,"Puget Sound, WA; Turn Island, WA",2
465,Balanus crenatus,barnacle,1,348,Dirona albolineata,nudibranch,1,1,435,6,low,pools,,3
465,Balanus crenatus,barnacle,1,419,Octopus rubescens,octopus,1,1,323,3,low,pools,"Puget Sound, WA; Federal Way, WA",2
465,Balanus crenatus,barnacle,1,549,Cancer antennaria,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3
465,Balanus crenatus,barnacle,1,550,Cancer anthonyi,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3
465,Balanus crenatus,barnacle,1,551,Cancer jordani,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3
465,Balanus crenatus,barnacle,1,552,Cancer branneri,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3
465,Balanus crenatus,barnacle,1,553,Cancer oregonensis,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3
465,Balanus crenatus,barnacle,1,554,Cancer productus,true crab,4,1,"375, 376",6,low,both,Sanak Archipelago,3
465,Balanus crenatus,barnacle,1,555,Cancer productus,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3
465,Balanus crenatus,barnacle,1,562,Cancer gracilis,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3
465,Balanus crenatus,barnacle,1,720,Evasterias troschelii,sea star,1,1,"319, 375, 376",3,low,pools,"Puget Sound, WA; San Juan Islands, WA; Waddah and Tatoosh Islands, WA; Departure Bay, BC; Sanak Archipelago",2
465,Balanus crenatus,barnacle,1,995,Cancer gracilis,true crab,4,1,"375, 376",6,low,both,Sanak Archipelago,3
465,Balanus crenatus,barnacle,1,996,Cancer gracilis,true crab,3,1,"375, 376",6,low,both,Sanak Archipelago,3
465,Balanus crenatus,barnacle,1,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,,3
465,Balanus crenatus,barnacle,1,1896,Onchidoris bilamellata,nudibranch,1,1,435,6,all,pools,,3
465,Balanus crenatus,barnacle,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
465,Balanus crenatus,barnacle,1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,low,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2
466,Balanus trigonus,barnacle,1,348,Dirona albolineata,nudibranch,1,1,435,6,low,pools,,3
466,Balanus trigonus,barnacle,1,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,,3
466,Balanus trigonus,barnacle,1,1896,Onchidoris bilamellata,nudibranch,1,1,435,6,all,pools,,3
466,Balanus trigonus,barnacle,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
466,Balanus trigonus,barnacle,1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,low,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2
467,Paraconcavus pacificus,barnacle,1,112,Imogine tripartitus,flatworm,1,1,436,3,low,exposed,,2
467,Paraconcavus pacificus,barnacle,1,705,Pleioplana inquieta,flatworm,1,1,436,3,low,both,California,1
467,Paraconcavus pacificus,barnacle,1,707,Hexagrammos decagrammus,fish,1,1,436,3,low,exposed,,2
467,Paraconcavus pacificus,barnacle,1,2060,Stylochus tripartitus,turbellarian,1,1,436,3,all,both,California,1
467,Paraconcavus pacificus,barnacle,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
467,Paraconcavus pacificus,barnacle,1,3023,Arenaria melanocephala,bird,1,1,397,6,low,exposed,"Prince William Sound, AK",2
468,Balanus regalis,barnacle,1,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,,3
468,Balanus regalis,barnacle,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
468,Balanus regalis,barnacle,1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,low,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2
469,Balanus aquila,barnacle,1,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,,3
469,Balanus aquila,barnacle,1,1896,Onchidoris bilamellata,nudibranch,1,1,435,6,all,pools,,3
469,Balanus aquila,barnacle,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
469,Balanus aquila,barnacle,1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,low,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2
470,Balanus nubilus,barnacle,1,553,Cancer oregonensis,true crab,1,1,330,3,low,both,"Puget Sound, WA; San Juan Island, WA",3
470,Balanus nubilus,barnacle,1,712,Homo sapiens,human,1,1,"375, 376, 436; 435",3,"low, all",both,Sanak Archipelago; California,1
470,Balanus nubilus,barnacle,1,720,Evasterias troschelii,sea star,1,1,"319, 375, 376",3,low,pools,"Puget Sound, WA; San Juan Islands, WA; Waddah and Tatoosh Islands, WA; Departure Bay, BC; Sanak Archipelago",2
470,Balanus nubilus,barnacle,1,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,,3
470,Balanus nubilus,barnacle,1,1896,Onchidoris bilamellata,nudibranch,1,1,435,6,all,pools,,3
470,Balanus nubilus,barnacle,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
470,Balanus nubilus,barnacle,1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,low,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2
471,Megabalanus californicus,barnacle,1,150,Pisaster ochraceus,sea star,1,1,27,3,all,pools,California,1
471,Megabalanus californicus,barnacle,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
471,Megabalanus californicus,barnacle,1,3023,Arenaria melanocephala,bird,1,1,397,6,low,exposed,"Prince William Sound, AK",2
475,Cirolana harfordi,isopod,1,2,Gibbonsia elegans,fish,1,1,"436, 7",3,"all, middle, all","pools, exposed, pools","California; ; Los Angeles; Portugese Bend, CA",1
475,Cirolana harfordi,isopod,1,6,Micrometrus minimus,fish,1,1,"436, 7",3,"all, middle, all","pools, exposed, pools","California; ; Portugese Bend, CA",1
475,Cirolana harfordi,isopod,1,706,Apodichthys fucorum,fish,1,1,436,3,"all, middle","pools, exposed",California,1
475,Cirolana harfordi,isopod,1,3018,Larus brachyrynchus,bird,1,1,407,6,middle,both,"Active Pass, BC",2
477,Exosphaeroma amplicauda,isopod,1,15,Clinocottus analis,fish,1,1,"375, 376",6,all,pools,Sanak Archipelago,3
477,Exosphaeroma amplicauda,isopod,1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,all,pools,Sanak Archipelago,3
477,Exosphaeroma amplicauda,isopod,1,19,Gobiesox maeandricus,fish,1,1,"258, 375, 376",3,all,pools,Straight of Juan de Fuca; Sanak Archipelago,2
477,Exosphaeroma amplicauda,isopod,1,2079,Ascelichthys rhodorus,fish,1,1,258,3,all,pools,Strait of Juan de Fuca; Straight of Juan de Fuca,2
477,Exosphaeroma amplicauda,isopod,1,2081,Clinocottus acuticeps,fish,1,1,"258, 375, 376",3,all,pools,Strait of Juan de Fuca; Straight of Juan de Fuca; Sanak Archipelago,2
477,Exosphaeroma amplicauda,isopod,1,2082,Clinocottus embryum,fish,1,1,"258, 375, 376",3,all,pools,Strait of Juan de Fuca; Straight of Juan de Fuca; Sanak Archipelago,2
477,Exosphaeroma amplicauda,isopod,1,2083,Clinocottus globiceps,fish,1,1,"258, 375, 376",3,all,pools,Strait of Juan de Fuca; Straight of Juan de Fuca; Sanak Archipelago,2
477,Exosphaeroma amplicauda,isopod,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,all,pools,Sanak Archipelago,3
477,Exosphaeroma amplicauda,isopod,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,all,pools,Sanak Archipelago,3
477,Exosphaeroma amplicauda,isopod,1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,all,pools,Sanak Archipelago,3
477,Exosphaeroma amplicauda,isopod,1,2091,Liparis florae,fish,1,1,258,3,all,pools,Strait of Juan de Fuca; Straight of Juan de Fuca,2
477,Exosphaeroma amplicauda,isopod,1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,all,pools,Sanak Archipelago,3
477,Exosphaeroma amplicauda,isopod,1,3002,Xiphister mucosus,fish,4,1,"375, 376",6,all,pools,Sanak Archipelago,3
477,Exosphaeroma amplicauda,isopod,1,3018,Larus brachyrynchus,bird,1,1,407,6,all,both,"Active Pass, BC",2
477,Exosphaeroma amplicauda,isopod,1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,all,both,Sanak Archipelago,3
478,Exosphaeroma octoncum,isopod,1,15,Clinocottus analis,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
478,Exosphaeroma octoncum,isopod,1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
478,Exosphaeroma octoncum,isopod,1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
478,Exosphaeroma octoncum,isopod,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
478,Exosphaeroma octoncum,isopod,1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
478,Exosphaeroma octoncum,isopod,1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
478,Exosphaeroma octoncum,isopod,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
478,Exosphaeroma octoncum,isopod,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
478,Exosphaeroma octoncum,isopod,1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
478,Exosphaeroma octoncum,isopod,1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
478,Exosphaeroma octoncum,isopod,1,3002,Xiphister mucosus,fish,4,1,"375, 376",6,low,pools,Sanak Archipelago,3
478,Exosphaeroma octoncum,isopod,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
478,Exosphaeroma octoncum,isopod,1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,low,both,Sanak Archipelago,3
479,Exosphaeroma rhomburum,isopod,1,15,Clinocottus analis,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
479,Exosphaeroma rhomburum,isopod,1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
479,Exosphaeroma rhomburum,isopod,1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
479,Exosphaeroma rhomburum,isopod,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
479,Exosphaeroma rhomburum,isopod,1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
479,Exosphaeroma rhomburum,isopod,1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
479,Exosphaeroma rhomburum,isopod,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
479,Exosphaeroma rhomburum,isopod,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
479,Exosphaeroma rhomburum,isopod,1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
479,Exosphaeroma rhomburum,isopod,1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
479,Exosphaeroma rhomburum,isopod,1,3002,Xiphister mucosus,fish,4,1,"375, 376",6,low,pools,Sanak Archipelago,3
479,Exosphaeroma rhomburum,isopod,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
479,Exosphaeroma rhomburum,isopod,1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,low,both,Sanak Archipelago,3
480,Paracerceis cordata,isopod,1,15,Clinocottus analis,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
480,Paracerceis cordata,isopod,1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
480,Paracerceis cordata,isopod,1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
480,Paracerceis cordata,isopod,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
480,Paracerceis cordata,isopod,1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
480,Paracerceis cordata,isopod,1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
480,Paracerceis cordata,isopod,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
480,Paracerceis cordata,isopod,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
480,Paracerceis cordata,isopod,1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
480,Paracerceis cordata,isopod,1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
480,Paracerceis cordata,isopod,1,3002,Xiphister mucosus,fish,4,1,"375, 376",6,low,pools,Sanak Archipelago,3
480,Paracerceis cordata,isopod,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
480,Paracerceis cordata,isopod,1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,low,both,Sanak Archipelago,3
481,Paracerceis sculpta,isopod,1,15,Clinocottus analis,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
481,Paracerceis sculpta,isopod,1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
481,Paracerceis sculpta,isopod,1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
481,Paracerceis sculpta,isopod,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
481,Paracerceis sculpta,isopod,1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
481,Paracerceis sculpta,isopod,1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
481,Paracerceis sculpta,isopod,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
481,Paracerceis sculpta,isopod,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
481,Paracerceis sculpta,isopod,1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
481,Paracerceis sculpta,isopod,1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
481,Paracerceis sculpta,isopod,1,3002,Xiphister mucosus,fish,4,1,"375, 376",6,low,pools,Sanak Archipelago,3
481,Paracerceis sculpta,isopod,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
481,Paracerceis sculpta,isopod,1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,low,both,Sanak Archipelago,3
482,Paracerceis gilliana,isopod,1,15,Clinocottus analis,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
482,Paracerceis gilliana,isopod,1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
482,Paracerceis gilliana,isopod,1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
482,Paracerceis gilliana,isopod,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
482,Paracerceis gilliana,isopod,1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
482,Paracerceis gilliana,isopod,1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
482,Paracerceis gilliana,isopod,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
482,Paracerceis gilliana,isopod,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
482,Paracerceis gilliana,isopod,1,2088,Hemilepidotus hemilepidotus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
482,Paracerceis gilliana,isopod,1,2103,Xiphister mucosus,fish,1,1,"375, 376",6,low,pools,Sanak Archipelago,3
482,Paracerceis gilliana,isopod,1,3002,Xiphister mucosus,fish,4,1,"375, 376",6,low,pools,Sanak Archipelago,3
482,Paracerceis gilliana,isopod,1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2
482,Paracerceis gilliana,isopod,1,3031,Tringa melanoleuca,bird,1,1,"375, 376",6,low,both,Sanak Archipelago,3
