intials,consumerNum,consumerName,consumerCat,consumerStage,resourceNum,resourceName,resourceCat,resourceStage,interaction.type,confidence,justification,incl.code,ref_num,zone,pools_exposed,epibiota_consumed,notes,link.ID,date_added
ZZ_coded,378,Diplodonta orbella,clam,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,378,Diplodonta orbella,clam,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,378,Diplodonta orbella,clam,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,378,Diplodonta orbella,clam,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,379,Irusella lamellifera,clam,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,379,Irusella lamellifera,clam,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,379,Irusella lamellifera,clam,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,379,Irusella lamellifera,clam,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,379,Irusella lamellifera,clam,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,379,Irusella lamellifera,clam,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,379,Irusella lamellifera,clam,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1972,Leukoma staminea,clam,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1972,Leukoma staminea,clam,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1972,Leukoma staminea,clam,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1972,Leukoma staminea,clam,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1972,Leukoma staminea,clam,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1972,Leukoma staminea,clam,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1972,Leukoma staminea,clam,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,381,Petricola californiensis,clam,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,381,Petricola californiensis,clam,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,381,Petricola californiensis,clam,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,381,Petricola californiensis,clam,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,381,Petricola californiensis,clam,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,381,Petricola californiensis,clam,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,381,Petricola californiensis,clam,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,380,Petricola carditoides,clam,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,380,Petricola carditoides,clam,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,380,Petricola carditoides,clam,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,380,Petricola carditoides,clam,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,380,Petricola carditoides,clam,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,380,Petricola carditoides,clam,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,380,Petricola carditoides,clam,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,969,Haliclystus sanjuanensis,cnidarian,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,969,Haliclystus sanjuanensis,cnidarian,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,969,Haliclystus sanjuanensis,cnidarian,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,969,Haliclystus sanjuanensis,cnidarian,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,969,Haliclystus sanjuanensis,cnidarian,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,969,Haliclystus sanjuanensis,cnidarian,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,969,Haliclystus sanjuanensis,cnidarian,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,968,Haliclystus sp.,cnidarian,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,968,Haliclystus sp.,cnidarian,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,968,Haliclystus sp.,cnidarian,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,968,Haliclystus sp.,cnidarian,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,968,Haliclystus sp.,cnidarian,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,968,Haliclystus sp.,cnidarian,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,968,Haliclystus sp.,cnidarian,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,967,Manania gwilliami,cnidarian,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,967,Manania gwilliami,cnidarian,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,967,Manania gwilliami,cnidarian,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,967,Manania gwilliami,cnidarian,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,967,Manania gwilliami,cnidarian,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,967,Manania gwilliami,cnidarian,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,967,Manania gwilliami,cnidarian,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1032,Ameira longipes,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1032,Ameira longipes,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1032,Ameira longipes,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1032,Ameira longipes,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1032,Ameira longipes,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1032,Ameira longipes,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1032,Ameira longipes,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1033,Ameira parvuloides,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,no data,pools,yes, ,,17-Apr-2024
ZZ_coded,1033,Ameira parvuloides,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,no data,pools,yes, ,,17-Apr-2024
ZZ_coded,1033,Ameira parvuloides,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,no data,pools,yes, ,,17-Apr-2024
ZZ_coded,1033,Ameira parvuloides,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,no data,pools,yes, ,,17-Apr-2024
ZZ_coded,1033,Ameira parvuloides,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,no data,pools,yes, ,,17-Apr-2024
ZZ_coded,1033,Ameira parvuloides,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,no data,pools,yes, ,,17-Apr-2024
ZZ_coded,1033,Ameira parvuloides,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,no data,pools,yes, ,,17-Apr-2024
ZZ_coded,1035,Nitocra californica,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1035,Nitocra californica,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1035,Nitocra californica,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1035,Nitocra californica,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1035,Nitocra californica,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1035,Nitocra californica,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1035,Nitocra californica,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1034,Nitokra spinipes,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1034,Nitokra spinipes,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1034,Nitokra spinipes,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1034,Nitokra spinipes,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1034,Nitokra spinipes,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1034,Nitokra spinipes,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1034,Nitokra spinipes,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1036,Praeleptomesochra similis,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1036,Praeleptomesochra similis,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1036,Praeleptomesochra similis,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1036,Praeleptomesochra similis,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1036,Praeleptomesochra similis,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1036,Praeleptomesochra similis,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1036,Praeleptomesochra similis,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1038,Pseudoleptomesochra typica,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1038,Pseudoleptomesochra typica,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1038,Pseudoleptomesochra typica,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1038,Pseudoleptomesochra typica,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1038,Pseudoleptomesochra typica,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1038,Pseudoleptomesochra typica,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1038,Pseudoleptomesochra typica,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1037,Psyllocamptus triarticulatus,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1037,Psyllocamptus triarticulatus,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1037,Psyllocamptus triarticulatus,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1037,Psyllocamptus triarticulatus,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1037,Psyllocamptus triarticulatus,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1037,Psyllocamptus triarticulatus,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1037,Psyllocamptus triarticulatus,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1039,Laophontodes hedgpethi,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1039,Laophontodes hedgpethi,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1039,Laophontodes hedgpethi,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1039,Laophontodes hedgpethi,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1039,Laophontodes hedgpethi,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1039,Laophontodes hedgpethi,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1039,Laophontodes hedgpethi,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1040,Mesochra pygmaea,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1040,Mesochra pygmaea,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1040,Mesochra pygmaea,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1040,Mesochra pygmaea,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1040,Mesochra pygmaea,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1040,Mesochra pygmaea,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1040,Mesochra pygmaea,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1041,Nannomesochra arupinensis,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1041,Nannomesochra arupinensis,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1041,Nannomesochra arupinensis,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1041,Nannomesochra arupinensis,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1041,Nannomesochra arupinensis,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1041,Nannomesochra arupinensis,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1041,Nannomesochra arupinensis,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,high,pools,yes, ,,17-Apr-2024
ZZ_coded,1043,Cletodes hartmannae,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1043,Cletodes hartmannae,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1043,Cletodes hartmannae,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1043,Cletodes hartmannae,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1043,Cletodes hartmannae,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1043,Cletodes hartmannae,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1043,Cletodes hartmannae,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1044,Enhydrosoma hopkinsi,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1044,Enhydrosoma hopkinsi,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1044,Enhydrosoma hopkinsi,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1044,Enhydrosoma hopkinsi,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1044,Enhydrosoma hopkinsi,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1044,Enhydrosoma hopkinsi,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1044,Enhydrosoma hopkinsi,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1042,Paracrenhydrosoma karlingi,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1042,Paracrenhydrosoma karlingi,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1042,Paracrenhydrosoma karlingi,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1042,Paracrenhydrosoma karlingi,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1042,Paracrenhydrosoma karlingi,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1042,Paracrenhydrosoma karlingi,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1042,Paracrenhydrosoma karlingi,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1045,Dactylopusia crassipes,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1045,Dactylopusia crassipes,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1045,Dactylopusia crassipes,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1045,Dactylopusia crassipes,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1045,Dactylopusia crassipes,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1045,Dactylopusia crassipes,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1045,Dactylopusia crassipes,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1046,Dactylopusia glacialis,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1046,Dactylopusia glacialis,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1046,Dactylopusia glacialis,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1046,Dactylopusia glacialis,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1046,Dactylopusia glacialis,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1046,Dactylopusia glacialis,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1046,Dactylopusia glacialis,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1047,Dactylopusia paratisboides,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1047,Dactylopusia paratisboides,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1047,Dactylopusia paratisboides,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1047,Dactylopusia paratisboides,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1047,Dactylopusia paratisboides,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1047,Dactylopusia paratisboides,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1047,Dactylopusia paratisboides,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1048,Dactylopusia vulgaris inornata,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1048,Dactylopusia vulgaris inornata,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1048,Dactylopusia vulgaris inornata,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1048,Dactylopusia vulgaris inornata,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1048,Dactylopusia vulgaris inornata,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1048,Dactylopusia vulgaris inornata,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1048,Dactylopusia vulgaris inornata,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,low,pools,yes, ,,17-Apr-2024
ZZ_coded,1050,Diarthrodes dissimilis,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1050,Diarthrodes dissimilis,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1050,Diarthrodes dissimilis,copepod,1,754,Zooplankton,zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1050,Diarthrodes dissimilis,copepod,1,755,Microorganisms,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1050,Diarthrodes dissimilis,copepod,1,756,Bacteria,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1050,Diarthrodes dissimilis,copepod,1,603,planktonic diatoms,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1050,Diarthrodes dissimilis,copepod,1,770,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1051,Diarthrodes unisetosus,copepod,1,771,Viruses,microorganism,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
ZZ_coded,1051,Diarthrodes unisetosus,copepod,1,753,Phytoplankton,phytoplankton,6,1,4,4,,NA,all,pools,yes, ,,17-Apr-2024
