resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed_interstitial,MorrisHaderlie,epibiota_consumed,notes,link.ID
754,Zooplankton,zooplankton,6,902,Eudistoma molle,tunicate,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7742
754,Zooplankton,zooplankton,6,792,Filicrisia franciscana,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5222
754,Zooplankton,zooplankton,6,139,Flustrellidra corniculata,bryozoan,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1521
754,Zooplankton,zooplankton,6,783,Flustrellidra spinifera,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5299
754,Zooplankton,zooplankton,6,981,Alcyonium sp.,octocoral,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,6846
754,Zooplankton,zooplankton,6,946,Halecium sp.,hydroid,5,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6601
754,Zooplankton,zooplankton,6,2301,Hippothoa sp.,bryozoan,1,1,4,4,1,NA,NA,unknown,pools,NA,yes,NA,5327
754,Zooplankton,zooplankton,6,910,Hydractinia armata,hydroid,5,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6608
754,Zooplankton,zooplankton,6,35,Hymedesmia (Stylopus) arndti,sponge,1,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,7511
754,Zooplankton,zooplankton,6,2302,Lasaea cistula,bivalve,1,1,4,4,1,NA,NA,high to middle,pools,NA,yes,NA,4718
754,Zooplankton,zooplankton,6,839,Jullienula hippocrepis,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5173
754,Zooplankton,zooplankton,6,819,Membranipora raymondi,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5355
754,Zooplankton,zooplankton,6,822,Membranipora tuberculata,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5369
754,Zooplankton,zooplankton,6,865,Microporella californica,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5376
754,Zooplankton,zooplankton,6,867,Microporella cribrosa,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5390
754,Zooplankton,zooplankton,6,868,Microporella infundibulipora,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5397
754,Zooplankton,zooplankton,6,870,Microporella umboniformis,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5411
754,Zooplankton,zooplankton,6,216,Metandrocarpa taylori,tunicate,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7819
754,Zooplankton,zooplankton,6,82,Ectopleura marina,hydroid,1,1,4,4,1,NA,NA,NA,pools,NA,yes,NA,6748
754,Zooplankton,zooplankton,6,952,Plumularia lagenifera,hydroid,5,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6650
754,Zooplankton,zooplankton,6,951,Plumularia goodei,hydroid,5,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6643
754,Zooplankton,zooplankton,6,953,Plumularia setacea,hydroid,5,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6657
754,Zooplankton,zooplankton,6,840,Reginella furcata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5180
754,Zooplankton,zooplankton,6,841,Reginella nitida,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5187
754,Zooplankton,zooplankton,6,959,Sertularia argentea,hydroid,5,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6713
754,Zooplankton,zooplankton,6,962,Symplectoscyphus turgidus,hydroid,5,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6741
754,Zooplankton,zooplankton,6,935,Tubularia harrimani,hydroid,5,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6762
754,Zooplankton,zooplankton,6,468,Balanus regalis,barnacle,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4620
754,Zooplankton,zooplankton,6,891,Terebratalia transversa,brachiopod,1,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,4879
754,Zooplankton,zooplankton,6,530,Petrolisthes manimaculis,porcelain crab,1,1,4,13,1,MAH,NA,NA,NA,NA,NA,NA,1738
754,Zooplankton,zooplankton,6,528,Petrolisthes rathbunae,porcelain crab,1,1,4,13,1,MAH,NA,NA,NA,NA,NA,NA,1733
754,Zooplankton,zooplankton,6,1009,Paguristes ulreyi,hermit crab,1,1,4,3,1,296,NA,low,pools,NA,yes,NA,4174
754,Zooplankton,zooplankton,6,365,Musculus pygmaeus,mussel,1,1,4,4,1,NA,NA,high,pools,NA,yes,NA,6825
754,Zooplankton,zooplankton,6,1957,Gregariella coarctata,mussel,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,6797
754,Zooplankton,zooplankton,6,1960,Modiolus modiolus,mussel,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6818
754,Zooplankton,zooplankton,6,1961,Mytilus trossulus,mussel,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6839
754,Zooplankton,zooplankton,6,2340,Acanthomysis sp.,mysid,1,1,1,6,1,306,NA,all,pools,NA,yes,NA,4260
754,Zooplankton,zooplankton,6,1962,Crassadoma gigantea,scallop,NA,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7238
754,Zooplankton,zooplankton,6,2351,Aplysilla polyraphis,sponge,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7448
754,Zooplankton,zooplankton,6,2353,Mytilus galloprovincialis,mussel,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,6832
754,Zooplankton,zooplankton,6,385,Netastoma rostratum,boring clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4823
754,Zooplankton,zooplankton,6,973,Diadumene lighti,anemone,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4571
754,Zooplankton,zooplankton,6,964,Orthopyxis everta,hydroid,5,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,6531
754,Zooplankton,zooplankton,6,1674,Eudistylia polymorpha,polychaete,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,7175
754,Zooplankton,zooplankton,6,443,Pseudopotamilla occelata,polychaete,1,1,4,4,1,"Morris, Abbott, & Haderlie; Light & Smith",NA,low,pools,NA,yes,NA,7189
754,Zooplankton,zooplankton,6,796,Tubulipora pacifica,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5635
754,Zooplankton,zooplankton,6,797,Tubulipora tuba,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5642
754,Zooplankton,zooplankton,6,1065,Harpacticus pacificus,copepod,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5964
754,Zooplankton,zooplankton,6,1066,Harpacticus septentrionalis,copepod,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5971
754,Zooplankton,zooplankton,6,1067,Harpacticus spinulosus,copepod,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5978
754,Zooplankton,zooplankton,6,1068,Harpacticus uniremis,copepod,1,1,4,4,1,NA,NA,middle,pools,NA,yes,NA,5985
754,Zooplankton,zooplankton,6,513,Heptacarpus carinatus,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1572
754,Zooplankton,zooplankton,6,514,Heptacarpus sitchensis,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1573
754,Zooplankton,zooplankton,6,876,Phidolopora pacifica,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5446
754,Zooplankton,zooplankton,6,264,Crepipatella lingulata,slipper snail,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7280
754,Zooplankton,zooplankton,6,386,Chaceia ovoidea,boring clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4816
754,Zooplankton,zooplankton,6,779,Myosoma spinosa,entoproct,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,6377
754,Zooplankton,zooplankton,6,941,Aequorea victoria,hydroid,5,1,4,4,1,NA,NA,low,pools,NA,yes,NA,6482
754,Zooplankton,zooplankton,6,942,Aequorea victoria,plankton,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,6993
754,Zooplankton,zooplankton,6,460,Membranobalanus orcutti,barnacle,1,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,4662
754,Zooplankton,zooplankton,6,511,Heptacarpus brevirostris,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1570
754,Zooplankton,zooplankton,6,904,Ritterella rubra,tunicate,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7798
754,Zooplankton,zooplankton,6,175,Synoicum parfustis,tunicate,1,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,7770
754,Zooplankton,zooplankton,6,847,Cryptosula pallasiana,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5236
754,Zooplankton,zooplankton,6,810,Cellaria mandibulata,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5124
754,Zooplankton,zooplankton,6,807,Cauloramphus californiensis,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5019
754,Zooplankton,zooplankton,6,979,Cryptophyton goddardi,octocoral,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,6853
754,Zooplankton,zooplankton,6,982,Discophyton rudyi,octocoral,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,6867
754,Zooplankton,zooplankton,6,1972,Leukoma staminea,clam,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5712
754,Zooplankton,zooplankton,6,927,Sarsia sp.,plankton,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,7042
754,Zooplankton,zooplankton,6,140,Bowerbankia gracilis,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5649
754,Zooplankton,zooplankton,6,947,Halecium sp.,plankton,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,7056
754,Zooplankton,zooplankton,6,83,Garveia annulata,hydroid,5,1,4,4,1,NA,NA,NA,pools,NA,yes,NA,6503
754,Zooplankton,zooplankton,6,512,Heptacarpus pictus,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1571
754,Zooplankton,zooplankton,6,444,Serpula columbiana,polychaete,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,7224
754,Zooplankton,zooplankton,6,446,Spirorbids,polychaete,1,1,4,4,1,NA,NA,middle to low,pools,NA,yes,NA,7231
754,Zooplankton,zooplankton,6,145,Henricia leviuscula,asteroid,1,1,2,3,2,319,"Puget Sound, WA",low,pools,no,yes,NA,10291
754,Zooplankton,zooplankton,6,559,Fabia subquadrata,true crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1127
754,Zooplankton,zooplankton,6,563,Pinnixa longipes,true crab,1,1,3,10,1,300,NA,low,pools,NA,yes,potentially filter feeding or feeding on tubeworm host's food,4120
754,Zooplankton,zooplankton,6,360,Trimusculus reticulatus,snail,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1279
754,Zooplankton,zooplankton,6,373,Pseudochama exogyra,clam,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1283
754,Zooplankton,zooplankton,6,521,Hapalogaster cavicauda,true crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1286
754,Zooplankton,zooplankton,6,522,Oedignathus inermis,true crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1287
754,Zooplankton,zooplankton,6,516,Lysmata californica,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1575
754,Zooplankton,zooplankton,6,518,Hippolyte clarki,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1577
754,Zooplankton,zooplankton,6,519,Spirontocaris prionota,shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1578
754,Zooplankton,zooplankton,6,520,Neotrypaea biffari,ghost shrimp,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1579
754,Zooplankton,zooplankton,6,523,Cryptolithodes sitchensis,anomuran,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1580
754,Zooplankton,zooplankton,6,536,Pachycheles holosericus,porcelain crab,1,1,4,13,1,MAH,NA,NA,NA,NA,NA,NA,1753
754,Zooplankton,zooplankton,6,994,Pinnixa tomentosa,true crab,1,1,4,10,1,Light & Smith,NA,all,pools,NA,yes,in tubeworms,4146
754,Zooplankton,zooplankton,6,1144,Gastrodelphys dalesi,copepod,1,1,4,4,1,312,NA,all,pools,NA,yes,NA,4363
754,Zooplankton,zooplankton,6,1145,Gastrodelphys fernaldi,copepod,1,1,4,4,2,312,NA,all,pools,NA,yes,NA,4372
754,Zooplankton,zooplankton,6,103,Anthopleura artemisia,anemone,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4515
754,Zooplankton,zooplankton,6,100,Anthopleura sola,anemone,1,1,4,4,1,NA,NA,NA,pools,NA,yes,NA,4529
754,Zooplankton,zooplankton,6,972,Epiactis ritteri,anemone,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4550
754,Zooplankton,zooplankton,6,110,Balanophyllia elegans,anemone,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4564
754,Zooplankton,zooplankton,6,974,Cactosoma arenarium,anemone,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4578
754,Zooplankton,zooplankton,6,97,Halcampa decemtentaculata,anemone,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4585
754,Zooplankton,zooplankton,6,976,Metridium exilis,anemone,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4592
754,Zooplankton,zooplankton,6,461,Conopea galeata,barnacle,1,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,4641
754,Zooplankton,zooplankton,6,1198,Hesperibalanus hesperius,barnacle,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4648
754,Zooplankton,zooplankton,6,453,Octolasmis lowei,barnacle,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4676
754,Zooplankton,zooplankton,6,454,Hamatoscalpellum californicum,barnacle,1,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,4690
754,Zooplankton,zooplankton,6,1969,Milneria kelseyi,bivalve,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4697
754,Zooplankton,zooplankton,6,1968,Milneria minima,bivalve,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4704
754,Zooplankton,zooplankton,6,1966,Epilucina californica,bivalve,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4725
754,Zooplankton,zooplankton,6,1977,Entodesma pictum,bivalve,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4739
754,Zooplankton,zooplankton,6,1956,Philobrya setosa,bivalve,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4746
754,Zooplankton,zooplankton,6,1976,Penitella turnerae,bivalve,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4753
754,Zooplankton,zooplankton,6,1973,Gari californica,bivalve,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4760
754,Zooplankton,zooplankton,6,1974,Cumingia californica,bivalve,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4767
754,Zooplankton,zooplankton,6,1975,Semele decisa,bivalve,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4774
754,Zooplankton,zooplankton,6,1978,Thracia curta,bivalve,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4781
754,Zooplankton,zooplankton,6,383,Platyodon cancellatus,boring clam,1,1,4,4,1,NA,NA,middle,pools,NA,yes,NA,4795
754,Zooplankton,zooplankton,6,362,Adula gruneri,boring clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4809
754,Zooplankton,zooplankton,6,387,Parapholas californica,boring clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4830
754,Zooplankton,zooplankton,6,391,Penitella fitchi,boring clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4837
754,Zooplankton,zooplankton,6,389,Penitella richardsoni,boring clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4851
754,Zooplankton,zooplankton,6,890,Terebratulina unguicula,brachiopod,1,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,4858
754,Zooplankton,zooplankton,6,892,Laqueus erythraeus,brachiopod,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4865
754,Zooplankton,zooplankton,6,893,Platidia hornii,brachiopod,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4872
754,Zooplankton,zooplankton,6,798,Aetea paraligulata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4886
754,Zooplankton,zooplankton,6,799,Aetea pseudoanguina,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4893
754,Zooplankton,zooplankton,6,871,Neodakaria islandica,bryozoan,1,1,4,4,1,NA,NA,NA,pools,NA,yes,NA,4900
754,Zooplankton,zooplankton,6,872,Neodakaria ordinata,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4907
754,Zooplankton,zooplankton,6,882,Schizomavella robertsonae,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4914
754,Zooplankton,zooplankton,6,883,Schizomavella triavicularia,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4921
754,Zooplankton,zooplankton,6,884,Schizosmittina pedicellata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4928
754,Zooplankton,zooplankton,6,877,Porella columbiana,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4935
754,Zooplankton,zooplankton,6,878,Porella major,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4942
754,Zooplankton,zooplankton,6,879,Porella porifera,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4949
754,Zooplankton,zooplankton,6,805,Caulibugula californica,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,4970
754,Zooplankton,zooplankton,6,800,Alderina brevispina,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,4998
754,Zooplankton,zooplankton,6,808,Cauloramphus echinus,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5026
754,Zooplankton,zooplankton,6,813,Copidozoum adamantum,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5033
754,Zooplankton,zooplankton,6,814,Copidozoum protectum,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5040
754,Zooplankton,zooplankton,6,826,Tegella armifera,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5047
754,Zooplankton,zooplankton,6,827,Tegella cassidata,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5054
754,Zooplankton,zooplankton,6,828,Tegella circumclathrata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5061
754,Zooplankton,zooplankton,6,829,Tegella horrida,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5068
754,Zooplankton,zooplankton,6,830,Tegella larusiensis,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5075
754,Zooplankton,zooplankton,6,831,Tegella robertsonae,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5082
754,Zooplankton,zooplankton,6,803,Caberea ellisii,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5089
754,Zooplankton,zooplankton,6,809,Cellaria diffusa,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5117
754,Zooplankton,zooplankton,6,843,Buffonellaria vitrea,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5131
754,Zooplankton,zooplankton,6,845,Celleporina souleae,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5138
754,Zooplankton,zooplankton,6,811,Chaperiopsis patula,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5145
754,Zooplankton,zooplankton,6,836,Cribrilaria californiensis,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5152
754,Zooplankton,zooplankton,6,837,Cribrilaria perplexa,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5159
754,Zooplankton,zooplankton,6,838,Figularia hilli,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5166
754,Zooplankton,zooplankton,6,785,Bicrisia robertsonae,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5194
754,Zooplankton,zooplankton,6,793,Filicrisia geniculata,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5229
754,Zooplankton,zooplankton,6,812,Conopeum osburni,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5243
754,Zooplankton,zooplankton,6,816,Einhornia venturaensis,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5250
754,Zooplankton,zooplankton,6,851,Fenestrulina blaggae,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5257
754,Zooplankton,zooplankton,6,852,Fenestrulina eopacifica,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5264
754,Zooplankton,zooplankton,6,850,Fenestrulina farnsworthi,bryozoan,1,1,4,4,1,NA,NA,very low,pools,NA,yes,NA,5271
754,Zooplankton,zooplankton,6,853,Fenestrulina miramara,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5278
754,Zooplankton,zooplankton,6,854,Fenestrulina morrisae,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5285
754,Zooplankton,zooplankton,6,855,Fenestrulina umbonata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5292
754,Zooplankton,zooplankton,6,817,Hincksina alba,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5306
754,Zooplankton,zooplankton,6,818,Hincksina pallida,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5313
754,Zooplankton,zooplankton,6,842,Arthropoma cecilii,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5334
754,Zooplankton,zooplankton,6,791,Disporella sp.,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5341
754,Zooplankton,zooplankton,6,866,Microporella catalinensis,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5383
754,Zooplankton,zooplankton,6,869,Microporella planata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5404
754,Zooplankton,zooplankton,6,823,Micropora santacruzana,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5418
754,Zooplankton,zooplankton,6,789,Diaperoforma californica,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5425
754,Zooplankton,zooplankton,6,133,Primavelans insculpta,bryozoan,1,1,4,4,1,NA,NA,"middle, low",pools,NA,yes,NA,5432
754,Zooplankton,zooplankton,6,861,Primavelans mexicana,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5439
754,Zooplankton,zooplankton,6,881,Rhynchozoon rostratum,bryozoan,1,1,4,4,1,NA,NA,NA,pools,NA,yes,NA,5453
754,Zooplankton,zooplankton,6,790,Diplosolen harmelini,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5460
754,Zooplankton,zooplankton,6,856,Haywardipora major,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5467
754,Zooplankton,zooplankton,6,857,Haywardipora orbicula,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5474
754,Zooplankton,zooplankton,6,858,Haywardipora rugosa,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5481
754,Zooplankton,zooplankton,6,859,Haywardipora rylandi,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5488
754,Zooplankton,zooplankton,6,132,Schizoporella unicornis,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5495
754,Zooplankton,zooplankton,6,849,Dengordonia uniporosa,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5502
754,Zooplankton,zooplankton,6,873,Parasmittina collifera,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5509
754,Zooplankton,zooplankton,6,874,Parasmittina trispinosa,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5516
754,Zooplankton,zooplankton,6,875,Parasmittina tubulata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5523
754,Zooplankton,zooplankton,6,880,Raymondcia osburni,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5530
754,Zooplankton,zooplankton,6,885,Smittina ovirotula,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5537
754,Zooplankton,zooplankton,6,886,Smittina veleroa,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5544
754,Zooplankton,zooplankton,6,887,Smittoidea prolifica,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5551
754,Zooplankton,zooplankton,6,888,Stomachetosella condylata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5558
754,Zooplankton,zooplankton,6,794,Stomatopora granulata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5565
754,Zooplankton,zooplankton,6,846,Coleopora gigantea,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5572
754,Zooplankton,zooplankton,6,862,Lagenicella neosocialis,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5579
754,Zooplankton,zooplankton,6,863,Lagenicella punctulata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5586
754,Zooplankton,zooplankton,6,864,Lagenicella spinulosa,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5593
754,Zooplankton,zooplankton,6,832,Thalamoporella californica,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5600
754,Zooplankton,zooplankton,6,833,Thalamoporella gothica,bryozoan,1,1,4,4,1,NA,NA,all,pools,NA,yes,NA,5607
754,Zooplankton,zooplankton,6,141,Triticella elongata,bryozoan,1,1,4,4,1,NA,NA,NA,pools,NA,yes,NA,5614
754,Zooplankton,zooplankton,6,889,Trypostega claviculata,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5621
754,Zooplankton,zooplankton,6,848,Dakaria dawsoni,bryozoan,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5656
754,Zooplankton,zooplankton,6,376,Glans carpenteri,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5663
754,Zooplankton,zooplankton,6,377,Kellia suborbicularis,clam,1,1,4,4,1,NA,NA,middle to low,pools,NA,yes,NA,5670
754,Zooplankton,zooplankton,6,392,Entodesma navicula,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5684
754,Zooplankton,zooplankton,6,382,Semele rupicola,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5691
754,Zooplankton,zooplankton,6,378,Diplodonta orbella,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5698
754,Zooplankton,zooplankton,6,379,Irusella lamellifera,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5705
754,Zooplankton,zooplankton,6,381,Petricola californiensis,clam,1,1,4,4,1,NA,NA,low,pools,NA,yes,NA,5719
