id.x,species,alternate_nomenclature,category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,id.y,kingdom,phylum,class,subclass,infraclass,subterclass,superorder,superfamily,family,genus,subphylum,order,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
314,Cadlina sparsa,NA,nudibranch,dark spotted cadlina,NA,Northern to Southern California,adult,NA,Both,rare,"Morris, Abbott, & Haderlie; Light & Smith",low,NA,solitary,mobile,Aplysilla glacialis,micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,430397,Animalia,Mollusca,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Chromodoridoidea,Cadlinidae,Cadlina,NA,Nudibranchia,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,Caecijaera horvathi,NA,isopod,NA,NA,NA,adult,NA,NA,present,Light & Smith,all,living in burrows excavated in wood by the isopod Limnoria.,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,255961,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Peracarida,Janiroidea,Janiridae,Caecijaera,Crustacea,Isopoda,NA,Multicrustacea,Asellota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809,Caecum californicum,NA,microsnail,NA,NA,Columbia River to Point Conception,adult,2,N,present,Light & Smith,middle to low,"Interstitial in sand, gravel, especially near roots of surfgrass Phyllospadix",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,middle,545250,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Truncatelloidea,Caecidae,Caecum,NA,Littorinimorpha,Caecinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1810,Caecum dalli,NA,microsnail,NA,NA,Columbia River to Point Conception,adult,2,N,unclear,Light & Smith,low,Lower intertidal; more abundant in sublittoral,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,545125,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Truncatelloidea,Caecidae,Caecum,NA,Littorinimorpha,Caecinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,Cafius canescens,NA,insect,NA,NA,NA,adult,NA,NA,unclear,Light & Smith,all,in decaying vegetation,solitary,mobile,NA,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,494259,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Staphylinidae,Cafius,Crustacea,Coleoptera,Staphylininae,Allotriocarida,NA,NA,NA,NA,NA,Staphylinini,NA,NA,NA,NA,NA,NA,NA,Philonthina,NA,NA,NA,NA
1495,Cafius luteipennis,NA,insect,NA,NA,NA,adult,NA,NA,unclear,Light & Smith,all,"Evans (1980) notes that this species is ""found under freshly cast-up kelp in company with fly maggots"" or as a member of the ""decomposing kelp community.""",solitary,mobile,"fly (Fucellia) larvae and pupae, amphipods, and other Cafius species",typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,494263,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Staphylinidae,Cafius,Crustacea,Coleoptera,Staphylininae,Allotriocarida,NA,NA,NA,NA,NA,Staphylinini,NA,NA,NA,NA,NA,NA,NA,Philonthina,NA,NA,NA,NA
1496,Cafius luteipennis,NA,insect,NA,NA,NA,larvae,NA,NA,unclear,Light & Smith,all,"Evans (1980) notes that this species is ""found under freshly cast-up kelp in company with fly maggots"" or as a member of the ""decomposing kelp community.""",solitary,mobile,"fly (Fucellia) larvae and pupae, amphipods, and other Cafius species",typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,NA,NA,NA,NA,NA,NA,NA,494263,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Staphylinidae,Cafius,Crustacea,Coleoptera,Staphylininae,Allotriocarida,NA,NA,NA,NA,NA,Staphylinini,NA,NA,NA,NA,NA,NA,NA,Philonthina,NA,NA,NA,NA
1500,Cafius nauticus,NA,insect,NA,NA,NA,adult,NA,NA,present,Light & Smith,all,among decaying kelp.,solitary,mobile,eggs and larvae of flies that are laid in decaying algae and other vegetation.,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,709937,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Staphylinidae,Cafius,Crustacea,Coleoptera,Staphylininae,Allotriocarida,NA,NA,NA,NA,NA,Staphylinini,NA,NA,NA,NA,NA,NA,NA,Philonthina,NA,NA,NA,NA
1497,Cafius opacus,NA,insect,NA,NA,NA,adult,NA,NA,present,Light & Smith,all,"Lives among decaying vegetation, especially kelp",solitary,mobile,eggs and larvae of flies that are laid in decaying algae and other vegetation.,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,494264,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Staphylinidae,Cafius,Crustacea,Coleoptera,Staphylininae,Allotriocarida,NA,NA,NA,NA,NA,Staphylinini,NA,NA,NA,NA,NA,NA,NA,Philonthina,NA,NA,NA,NA
1498,Cafius sulcicollis,NA,insect,NA,NA,NA,adult,NA,NA,present,Light & Smith,all,among decaying kelp.,solitary,mobile,eggs and larvae of flies that are laid in decaying algae and other vegetation.,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,494266,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Staphylinidae,Cafius,Crustacea,Coleoptera,Staphylininae,Allotriocarida,NA,NA,NA,NA,NA,Staphylinini,NA,NA,NA,NA,NA,NA,NA,Philonthina,NA,NA,NA,NA
1499,Cafius sulcicollis,NA,insect,NA,NA,NA,larvae,NA,NA,present,Light & Smith,all,among decaying kelp.,solitary,mobile,eggs and larvae of flies that are laid in decaying algae and other vegetation.,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,494266,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Staphylinidae,Cafius,Crustacea,Coleoptera,Staphylininae,Allotriocarida,NA,NA,NA,NA,NA,Staphylinini,NA,NA,NA,NA,NA,NA,NA,Philonthina,NA,NA,NA,NA
1202,Califanthura squamosissima,NA,isopod,NA,NA,Dillon Beach to South,adult,NA,Both,present,Light & Smith,very low,kelp beds; Macrocystis holdfasts,solitary,mobile,small invertebrates,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,259635,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Peracarida,Anthuroidea,Paranthuridae,Califanthura,Crustacea,Isopoda,NA,Multicrustacea,Cymothoida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,Caligus clemensi,NA,copepod,NA,fish ectoparasite,NA,adult,NA,NA,present,Light & Smith,all,Found on the body surfaces of fish,solitary,sessile,NA,parasite,generalist,NA,NA,NA,NA,NA,Hexagrammidae,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,349592,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Caligidae,Caligus,Crustacea,Siphonostomatoida,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,Caligus hobsoni,NA,copepod,NA,fish ectoparasite,NA,adult,NA,NA,present,Light & Smith,all,Found on the body surfaces of fish,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,Embiotocidae and cabezon,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,357620,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Caligidae,Caligus,Crustacea,Siphonostomatoida,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,Callianax baetica,Olivella biplicata,snail,purple olive,NA,NA,adult,NA,Both,rare,"Morris, Abbott, & Haderlie",low,more common offshore sandy beaches,solitary,mobile,"Macrocystis pyrifera, Tegula funebralis, Mytilus californianus, carrion, detritus",scavenger,generalist,"Octopus sp., Conus californicus, Polinices reclusianus, Polinices lewisii, Pisaster brevispinus, Astropecten Armatus, ""shorebirds"", ""crabs and fishes""",NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,fix,NA,NA,NA,NA,NA,1674301,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Olivoidea,Olividae,Callianax,NA,Neogastropoda,Olivellinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,Callianax biplicata,Olivella baetica,snail,little olive,NA,NA,adult,NA,Both,rare,"Morris, Abbott, & Haderlie",low,more common offshore sandy beaches,solitary,mobile,NA,NA,NA,"""offshore sea stars""",NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,1424883,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Olivoidea,Olividae,Callianax,NA,Neogastropoda,Olivellinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,Calliarthron cheilosporioides,NA,corraline algae,NA,NA,NA,adult,300,S,common,http://biology.fullerton.edu/biol317/Murray/Fall97/coralline_algae.html,low,rocks,aggregating,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,494958,Plantae,NA,Florideophyceae,Corallinophycidae,NA,NA,NA,NA,Corallinaceae,Calliarthron,NA,Corallinales,Corallinoideae,NA,Corallinineae,NA,NA,Biliphyta,NA,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA
1381,Calliopius carinatus,NA,gammarid,NA,NA,NA,adult,9,NA,common,Light & Smith,all,"in surf-swash zone, mainly along rocky shores, marine to mesohaline inshore waters",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,430717,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Peracarida,Calliopioidea,Calliopiidae,Calliopius,Crustacea,Amphipoda,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,Calliostoma annulatum,NA,topsnail,purple ringed topsnail,NA,NA,adult,16-35mm,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,With C. canaliculatum and C. ligatum on offshore Macrocystis stands and in low rocky intertidal zone,solitary,mobile,"Obelia sp., Membranipora, Hippothoa sp., detritus, copepods, Corynactis californica, dead fish",omnivore,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,534197,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Calliostomatidae,Calliostoma,NA,Trochida,Calliostomatinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,Calliostoma canaliculatum,NA,topsnail,channeled topsnail,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",very low,occur on Macrocystis,solitary,mobile,"Macrocystis pyrifera, anything growing on Macrocystis",omnivore,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,Calliostoma gemmulatum,NA,topsnail,gem topsnail,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie",low,little info,solitary,mobile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,437189,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Calliostomatidae,Calliostoma,NA,Trochida,Calliostomatinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Calliostoma ligatum,NA,topsnail,blue topsnail,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,uncommon in intertidal in SoCal,solitary,mobile,"Macrocystis pyrifera, anything growing on Macrocystis, Cystodytes lobatus, microalgal film, detritus",omnivore,generalist,Pisaster ochraceus,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,NA,NA,NA,NA,NA,NA,580412,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Calliostomatidae,Calliostoma,NA,Trochida,Calliostomatinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,Calliostoma tricolor,NA,topsnail,NA,NA,Southern California to South,adult,NA,S,rare,Light & Smith,middle to low,NA,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,middle,580416,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Calliostomatidae,Calliostoma,NA,Trochida,Calliostomatinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1445,Callipallene californiensis,NA,sea spider,NA,NA,California to Chile,adult,NA,Both,unclear,Light & Smith,all,shallow water,solitary,mobile,NA,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,239456,Animalia,Arthropoda,Pycnogonida,NA,NA,NA,NA,Nymphonoidea,Callipallenidae,Callipallene,Chelicerata,Pantopoda,NA,NA,Eupantopodida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762,Callistochiton connellyi,NA,chiton,NA,NA,Pacific Northwest to Northern Baja California,adult,NA,Both,rare,Light & Smith,middle to low,NA,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,assuming all chiton eat microalgal film unless otherwise noted,Taxonomic,Species,NA,NA,NA,NA,NA,NA,middle,386119,Animalia,Mollusca,Polyplacophora,Neoloricata,NA,NA,NA,Chitonoidea,Callistoplacidae,Callistochiton,NA,Chitonida,NA,NA,Chitonina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,Callistochiton crassicostatus,NA,chiton,NA,NA,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,under rocks,solitary,mobile,microalgal film,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,assuming all chiton eat microalgal film unless otherwise noted,Taxonomic,Species,2,fix,NA,NA,NA,NA,middle,386120,Animalia,Mollusca,Polyplacophora,Neoloricata,NA,NA,NA,Chitonoidea,Callistoplacidae,Callistochiton,NA,Chitonida,NA,NA,Chitonina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,Callistochiton palmulatus,NA,chiton,NA,NA,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,under rocks,solitary,mobile,microalgal film,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,assuming all chiton eat microalgal film unless otherwise noted,Taxonomic,Species,2,fix,NA,NA,NA,NA,middle,386134,Animalia,Mollusca,Polyplacophora,Neoloricata,NA,NA,NA,Chitonoidea,Callistoplacidae,Callistochiton,NA,Chitonida,NA,NA,Chitonina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,Callopora corniculifera,NA,bryozoan,NA,NA,British Columbia to Santa Catalina Island,adult,2 - 200,Both,present,Light & Smith,all,"encrusting rock, shell",colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,469275,Animalia,Bryozoa,Gymnolaemata,NA,NA,NA,NA,Calloporoidea,Calloporidae,Callopora,NA,Cheilostomatida,NA,NA,Flustrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943,Calycella syringa,NA,hydroid,NA,NA,Alaska to Baja California,hydroid colony,NA,Both,present,Light & Smith,all,on stalks of other hydroids,colonial,sessile,NA,filter feeder,generalist,NA,"epibiont on stems of other hydroids (e.g., Tubularia, Hydrallmania, Lafoea),",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,NA,NA,117402,Animalia,Cnidaria,Hydrozoa,Hydroidolina,NA,NA,NA,NA,Campanulinidae,Calycella,Medusozoa,Leptothecata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,Canace sp.,NA,insect,shore fly,NA,NA,adult,NA,Both,present,Light & Smith,all,tide-covered rocks that are clothed with Ulva,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,Canaceoides nudatus,NA,insect,beach fly,NA,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",high to middle,on algae,solitary,mobile,"Enteromorpha sp., ""green algae"", Ulva sp.",grazer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,high,494288,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,Carnoidea,Canacidae,Canaceoides,Crustacea,Diptera,NA,Allotriocarida,Brachycera,Muscomorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schizophora,Acalyptrata,NA,NA
549,Cancer antennaria,NA,true crab,rock crab,NA,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; light & Smith",low,NA,solitary,mobile,"Pagurus sp., ""wide variety of other animals""",carnivore (scavenger + predator),generalist,humans,"Iphitime holobranchiata (Iphitimid polychaetes recorded from branchial cavity in southern California (Pilger 1972, Bull. So. Calif. Acad. Sci 70: 84–87))",NA,Carcinonemertes epialti,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,452126,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Cancroidea,Cancridae,Cancer,Crustacea,Decapoda,Cancrinae,Multicrustacea,Pleocyemata,Brachyura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubrachyura,Heterotremata,NA,NA
550,Cancer anthonyi,NA,true crab,yellow rock crab,NA,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie; light & Smith",low,more common in bays and estuaries,solitary,mobile,NA,carnivore (scavenger + predator),generalist,"""variety of reef fishes"", humans",NA,NA,NA,NA,NA,NA,might be a cleaner,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,452127,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Cancroidea,Cancridae,Cancer,Crustacea,Decapoda,Cancrinae,Multicrustacea,Pleocyemata,Brachyura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubrachyura,Heterotremata,NA,NA
552,Cancer branneri,NA,true crab,NA,NA,NA,adult,35,Both,present,"Morris, Abbott, & Haderlie; light & Smith",NA,NA,solitary,mobile,NA,carnivore (scavenger + predator),generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,452138,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Cancroidea,Cancridae,Cancer,Crustacea,Decapoda,Cancrinae,Multicrustacea,Pleocyemata,Brachyura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubrachyura,Heterotremata,NA,NA
995,Cancer gracilis,NA,true crab,NA,NA,NA,juvenile,NA,Both,uncommon,Light & Smith,low,"pelagic, riding on medusae",solitary,mobile,kleptoparasitic on medusae,carnivore (scavenger + predator),generalist,NA,megalops and post-larval instars phoretic on scyphozoan medusae,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,NA,NA,NA,NA,NA,50:26.5,NA,452220,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Cancroidea,Cancridae,Cancer,Crustacea,Decapoda,Cancrinae,Multicrustacea,Pleocyemata,Brachyura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubrachyura,Heterotremata,NA,NA
996,Cancer gracilis,NA,true crab,NA,NA,NA,megalops,NA,Both,uncommon,Light & Smith,low,"pelagic, riding on medusae",solitary,mobile,kleptoparasitic on medusae,carnivore (scavenger + predator),generalist,NA,megalops and post-larval instars phoretic on scyphozoan medusae,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,NA,NA,NA,NA,NA,50:26.5,NA,452220,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Cancroidea,Cancridae,Cancer,Crustacea,Decapoda,Cancrinae,Multicrustacea,Pleocyemata,Brachyura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubrachyura,Heterotremata,NA,NA
562,Cancer gracilis,NA,true crab,graceful rock crab,NA,NA,adult,NA,Both,fairly common,Light & Smith,low,sandy shores; but I've seen them in RIZ!,solitary,mobile,NA,carnivore (scavenger + predator),generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,452220,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Cancroidea,Cancridae,Cancer,Crustacea,Decapoda,Cancrinae,Multicrustacea,Pleocyemata,Brachyura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubrachyura,Heterotremata,NA,NA
551,Cancer jordani,NA,true crab,hairy cancer crab,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,under rocks,solitary,mobile,NA,carnivore (scavenger + predator),generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,452249,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Cancroidea,Cancridae,Cancer,Crustacea,Decapoda,Cancrinae,Multicrustacea,Pleocyemata,Brachyura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubrachyura,Heterotremata,NA,NA
553,Cancer oregonensis,NA,true crab,Oregon cancer crab,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,under rocks or in crevices and holes,solitary,mobile,"""barnacles, polychaete worms, smaller crustaceans, incidental algae""",typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,582152,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Cancroidea,Cancridae,Cancer,Crustacea,Decapoda,Cancrinae,Multicrustacea,Pleocyemata,Brachyura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubrachyura,Heterotremata,NA,NA
554,Cancer productus,NA,true crab,red crab,juvenile,NA,juvenile,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,"more common in bays and estuaries, buried in sand under rocks",solitary,mobile,"""any animal matter"", ""barnacles, small living crabs, dead fishes""",carnivore (scavenger + predator),generalist,"Scorpaena guttata, Paralabrax nebulifer, Paralabrax clathratus",NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,440382,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Cancroidea,Cancridae,Cancer,Crustacea,Decapoda,Cancrinae,Multicrustacea,Pleocyemata,Brachyura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubrachyura,Heterotremata,NA,NA
555,Cancer productus,NA,true crab,red crab,adult,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,"more common in bays and estuaries, buried in sand under rocks",solitary,mobile,"""any animal matter"", ""barnacles, small living crabs, dead fishes""; Leukoma staminea",carnivore (scavenger + predator),generalist,humans,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,440382,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Cancroidea,Cancridae,Cancer,Crustacea,Decapoda,Cancrinae,Multicrustacea,Pleocyemata,Brachyura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubrachyura,Heterotremata,NA,NA
1188,Cancerilla durbanensis,NA,copepod,NA,invertebrate ectoparasite,NA,adult,NA,NA,present,Light & Smith,all,external parasites of the brittle star Amphipholis squamata,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,349789,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Cancerillidae,Cancerilla,Crustacea,Siphonostomatoida,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,Cancerilla neozelanica,NA,copepod,NA,invertebrate ectoparasite,NA,adult,NA,NA,present,Light & Smith,all,external parasites of the brittle star Amphipholis squamata,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,349790,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Cancerillidae,Cancerilla,Crustacea,Siphonostomatoida,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
