INITIALS,consumerNum,consumerName,consumerCat,consumerStage,resourceNum,resourceName,resourceCat,resourceStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed_interstitial,MorrisHaderlie,epibiota_consumed,notes,link.ID,date_added
ZZ,143,Dermasterias imbricata,asteroid,1,756,bacteria,microorganism,1,1,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,no,,3037,1-Apr-24
ZZ,1471,Oedoparena glauca,insect,3,469,Balanus aquila,barnacle,1,1,,6,,Light & Smith,,high,exposed,,no,pupae require empty barnacle test,3038,1-Apr-24
ZZ,1471,Oedoparena glauca,insect,3,465,Balanus crenatus,barnacle,1,1,,6,,Light & Smith,,high,exposed,,no,pupae require empty barnacle test,3039,1-Apr-24
ZZ,1471,Oedoparena glauca,insect,3,463,Balanus glandula,barnacle,1,1,,6,,Light & Smith,,high,exposed,,no,pupae require empty barnacle test,3040,1-Apr-24
ZZ,1471,Oedoparena glauca,insect,3,464,Balanus glandula,barnacle,1,1,,6,,Light & Smith,,high,exposed,,no,pupae require empty barnacle test,3041,1-Apr-24
ZZ,1471,Oedoparena glauca,insect,3,470,Balanus nubilus,barnacle,1,1,,6,,Light & Smith,,high,exposed,,no,pupae require empty barnacle test,3042,1-Apr-24
ZZ,1471,Oedoparena glauca,insect,3,468,Balanus regalis,barnacle,1,1,,6,,Light & Smith,,high,exposed,,no,pupae require empty barnacle test,3043,1-Apr-24
ZZ,1471,Oedoparena glauca,insect,3,466,Balanus trigonus,barnacle,1,1,,6,,Light & Smith,,high,exposed,,no,pupae require empty barnacle test,3044,1-Apr-24
ZZ,143,Dermasterias imbricata,asteroid,1,602,benthic diatoms,microalgae,1,1,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,no,,3045,1-Apr-24
ZZ,1879,Littorina saxatilis,limpet,1,2322,cyanobacteria,microorganism,1,1,,3,,Light & Smith,,all,both,,no,,3046,1-Apr-24
ZZ,60,Orthasterias koehleri,asteroid,1,891,Terebratalia transversa,brachiopod,1,1,,6,,Light & Smith; 232,,very low,pools,,yes,,3047,1-Apr-24
ZZ,720,Evasterias troschelii,asteroid,1,891,Terebratalia transversa,brachiopod,1,1,,6,,Light & Smith,,very low,pools,,yes,,3048,1-Apr-24
ZZ,1476,Anisolabis maritima,insect,1,750,Carrion,dead stuff,NA,30,,3,,Light & Smith,,high,exposed,,yes,,3049,1-Apr-24
ZZ,286,Lirabuccinum dirum,whelk,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,middle,pools,,yes,,3050,1-Apr-24
ZZ,287,Kelletia kelletii,whelk,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3051,1-Apr-24
ZZ,288,Amphissa columbiana,snail,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3052,1-Apr-24
ZZ,291,Nassarius mendicus,snail,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3053,1-Apr-24
ZZ,294,Callianax baetica,snail,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,low,pools,,yes,,3054,1-Apr-24
ZZ,298,Conus californicus,snail,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3055,1-Apr-24
ZZ,357,Hermissenda opalescens,nudibranch,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Lindsay, Valdez 2016",,low,pools,,yes,,3056,1-Apr-24
ZZ,432,Arabella iricolor,polychaete,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3057,1-Apr-24
ZZ,433,Arabella endonata,polychaete,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,low,pools,,yes,,3058,1-Apr-24
ZZ,475,Cirolana harfordi,isopod,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,middle,both,,yes,,3059,1-Apr-24
ZZ,487,Ligia occidentalis,isopod,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,high,both,,yes,,3060,1-Apr-24
ZZ,524,Pagurus samuelis,hermit crab,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,high to middle,pools,,yes,,3061,1-Apr-24
ZZ,566,Pachygrapsus crassipes,true crab,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,high to middle,both,,yes,,3062,1-Apr-24
ZZ,1720,Amphiporus formidabilis,nemertean,1,531,Petrolisthes cabrilloi,porcelain crab,1,30,,6,,Light & Smith,,all,both,,yes,chelipeds,3063,1-Apr-24
ZZ,1720,Amphiporus formidabilis,nemertean,1,532,Petrolisthes cinctipes,porcelain crab,1,30,,6,,Light & Smith,,all,both,,yes,chelipeds,3064,1-Apr-24
ZZ,1720,Amphiporus formidabilis,nemertean,1,529,Petrolisthes eriomerus,porcelain crab,1,30,,6,,Light & Smith,,all,both,,yes,chelipeds,3065,1-Apr-24
ZZ,1720,Amphiporus formidabilis,nemertean,1,530,Petrolisthes manimaculis,porcelain crab,1,30,,6,,Light & Smith,,all,both,,yes,chelipeds,3066,1-Apr-24
ZZ,1720,Amphiporus formidabilis,nemertean,1,528,Petrolisthes rathbunae,porcelain crab,1,30,,6,,Light & Smith,,all,both,,yes,chelipeds,3067,1-Apr-24
ZZ,1720,Amphiporus formidabilis,nemertean,1,531,Petrolisthes cabrilloi,porcelain crab,1,3,,6,,Light & Smith,,all,both,,yes,chelipeds,3068,1-Apr-24
ZZ,1720,Amphiporus formidabilis,nemertean,1,532,Petrolisthes cinctipes,porcelain crab,1,3,,6,,Light & Smith,,all,both,,yes,chelipeds,3069,1-Apr-24
ZZ,1720,Amphiporus formidabilis,nemertean,1,529,Petrolisthes eriomerus,porcelain crab,1,3,,6,,Light & Smith,,all,both,,yes,chelipeds,3070,1-Apr-24
ZZ,1720,Amphiporus formidabilis,nemertean,1,530,Petrolisthes manimaculis,porcelain crab,1,3,,6,,Light & Smith,,all,both,,yes,chelipeds,3071,1-Apr-24
ZZ,1720,Amphiporus formidabilis,nemertean,1,528,Petrolisthes rathbunae,porcelain crab,1,3,,6,,Light & Smith,,all,both,,yes,chelipeds,3072,1-Apr-24
ZZ,212,Lottia triangularis,true limpet,1,2323,coralline algae,coralline algae,1,3,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,both,,no,,3073,1-Apr-24
ZZ,229,Haliotis cracherodii,abalone,1,2323,coralline algae,coralline algae,1,3,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,all,both,,no,,3074,1-Apr-24
ZZ,256,Antisabia panamensis,slipper snail,1,2323,coralline algae,coralline algae,1,3,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,no,,3075,1-Apr-24
ZZ,404,Tonicella lineata,chiton,1,2323,coralline algae,coralline algae,1,3,,3,,"Morris, Abbott, & Haderlie; light & Smith",,low,both,,no,,3076,1-Apr-24
ZZ,417,Cryptochiton stelleri,chiton,1,2323,coralline algae,coralline algae,1,3,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,no,,3077,1-Apr-24
ZZ,556,Cycloxanthops novemdentatus,true crab,1,2323,coralline algae,coralline algae,1,3,,3,,"Morris, Abbott, & Haderlie",,low,both,,no,,3078,1-Apr-24
ZZ,558,Paraxanthias taylori,true crab,1,2323,coralline algae,coralline algae,1,3,,3,,"Morris, Abbott, & Haderlie",,middle to low,both,,no,,3079,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2076,Artedius corallinus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3080,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,11,Artedius fenestralis,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3081,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2077,Artedius harringtoni,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3082,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2078,Artedius lateralis,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3083,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2079,Ascelichthys rhodorus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3084,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2081,Clinocottus acuticeps,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3085,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,15,Clinocottus analis,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3086,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2082,Clinocottus embryum,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3087,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2083,Clinocottus globiceps,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3088,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2084,Clinocottus recalvus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3089,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2085,Clinocottus spp.,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3090,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2086,Enophrys bison,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3091,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2088,Hemilepidotus hemilepidotus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3092,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2089,Hemilepidotus spinosus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3093,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,14,Leptocottus armatus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3094,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,16,Oligocottus maculosus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3095,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2092,Oligocottus rimensis,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3096,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2093,Oligocottus rubellio,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3097,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2094,Oligocottus snyderi,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3098,1-Apr-24
ZZ,1129,Holobomolochus spinulus,copepod,1,2095,Oligocottus spp.,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3099,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2076,Artedius corallinus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3100,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,11,Artedius fenestralis,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3101,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2077,Artedius harringtoni,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3102,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2078,Artedius lateralis,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3103,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2079,Ascelichthys rhodorus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3104,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2081,Clinocottus acuticeps,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3105,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,15,Clinocottus analis,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3106,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2082,Clinocottus embryum,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3107,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2083,Clinocottus globiceps,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3108,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2084,Clinocottus recalvus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3109,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2085,Clinocottus spp.,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3110,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2086,Enophrys bison,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3111,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2088,Hemilepidotus hemilepidotus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3112,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2089,Hemilepidotus spinosus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3113,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,14,Leptocottus armatus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3114,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,16,Oligocottus maculosus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3115,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2092,Oligocottus rimensis,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3116,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2093,Oligocottus rubellio,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3117,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2094,Oligocottus snyderi,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3118,1-Apr-24
ZZ,1192,Clavella parva,copepod,1,2095,Oligocottus spp.,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3119,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2076,Artedius corallinus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3120,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,11,Artedius fenestralis,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3121,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2077,Artedius harringtoni,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3122,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2078,Artedius lateralis,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3123,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2079,Ascelichthys rhodorus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3124,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2081,Clinocottus acuticeps,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3125,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,15,Clinocottus analis,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3126,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2082,Clinocottus embryum,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3127,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2083,Clinocottus globiceps,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3128,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2084,Clinocottus recalvus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3129,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2085,Clinocottus spp.,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3130,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2086,Enophrys bison,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3131,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2088,Hemilepidotus hemilepidotus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3132,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2089,Hemilepidotus spinosus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3133,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,14,Leptocottus armatus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3134,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,16,Oligocottus maculosus,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3135,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2092,Oligocottus rimensis,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3136,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2093,Oligocottus rubellio,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3137,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2094,Oligocottus snyderi,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3138,1-Apr-24
ZZ,1193,Naobranchia occidentalis,copepod,1,2095,Oligocottus spp.,fish,1,7,,6,,Light & Smith,,all,pools,,no,,3139,1-Apr-24
ZZ,1219,Argeia pugettensis,isopod,1,702,Crangon alaskensis,shrimp,1,7,,3,,265,,all,pools,,no,,3140,1-Apr-24
ZZ,1219,Argeia pugettensis,isopod,1,984,Crangon handi,shrimp,1,7,,6,,Light & Smith,,all,pools,,no,,3141,1-Apr-24
ZZ,557,Lophopanopeus leucomanus leucomanus,true crab,1,2323,coralline algae,coralline algae,1,3,,3,,"Morris, Abbott, & Haderlie",,low,both,,no,,3142,1-Apr-24
ZZ,215,Lottia scutum,true limpet,1,2323,coralline algae,coralline algae,1,3,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,all,both,,no,,3143,1-Apr-24
ZZ,558,Paraxanthias taylori,true crab,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,middle to low,,,yes,,3144,1-Apr-24
ZZ,153,Pisaster brevispinus,asteroid,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3145,1-Apr-24
ZZ,357,Hermissenda opalescens,nudibranch,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Lindsay, Valdez 2016",,low,pools,,yes,,3146,1-Apr-24
ZZ,1979,Mediaster aequalis,asteroid,1,750,Carrion,dead stuff,NA,30,,3,,Light & Smith,,all,pools,,yes,,3147,1-Apr-24
ZZ,230,Calliostoma annulatum,topsnail,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,both,,yes,,3148,1-Apr-24
ZZ,554,Cancer productus,true crab,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3149,1-Apr-24
ZZ,555,Cancer productus,true crab,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3150,1-Apr-24
ZZ,144,Patiria miniata,asteroid,1,750,Carrion,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3151,1-Apr-24
ZZ,1717,Lineus sanguineus,nemertean,1,750,Carrion,dead stuff,NA,30,,3,,Light & Smith,,high to middle,both,,yes,,3152,1-Apr-24
ZZ,1518,Philonthus nudus,insect,1,750,Carrion,dead stuff,NA,30,,3,,Light & Smith,,all,exposed,,yes,,3153,1-Apr-24
ZZ,761,Ligia pallasii,isopod,1,751,Wrack,dead stuff,NA,30,,3,,Walla Walla; Light & Smith,,high,both,,yes,,3154,1-Apr-24
ZZ,1474,Coelopa (Fucomyia) frigida,insect,1,751,Wrack,dead stuff,NA,30,,3,,Light & Smith; PO,,all,exposed,,yes,,3155,1-Apr-24
ZZ,1531,Emphyastes fucicola,insect,1,751,Wrack,dead stuff,NA,30,,3,,Light & Smith,,all,exposed,,yes,,3156,1-Apr-24
ZZ,1518,Philonthus nudus,insect,1,751,Wrack,dead stuff,NA,30,,3,,Light & Smith,,all,exposed,,yes,,3157,1-Apr-24
ZZ,142,Linckia columbiae,asteroid,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3158,1-Apr-24
ZZ,159,Apostichopus californicus,cucumber,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3159,1-Apr-24
ZZ,161,Amphipholis squamata,brittle star,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3160,1-Apr-24
ZZ,166,Ophioderma panamense,brittle star,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,low tidepools,pools,,yes,,3161,1-Apr-24
ZZ,167,Ophiopteris papillosa,brittle star,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,low tidepools,pools,,yes,,3162,1-Apr-24
ZZ,230,Calliostoma annulatum,topsnail,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,both,,yes,,3163,1-Apr-24
ZZ,232,Calliostoma ligatum,topsnail,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,both,,yes,,3164,1-Apr-24
ZZ,256,Antisabia panamensis,slipper snail,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,both,,yes,,3165,1-Apr-24
ZZ,262,Crepidula nummaria,slipper snail,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,both,,yes,,3166,1-Apr-24
ZZ,263,Crepidula onyx,slipper snail,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,low,both,,yes,,3167,1-Apr-24
ZZ,290,Alia carinata,snail,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,low,both,,yes,,3168,1-Apr-24
ZZ,294,Callianax baetica,snail,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,low,both,,yes,,3169,1-Apr-24
ZZ,367,Mytilus edulis,mussel,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,low,both,,yes,,3170,1-Apr-24
ZZ,374,Lasaea adansoni,clam,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,high to middle,pools,,yes,,3171,1-Apr-24
ZZ,429,Nereis grubei,polychaete,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,middle to low,pools,,yes,,3172,1-Apr-24
ZZ,432,Arabella iricolor,polychaete,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3173,1-Apr-24
ZZ,433,Arabella endonata,polychaete,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,low,pools,,yes,,3174,1-Apr-24
ZZ,434,Cirriformia luxuriosa,polychaete,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,middle to low,pools,,yes,,3175,1-Apr-24
ZZ,435,Dodecaceria fewkesi,polychaete,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,middle,pools,,yes,,3176,1-Apr-24
ZZ,439,Pectinaria californiensis,polychaete,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,very low,pools,,yes,,3177,1-Apr-24
ZZ,441,Thelepus setosus,polychaete,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3178,1-Apr-24
ZZ,452,Trypetesa lateralis,barnacle,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,middle to low,exposed,,yes,,3179,1-Apr-24
ZZ,503,Polycheria osborni,amphipod,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,low,pools,,yes,,3180,1-Apr-24
ZZ,505,Caprella californica,amphipod,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3181,1-Apr-24
ZZ,521,Hapalogaster cavicauda,true crab,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,low,both,,yes,,3182,1-Apr-24
ZZ,532,Petrolisthes cinctipes,porcelain crab,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie",,middle to low,both,,yes,,3183,1-Apr-24
ZZ,535,Pachycheles rudis,porcelain crab,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,both,,yes,,3184,1-Apr-24
ZZ,566,Pachygrapsus crassipes,true crab,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,high to middle,both,,yes,,3185,1-Apr-24
ZZ,568,Tigriopus californicus,copepod,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,high,pools,,yes,,3186,1-Apr-24
ZZ,577,Neomachilis halophila,insect,1,749,Detritus,dead stuff,NA,30,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,high,exposed,,yes,,3187,1-Apr-24
ZZ,1480,Neochthebius vandykei,insect,1,749,Detritus,dead stuff,NA,30,,3,,Light & Smith,,high,exposed,,yes,,3188,1-Apr-24
ZZ,1532,Thalasselephas testaceus,insect,1,749,Detritus,dead stuff,NA,30,,3,,Light & Smith,,high,exposed,,yes,,3189,1-Apr-24
ZZ,154,Cucumaria pseudocurata,cucumber,1,602,benthic diatoms,microalgae,NA,1,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,middle,pools,,yes,,3190,1-Apr-24
ZZ,412,Mopalia ciliata,chiton,1,602,benthic diatoms,microalgae,NA,1,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,middle to low,both,,yes,,3191,1-Apr-24
ZZ,414,Mopalia lignosa,chiton,1,602,benthic diatoms,microalgae,NA,1,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,middle to low,both,,yes,,3192,1-Apr-24
ZZ,442,Bispira sp.,polychaete,1,603,planktonic diatoms,phytoplankton,NA,1,,3,,"Morris, Abbott, & Haderlie; Light & Smith",,low,pools,,yes,,3193,1-Apr-24
ZZ,503,Polycheria osborni,amphipod,1,602,benthic diatoms,microalgae,NA,1,,3,,"Morris, Abbott, & Haderlie",,low,pools,,yes,,3194,1-Apr-24
ZZ,504,Oligochinus lighti,gammarid,1,602,benthic diatoms,microalgae,NA,1,,3,,"Morris, Abbott, & Haderlie",,high to middle,pools,,yes,,3195,1-Apr-24
ZZ,529,Petrolisthes eriomerus,porcelain crab,1,603,planktonic diatoms,phytoplankton,NA,1,,3,,"Morris, Abbott, & Haderlie",,low,pools,,yes,,3196,1-Apr-24
ZZ,567,Hemigrapsus nudus,true crab,1,602,benthic diatoms,microalgae,NA,1,,3,,"Morris, Abbott, & Haderlie",,middle to low,both,,yes,,3197,1-Apr-24
ZZ,1472,Oedoparena glauca,insect,1,602,benthic diatoms,microalgae,NA,1,,3,,Light & Smith,,all,exposed,,yes,,3198,1-Apr-24
ZZ,1803,Alvania compacta,microsnail,1,602,benthic diatoms,microalgae,NA,1,,3,,Light & Smith,,all,both,,yes,,3199,1-Apr-24
ZZ,1804,Alvania almo,microsnail,1,602,benthic diatoms,microalgae,NA,1,,3,,Light & Smith,,all,both,,yes,,3200,1-Apr-24
ZZ,1805,Alvinia aequisculpta,microsnail,1,602,benthic diatoms,microalgae,NA,1,,3,,Light & Smith,,all,both,,yes,,3201,1-Apr-24
