nodeNum,species,synonymies,organismal_category,common_name,range,body_size_mm,province,commonality,reference_justification,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,trophic_strategy,notes,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,life_stage,web_enter_code,clean_stage
2073,Paralabrax nebulifer,NA,fish,barred sand bass,NA,NA,Both,present,FishBase,low,"sand, rocks",solitary,mobile,typical predator,https://fishbase.mnhn.fr/summary/3337,Life Stage,Species,282059,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Paralabrax,juvenile,1,4
2074,Anoplarchus purpurescens,NA,fish,high cockscomb,NA,NA,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,279633,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,adult,1,1
11,Artedius fenestralis,NA,fish,padded sculpin,Alaska to Southern California,14000,Both,uncommon,D. Canestro; FishBase; Miller & Lea 1972,NA,intertidal,solitary,mobile,typical predator,NA,Taxonomic,Species,279700,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Artedius,adult,1,1
2077,Artedius harringtoni,NA,fish,scalyhead sculpin,"Kodiak Island, AK, to San Miguel Island, CA",10000,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,low,rocky bottoms,solitary,mobile,typical predator,354 says body size is 100mm ?!,Taxonomic,Species,279701,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Artedius,adult,1,1
2086,Enophrys bison,NA,fish,buffalo sculpin,"Kodiak Island, AK to Monterey Bay, CA",37000,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study; Miller & Lea 1972,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,275355,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Enophrys,adult,1,1
19,Gobiesox maeandricus,NA,fish,northern clingfish,NA,NA,N,present,D. Canestro; FishBase,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,275671,Animalia,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,adult,1,1
2088,Hemilepidotus hemilepidotus,NA,fish,Red Irish Lord,"Kamschatka, Russia, to Monterey Bay, CA",30000,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,intertidal rocky reef,solitary,mobile,typical predator,NA,Taxonomic,Species,254521,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,adult,1,1
707,Hexagrammos decagrammus,NA,fish,kelp greenling,NA,NA,NA,present,"Morris, Abbott,, Haderlie",NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,240732,Animalia,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,adult,1,1
2097,Scorpaenichthys marmoratus,NA,fish,NA,northern British Columbia to Southern California,NA,Both,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study; Miller & Lea 1972,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,NA,Animalia,Chordata,Teleostei,Perciformes,Jordaniidae,Scorpaenichthys,adult,1,1
2102,Xiphister atropurpureus,NA,fish,black prickelback,NA,NA,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,283194,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,adult,1,1
5,Amphistichus argenteus,NA,fish,barred surfperch,NA,NA,N,present,D. Canestro; FishBase,NA,"occur near rocks, pilings, other sources of cover, food. Usually form small groups",solitary,mobile,typical predator,NA,Taxonomic,Species,279594,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Amphistichus,adult,1,1
2100,Sebastes miniatus,NA,fish,vermillion rockfish,NA,NA,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,274820,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,adult,1,1
2079,Ascelichthys rhodorus,NA,fish,rosylip sculpin,NA,NA,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,279706,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,adult,1,1
2080,Cebidichthys violaceus,NA,fish,monkeyface prickleback,Oregon to Baja California,76000,Both,common,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,all," in tide pools or shallow rocky areas, May remain out of water under rocks or seaweed",solitary,mobile,grazer,NA,Taxonomic,Species,280053,Animalia,Chordata,Teleostei,Perciformes,Cebidichthyidae,Cebidichthys,adult,1,1
2081,Clinocottus acuticeps,NA,fish,sharpnose Sculpin,NA,NA,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,280218,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Clinocottus,adult,1,1
2083,Clinocottus globiceps,NA,fish,mosshead sculpin,NA,NA,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,280221,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Clinocottus,adult,1,1
2094,Oligocottus snyderi,NA,fish,NA,NA,NA,NA,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,281875,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Oligocottus,adult,1,1
2103,Xiphister mucosus,NA,fish,rock prickleback,NA,NA,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,NA,solitary,mobile,grazer,NA,Taxonomic,Species,283195,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,adult,1,1
2098,Sebastes carnatus,NA,fish,gopher rockfish,NA,NA,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,274779,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,adult,1,1
4,Amphistichus koelzi,NA,fish,calico surfperch,"Cape Flaterry in Washington, USA to northern Baja California, Mexico",3100,Both,present,D. Canestro; FishBase,NA,Adults occur usually in sand beaches in surf,solitary,mobile,typical predator,"Viviparous, female carries the developing young",Taxonomic,Species,279595,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Amphistichus,adult,1,1
2078,Artedius lateralis,NA,fish,smoothead sculpin,Bering Sea to mid-Baja California,14000,Both,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,279702,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Artedius,adult,1,1
2082,Clinocottus embryum,NA,fish,calico sculpin,NA,NA,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,280220,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Clinocottus,adult,1,1
941,Aequorea victoria,NA,hydroid,NA,Bering Sea to Southern California,NA,Both,present,Light & Smith,low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,283998,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,hydroid colony,1,5
942,Aequorea victoria,NA,plankton,NA,Bering Sea to Southern California,NA,Both,present,Light & Smith,low,NA,solitary,mobile,filter feeder,NA,Taxonomic,Species,283998,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,medusa,1,1
460,Membranobalanus orcutti,NA,barnacle,sponge barnacle,NA,NA,S,present,"Morris, Abbott, & Haderlie",very low,in sponges,solitary,sessile,filter feeder,NA,Taxonomic,Species,718707,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Membranobalanus,adult,1,1
1365,Chromopleustes lineatus,Parapleustes,gammarid,NA,NA,9,N,present,Light & Smith,all,"A commensal, possible egg predator of echinoderms in rocky habitats",solitary,mobile,micropredator,RETURN TO THIS WHEN PRIMARY LIT ON EGG PREDATION ARRIVES,Taxonomic,Species,549339,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Chromopleustes,adult,1,1
1366,Chromopleustes oculatus,Parapleustes,gammarid,NA,NA,11,N,present,Light & Smith,all,"Predator of the sea cucumber Cucumaria miniata;, also associated with the brittle star Amphiodia urtica",solitary,mobile,micropredator,NA,Taxonomic,Species,549336,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Chromopleustes,adult,1,1
1354,Cryptodius kelleri,NA,gammarid,NA,Boreal northern Pacific,5,N,present,Light & Smith,all,"rocky substrata, especially among algae",solitary,mobile,micropredator,NA,Taxonomic,Species,834122,Animalia,Arthropoda,Malacostraca,Amphipoda,Odiidae,Cryptodius,adult,1,1
505,Caprella californica,NA,amphipod,caprellid,NA,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"Eelgrass, on outer coast on coralline algae;",aggregating,mobile,omnivore,NA,Taxonomic,Species,394864,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,adult,1,1
1297,Ampithoe simulans,NA,gammarid,NA,NA,30,N,present,Light & Smith,all,"Among algae, Phyllospadix of open, semiprotected coasts,",solitary,mobile,omnivore,trophic strategy inferred but truly unknown,Taxonomic,Species,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,adult,1,1
1239,Dynamenella sheareri,NA,isopod,NA,NA,NA,NA,present,Light & Smith,all,intertidal,solitary,mobile,grazer,NA,Taxonomic,Species,291374,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Dynamenella,adult,1,1
477,Exosphaeroma amplicauda,NA,isopod,NA,NA,NA,NA,present,"Morris, Abbott, & Haderlie; Light & Smith",all,"under rocks, stones",solitary,mobile,grazer,NA,Taxonomic,Species,257014,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Exosphaeroma,adult,1,1
1012,Pagurus beringanus,NA,hermit crab,NA,NA,NA,N,present,Light & Smith,low,on rock jetties,solitary,mobile,omnivore,NA,Taxonomic,Species,366657,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,adult,1,1
511,Heptacarpus brevirostris,NA,shrimp,NA,NA,NA,N,present,"Morris, Abbott, & Haderlie; Light & Smith",low tidepools,"among rocks, algae in pools",solitary,mobile,scavenger,little known,Taxonomic,Species,515244,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Heptacarpus,adult,2,1
1208,Ianiropsis kincaidi,NA,isopod,NA,North to Monterey County,NA,N,present,Light & Smith,all,intertidal,solitary,mobile,detritivore,NA,Taxonomic,Species,255985,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,adult,1,1
2116,Hyperia medusarum,NA,amphipod,NA,NA,NA,NA,present,248,all,NA,solitary,sessile,parasite,NA,Taxonomic,Species,103253,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia,adult,1,1
184,Eudistoma diaphanes,Archidistoma diaphanes,tunicate,NA,NA,NA,Both,common,"Morris, Abbott, & Haderlie; LS",low,"crevices, under rocks",colonial,sessile,filter feeder,NA,Taxonomic,Species,250207,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,adult,1,1
902,Eudistoma molle,Archidistoma,tunicate,NA,Canada to Mexico,NA,Both,common,Light & Smith,low,Common in beds of surfgrass Phyllospadix.,colonial,sessile,filter feeder,NA,Taxonomic,Species,250233,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,adult,1,1
904,Ritterella rubra,NA,tunicate,NA,"Queen Charlotte Islands, Monterey Bay, CA",NA,N,present,Light & Smith,low,"under rocks, caves, zone 4",colonial,sessile,filter feeder,NA,Taxonomic,Species,251340,Animalia,Chordata,Ascidiacea,Aplousobranchia,Ritterellidae,Ritterella,adult,1,1
175,Synoicum parfustis,NA,tunicate,NA,NA,NA,Both,common,"Morris, Abbott, & Haderlie",very low,in seagrass beds,colonial,sessile,filter feeder,NA,Taxonomic,Species,251475,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Synoicum,adult,1,1
1980,Solaster stimpsoni,NA,asteroid,NA,Oregon to California,NA,N,uncommon,Light & Smith,low,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,292729,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,adult,1,1
154,Cucumaria pseudocurata,NA,cucumber,NA,NA,NA,N,common,"Morris, Abbott, & Haderlie; Light & Smith",middle,upper mussel beds to zero tide (limited by Pycnopodia); in large aggregations on intertidal rocks,aggregating,mobile,grazer,broods young,Taxonomic,Species,528844,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,adult,2,1
847,Cryptosula pallasiana,NA,bryozoan,NA,"Alaska to Mexico, Chile; Atlantic from Nova Scotia to Florida, Norway to Red Sea,",2 - 200,Both,present,Light & Smith,all,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,111343,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cryptosulidae,Cryptosula,adult,1,1
810,Cellaria mandibulata,NA,bryozoan,NA,British Columbia to Baja California,2 - 200,Both,present,Light & Smith,all,on hard substrates,colonial,sessile,filter feeder,NA,Taxonomic,Species,469492,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Cellaria,adult,1,1
807,Cauloramphus californiensis,C. spiniferum,bryozoan,NA,Monterey Bay to La Jolla,2 - 200,S,common,Light & Smith,low,"encrusts shell, rock, kelp holdfasts",colonial,sessile,filter feeder,NA,Taxonomic,Species,469299,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Cauloramphus,adult,1,1
979,Cryptophyton goddardi,Clavularia,octocoral,NA,"Oregon, California",NA,N,present,Light & Smith,low,"underside of rocks, overhangs",colonial,sessile,filter feeder,NA,Taxonomic,Species,289749,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Carijoidae,Cryptophyton,adult,1,1
982,Discophyton rudyi,NA,octocoral,NA,"Vancouver Island to Point Lobos, Central California",45519,N,present,Light & Smith; McFadden & Hochberg 2003,low,"exposed rocky headlands; attached to the undersides of overhanging boulders, ledges or to the vertical sides of surge channels",colonial,sessile,filter feeder,NA,Taxonomic,Species,289828,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Discophytidae,Discophyton,adult,1,1
1972,Leukoma staminea,Protothaca,clam,Pacific littleneck,NA,NA,Both,present,Light & Smith,all,nestling among rocks (often in empty pholad holes) on outer coast,solitary,sessile,filter feeder,NA,Taxonomic,Species,507737,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,adult,1,1
927,Sarsia sp.,NA,plankton,NA,not reported,NA,Both,present,Light & Smith,all,NA,solitary,mobile,filter feeder,"represent many unidentified species ""in our area""",Taxonomic,Genus,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,medusa,1,1
985,Alpheus sp.,NA,shrimp,snapping shrimp,Eastern Pacific,NA,Both,present,Light & Smith,very low,"in sponges, kelp holdfasts, old pholad bore holes.",solitary,mobile,omnivore,NA,Taxonomic,Genus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,adult,1,1
485,Aporobopyrus muguensis,NA,parasitic isopod,NA,NA,NA,Both,present,"Morris, Abbott, & Haderlie",host range,parasite in gill chamber of one anomuran,solitary,sessile,parasite,"only reported from Pacific Grove (monterey), Point Mugu?",Taxonomic,Species,259000,Animalia,Arthropoda,Malacostraca,Isopoda,Bopyridae,Aporobopyrus,adult,1,1
155,Cucumaria miniata,NA,cucumber,NA,"Aleutian Islands to San Benito Island, Baja California",NA,N,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"in crevices, under rocks",solitary,mobile,deposit feeder,NA,Taxonomic,Species,225807,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,adult,1,1
964,Orthopyxis everta,Eucopella everta,hydroid,NA,British Columbia to San Diego,NA,Both,locally abundant,Light & Smith,very low,on kelp,colonial,sessile,filter feeder,NA,Taxonomic,Species,117392,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,hydroid colony,1,5
2093,Oligocottus rubellio,NA,fish,NA,"Fort Bragg, CA, to Baja California",10000,Both,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study; Miller & Lea 1972,NA,intertidal,solitary,mobile,typical predator,NA,Taxonomic,Species,281874,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Oligocottus,adult,1,1
420,Enteroctopus dofleini,Octopus dolfleini,octopus,giant Pacific octopus,NA,NA,N,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low tidepools,more common subtidally,solitary,mobile,typical predator,NA,Taxonomic,Species,342305,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,small,1,4
1745,Enteroctopus dofleini,Octopus dolfleini,octopus,giant Pacific octopus,Columbia River to Point Conception,350,N,present,Light & Smith,low tidepools,"intertidal in northern part of range, inhabit substrates littered with rocks, boulders.",solitary,mobile,typical predator,NA,Taxonomic,Species,342305,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,adult,1,1
1746,Enteroctopus dofleini,Octopus dolfleini,octopus,giant Pacific octopus,Columbia River to Point Conception,6-6.5,N,present,Light & Smith,low tidepools,laid in festoons,aggregating,sessile,non-feeding,NA,Life Stage,Species,342305,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,eggs,1,2
140,Bowerbankia gracilis,NA,bryozoan,NA,NA,NA,both,common,"Morris, Abbott, & Haderlie",low,quiet waters (Puget Sound); rocks,colonial,sessile,filter feeder,NA,Taxonomic,Species,111665,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Bowerbankia,adult,1,1
801,Bugula pacifica,NA,bryozoan,NA,Bering Sea to Channel Islands,2 - 200,N,present,Light & Smith,all,intertidal to 123 m.,colonial,sessile,filter feeder,NA,Taxonomic,Species,469202,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,adult,1,1
946,Halecium sp.,NA,hydroid,NA,NA,NA,Both,present,Light & Smith,all,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,NA,Animalia,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,hydroid colony,1,5
947,Halecium sp.,NA,plankton,NA,NA,NA,Both,present,Light & Smith,all,NA,solitary,mobile,filter feeder,NA,Taxonomic,Species,NA,Animalia,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,medusa,1,1
83,Garveia annulata,NA,hydroid,NA,Alaska to the Channel Islands,NA,Both,common,"Morris, Abbott, & Haderlie; L&S",NA,"Rocky intertidal zones of the open coast, especially in late winter, spring, frequent on sponges, coralline algae",colonial,sessile,filter feeder,NA,Taxonomic,Species,284249,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Garveia,hydroid colony,1,5
1467,Chironomids,NA,insect,midge,NA,NA,Both,present,Light & Smith,all,NA,solitary,mobile,detritivore,NA,Taxonomic,Family,NA,Animalia,Arthropoda,Hexapoda,Diptera,Chironomidae,NA,adult,1,1
940,Aglaophenia inconspicua,NA,hydroid,NA,"Heceta Head, Oregon to Santa Maria Bay, Baja California",NA,Both,present,Light & Smith,all,on algae,colonial,sessile,filter feeder,NA,Taxonomic,Species,284030,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,hydroid colony,1,5
2292,Pleurophycus gardneri,NA,brown algae,NA,NA,NA,N,present,NA,low,NA,solitary,sessile,primary producer,NA,Taxonomic,Species,372517,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pleurophycus,adult,1,1
469,Balanus aquila,NA,barnacle,NA,NA,NA,Both,uncommon,"Morris, Abbott, & Haderlie",low,rocks,aggregating,sessile,filter feeder,endangered?,Taxonomic,Species,724398,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,adult,1,1
470,Balanus nubilus,NA,barnacle,NA,NA,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,rocks,aggregating,sessile,filter feeder,NA,Taxonomic,Species,594745,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,adult,1,1
2087,Gibbonsia montereyensis,NA,fish,crevice kelpfish,Vancouver Island to Southern California,11000,Both,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,tidepools,solitary,mobile,typical predator,NA,Taxonomic,Species,280836,Animalia,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,adult,1,1
802,Bugula pugeti,NA,bryozoan,NA,Alaska to Channel Islands,2 - 200,N,present,Light & Smith,low,in fouling community; low tide to 117 m,colonial,sessile,filter feeder,NA,Taxonomic,Species,469204,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,adult,1,1
804,Callopora corniculifera,NA,bryozoan,NA,British Columbia to Santa Catalina Island,2 - 200,Both,present,Light & Smith,all,"encrusting rock, shell",colonial,sessile,filter feeder,NA,Taxonomic,Species,469275,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Callopora,adult,1,1
965,Orthopyxis integra,Eucpella integra,hydroid,NA,Alaska to southern California,NA,Both,present,Light & Smith,low,cosmopolitan,colonial,sessile,filter feeder,NA,Taxonomic,Species,117393,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,hydroid colony,1,5
551,Cancer jordani,NA,true crab,hairy cancer crab,NA,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,under rocks,solitary,mobile,carnivore (scavenger + predator),NA,Taxonomic,Species,452249,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,adult,1,1
552,Cancer branneri,NA,true crab,NA,NA,35,Both,present,"Morris, Abbott, & Haderlie; light & Smith",NA,NA,solitary,mobile,carnivore (scavenger + predator),NA,Taxonomic,Species,452138,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,adult,1,1
921,Coryne eximia,NA,hydroid,NA,Alaska to Monterey Bay,NA,N,present,Light & Smith,all,rocky,colonial,sessile,filter feeder,NA,Taxonomic,Species,151860,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,hydroid colony,1,5
925,Coryne sp.,NA,hydroid,NA,not reported,NA,Both,present,Light & Smith,all,NA,colonial,sessile,filter feeder,"represent many unidentified species ""in our area""",Taxonomic,Genus,NA,Animalia,C,Hydrozoa,Anthoathecata,Corynidae,Coryne,hydroid colony,1,5
786,Crisia maxima,NA,bryozoan,NA,NA,2 - 200,Both,present,Light & Smith,all,intertidal,colonial,sessile,filter feeder,NA,Taxonomic,Species,470759,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,adult,1,1
788,Crisia serrulata,NA,bryozoan,NA,NA,2 - 200,Both,present,Light & Smith,all,intertidal,colonial,sessile,filter feeder,NA,Taxonomic,Species,470760,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,adult,1,1
815,Dendrobeania curvirostrata,NA,bryozoan,NA,British Columbia to southern California;,2 - 200,Both,present,Light & Smith,low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,469231,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Dendrobeania,adult,1,1
2296,Farlowia mollis,NA,red algae,Farlow's seaweed,central Alaska to Baja California,2000,Both,present,Biodiversity of the Central Coast,middle to low,"grows on rock, often partially buried in sand, in low intertidal and in pools in mid intertidal, outer coastlines",solitary,sessile,primary producer,NA,Taxonomic,Species,372571,Plantae,NA,Florideophyceae,Gigartinales,Dumontiaceae,Farlowia,adult,1,1
792,Filicrisia franciscana,NA,bryozoan,NA,NA,2 - 200,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",all,"undersides of rocks, bioturf; intertidal to 100 m; attaches to base of red, green algae",colonial,sessile,filter feeder,NA,Taxonomic,Species,470794,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Filicrisia,adult,2,1
139,Flustrellidra corniculata,NA,bryozoan,NA,NA,NA,N,present,"Morris, Abbott, & Haderlie",low,cold water,colonial,sessile,filter feeder,NA,Taxonomic,Species,111620,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Flustrellidridae,Flustrellidra,adult,2,1
783,Flustrellidra spinifera,Alcyodinium spinifera,bryozoan,NA,NA,2 - 200,N,present,Light & Smith,all,"on algal stipes, especially at bases of Laminaria sinclairii; intertidal to about 70 m.",colonial,sessile,filter feeder,NA,Taxonomic,Species,470659,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Flustrellidridae,Flustrellidra,adult,1,1
643,Fucus distichus,Fucus gardneri; Fucus distichus spp. Edentatus (Abbott and Hollenberg),brown algae,fucus,"Washington to Point Conception, CA",1000 - 2500,N,abundant,Abbott & Hollenberg,high to middle,"on rocks, sometimes growing mixed with Hesperophycus",aggregating,sessile,primary producer,note on spp name: https://www.centralcoastbiodiversity.org/rockweed-bull-fucus-distichus.html,Taxonomic,Species,145544,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Fucus,adult,1,1
981,Alcyonium sp.,"Gersemia rubiformis""",octocoral,sea strawberry,"Alaska to Sonoma County, CA",NA,N,present,Light & Smith,low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,NA,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,adult,1,1
2297,Griffithsia pacifica,NA,red algae,NA,Southern British Columbia to Baja California,NA,Both,present,"AlgaeBase, Marine Algae of California",NA,"the occasional sponge, attatched to holdfasts of large kelp,¬†epiphytic¬†on other red algae and in isolated tufts on rocky substrate¬†",solitary,sessile,primary producer,NA,Taxonomic,Species,372577,Plantae,NA,Florideophyceae,Ceramiales,Wrangeliaceae,Griffithsia,adult,1,1
2298,Halosaccion glandiforme,NA,red algae,dead man's fingers,"Aleutian Islands to Point Conception, CA",NA,N,present,Biodiversity of the Central Coast,middle to low,"usually grows on rock, showing a very marked preference for the rough, exposed points of rock rather than the cracks and valleys",solitary,sessile,primary producer,NA,Taxonomic,Species,372579,Plantae,NA,Florideophyceae,Palmariales,Palmariaceae,Halosaccion,adult,1,1
2301,Hippothoa sp.,NA,bryozoan,NA,"Oregon to Point Conception, CA",NA,Both,present,Light & Smith,unknown,unknown,colonial,sessile,filter feeder,"Light and Smith lists the genus but absolutely zero information about it. Just says ""see Celleporella hyalina""; assuming distribution based on predator records",Taxonomic,Genus,110931,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Hippothoidae,Hippothoa,adult,1,1
910,Hydractinia armata,NA,hydroid,NA,San Franscisco,NA,N,present,Light & Smith,all,"Found in association with H. milled (Fraser 1946), on coralline algae in tide pools at Moss Beach, a rocky intertidal site on the open coast just south of San Francisco Bay",colonial,sessile,filter feeder,NA,Taxonomic,Species,284841,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Hydractinia,hydroid colony,1,5
35,Hymedesmia (Stylopus) arndti,Astylinifer arndti,sponge,NA,NA,NA,Central,uncommon,Light & Smith; DeLaubenfels 1932,very low,NA,solitary,sessile,filter feeder,confirm whether to include,Taxonomic,Species,169281,Animalia,Porifera,Demospongiae,Poecilosclerida,Hymedesmiidae,Hymedesmia,adult,1,1
